WS.partner,source,Year,Location,Rep,Plot,Row,Col,Block,GID,Sowing.Date,Origin,Height,Awnedness,Accession_number,WinterSurvival_Visual,VinterSurvival_TPVP_Index,Lodging_T,HD_Date,Anthesis.Date,DTH,DTA,DTM,Anther.extrusion.anther.retention,FHB1,FHB2,FHB3,FHB4,FHB5,FHB6,FHB1Date,FHB2Date,FHB3Date,FHB4Date,FHB5Date,FHB6Date,DFHB1,DFHB2,DFHB3,DFHB4,DFHB5,DFHB6,DON,AUDPC,FHB0,DFHB0,DFHBmax,AUDPC_std
BOKU,Boku_FHB,2021,Tulln,2,3738,36,11,NA,TS219,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,7.71,0.5,5,10,40,70,80,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,644.5,0,0,30,21.5
BOKU,Boku_FHB,2021,Tulln,2,3739,36,12,NA,TS109,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,6.43,0.5,1,10,50,60,80,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,628.5,0,0,30,21
BOKU,Boku_FHB,2021,Tulln,2,3740,35,12,NA,TS188,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,7.71,0.5,5,15,40,60,90,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,634.5,0,0,30,21.2
BOKU,Boku_FHB,2021,Tulln,2,3741,34,12,NA,TS038,2020-11-18,NA,100,1,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,3.86,0.1,1,30,70,70,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,804.9,0,0,30,26.8
BOKU,Boku_FHB,2021,Tulln,2,3742,33,12,NA,TS025,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,6.86,0.1,5,25,80,80,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,910.9,0,0,30,30.4
BOKU,Boku_FHB,2021,Tulln,2,3743,32,12,NA,TS029,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,5.14,0.1,2,10,60,80,90,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,768.9,0,0,30,25.6
BOKU,Boku_FHB,2021,Tulln,2,3744,31,12,NA,TS152,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,9,2,15,70,80,100,100,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,1138,0,0,30,37.9
BOKU,Boku_FHB,2021,Tulln,2,3745,30,12,NA,TS084,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,7.29,0.5,2,20,80,90,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,932.5,0,0,30,31.1
BOKU,Boku_FHB,2021,Tulln,2,3746,29,12,NA,TS069,2020-11-18,NA,110,1,NA,NA,NA,NA,2021-06-01,2021-06-06,195,200,NA,6.86,0.5,2,60,90,100,100,2021-06-16,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,10,14,18,22,26,30,NA,1092.5,0,0,30,36.4
BOKU,Boku_FHB,2021,Tulln,2,3747,28,12,NA,TS130,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,6,0.5,3,15,60,80,90,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,786.5,0,0,30,26.2
BOKU,Boku_FHB,2021,Tulln,2,3748,27,12,NA,TS215,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,9,0.5,10,40,70,80,90,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,904.5,0,0,30,30.2
BOKU,Boku_FHB,2021,Tulln,2,3749,26,12,NA,TS183,2020-11-18,NA,110,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,8.14,0.1,1,20,70,90,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,884.9,0,0,30,29.5
BOKU,Boku_FHB,2021,Tulln,2,3750,25,12,NA,TS072,2020-11-18,NA,95,1,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,6.86,0.5,5,20,90,100,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,1024.5,0,0,30,34.2
BOKU,Boku_FHB,2021,Tulln,2,3751,24,12,NA,TS078,2020-11-18,NA,110,1,NA,NA,NA,NA,2021-06-03,2021-06-08,197,202,NA,2.14,0,0.1,1,10,70,100,2021-06-18,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,10,14,18,22,26,30,NA,522.4,0,0,30,17.4
BOKU,Boku_FHB,2021,Tulln,2,3752,23,12,NA,TS117,2020-11-18,NA,115,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,8.57,1,10,40,70,100,100,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,1009,0,0,30,33.6
BOKU,Boku_FHB,2021,Tulln,2,3753,22,12,NA,TS031,2020-11-18,NA,110,1,NA,NA,NA,NA,2021-06-03,2021-06-08,197,202,NA,4.29,0,0.1,2,20,80,100,2021-06-18,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,10,14,18,22,26,30,NA,604.4,0,0,30,20.1
BOKU,Boku_FHB,2021,Tulln,2,3754,21,12,NA,TS003,2020-11-18,NA,115,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,7.29,0.5,10,40,70,100,100,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,1004.5,0,0,30,33.5
BOKU,Boku_FHB,2021,Tulln,2,3755,20,12,NA,TS148,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,4.29,0.1,1,10,60,80,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,764.9,0,0,30,25.5
BOKU,Boku_FHB,2021,Tulln,2,3756,19,12,NA,TS228,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,9,1,10,30,60,80,90,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,849,0,0,30,28.3
BOKU,Boku_FHB,2021,Tulln,2,3757,19,13,NA,TS227,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,8.57,3,15,50,70,90,100,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,1027,0,0,30,34.2
BOKU,Boku_FHB,2021,Tulln,2,3758,20,13,NA,TS153,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,9,0.1,3,15,70,80,90,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,822.9,0,0,30,27.4
BOKU,Boku_FHB,2021,Tulln,2,3759,21,13,NA,TS192,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,4.29,0.1,2,10,60,70,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,748.9,0,0,30,25
BOKU,Boku_FHB,2021,Tulln,2,3760,22,13,NA,TS040,2020-11-18,NA,100,1,NA,NA,NA,NA,2021-06-03,2021-06-08,197,202,NA,7.71,0.1,0.1,10,20,90,100,2021-06-18,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,10,14,18,22,26,30,NA,661.3,0,0,30,22
BOKU,Boku_FHB,2021,Tulln,2,3761,23,13,NA,TS058,2020-11-18,NA,115,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,6.86,0,0.5,3,20,70,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,548,0,0,30,18.3
BOKU,Boku_FHB,2021,Tulln,2,3762,24,13,NA,TS150,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,9,10,15,80,90,100,100,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,1270,0,0,30,42.3
BOKU,Boku_FHB,2021,Tulln,2,3763,25,13,NA,TS142,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,9,2,15,60,70,80,90,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,978,0,0,30,32.6
BOKU,Boku_FHB,2021,Tulln,2,3764,26,13,NA,TS048,2020-11-18,NA,110,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,2.57,0.1,0.5,0.5,20,70,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,543.9,0,0,30,18.1
BOKU,Boku_FHB,2021,Tulln,2,3765,27,13,NA,TS096,2020-11-18,NA,115,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,6.86,0.1,2,10,60,90,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,828.9,0,0,30,27.6
BOKU,Boku_FHB,2021,Tulln,2,3766,28,13,NA,TS158,2020-11-18,NA,115,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,4.29,0.5,1,15,60,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,838.5,0,0,30,28
BOKU,Boku_FHB,2021,Tulln,2,3767,29,13,NA,TS059,2020-11-18,NA,105,1,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,7.29,0.1,5,30,80,100,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,1000.9,0,0,30,33.4
BOKU,Boku_FHB,2021,Tulln,2,3768,30,13,NA,TS024,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,4.71,0.1,5,20,70,80,90,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,840.9,0,0,30,28
BOKU,Boku_FHB,2021,Tulln,2,3769,31,13,NA,TS122,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,4.71,0,5,20,80,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,940,0,0,30,31.3
BOKU,Boku_FHB,2021,Tulln,2,3770,32,13,NA,TS170,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-13,2021-06-18,207,212,NA,9,3,15,40,70,80,100,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,2021-07-18,10,14,18,22,26,30,NA,967,0,0,30,32.2
BOKU,Boku_FHB,2021,Tulln,2,3771,33,13,NA,TS111,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,7.71,0.1,5,20,60,80,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,820.9,0,0,30,27.4
BOKU,Boku_FHB,2021,Tulln,2,3772,34,13,NA,TS034,2020-11-18,NA,100,1,NA,NA,NA,NA,2021-06-01,2021-06-06,195,200,NA,4.29,0.1,0.5,20,80,100,100,2021-06-16,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,10,14,18,22,26,30,NA,962.9,0,0,30,32.1
BOKU,Boku_FHB,2021,Tulln,2,3773,35,13,NA,TS010,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,3.43,0.1,0.5,5,30,60,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,572.9,0,0,30,19.1
BOKU,Boku_FHB,2021,Tulln,2,3774,36,13,NA,TS166,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,5.14,0.1,3,10,50,70,80,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,672.9,0,0,30,22.4
BOKU,Boku_FHB,2021,Tulln,2,3775,36,14,NA,TS210,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,7.29,1,10,25,50,70,80,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,739,0,0,30,24.6
BOKU,Boku_FHB,2021,Tulln,2,3776,35,14,NA,TS121,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,2.14,1,30,80,100,100,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,1289,0,0,30,43
BOKU,Boku_FHB,2021,Tulln,2,3777,34,14,NA,TS136,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,6.86,0.5,5,30,80,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,964.5,0,0,30,32.2
BOKU,Boku_FHB,2021,Tulln,2,3778,33,14,NA,TS132,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,6.86,0.1,5,50,90,100,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,1080.9,0,0,30,36
BOKU,Boku_FHB,2021,Tulln,2,3779,32,14,NA,TS164,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,4.71,0.5,10,60,80,90,100,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,1044.5,0,0,30,34.8
BOKU,Boku_FHB,2021,Tulln,2,3780,31,14,NA,TS073,2020-11-18,NA,100,1,NA,NA,NA,NA,2021-06-03,2021-06-08,197,202,NA,2.14,0.1,0.1,0.5,3,50,80,2021-06-18,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,10,14,18,22,26,30,NA,374.3,0,0,30,12.5
BOKU,Boku_FHB,2021,Tulln,2,3781,30,14,NA,TS175,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,8.57,0.1,2,10,60,80,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,788.9,0,0,30,26.3
BOKU,Boku_FHB,2021,Tulln,2,3782,29,14,NA,TS191,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-13,2021-06-18,207,212,NA,9,5,20,40,70,100,100,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,2021-07-18,10,14,18,22,26,30,NA,1085,0,0,30,36.2
BOKU,Boku_FHB,2021,Tulln,2,3783,28,14,NA,TS225,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,0.86,0.5,1,15,90,100,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,998.5,0,0,30,33.3
BOKU,Boku_FHB,2021,Tulln,2,3784,27,14,NA,TS193,2020-11-18,NA,110,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,3.86,0.5,1,15,70,80,90,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,818.5,0,0,30,27.3
BOKU,Boku_FHB,2021,Tulln,2,3785,26,14,NA,TS006,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,6.43,1,10,20,90,90,100,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,1009,0,0,30,33.6
BOKU,Boku_FHB,2021,Tulln,2,3786,25,14,NA,TS169,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,7.29,0.1,1,10,70,80,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,824.9,0,0,30,27.5
BOKU,Boku_FHB,2021,Tulln,2,3787,24,14,NA,TS042,2020-11-18,NA,105,1,NA,NA,NA,NA,2021-06-03,2021-06-08,197,202,NA,4.29,0.1,0.1,1,10,70,80,2021-06-18,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,10,14,18,22,26,30,NA,483.3,0,0,30,16.1
BOKU,Boku_FHB,2021,Tulln,2,3788,23,14,NA,TS007,2020-11-18,NA,120,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,4.29,0,0.1,0.5,20,60,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,501.4,0,0,30,16.7
BOKU,Boku_FHB,2021,Tulln,2,3789,22,14,NA,TS177,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,9,0.5,2,10,20,60,80,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,512.5,0,0,30,17.1
BOKU,Boku_FHB,2021,Tulln,2,3790,21,14,NA,TS011,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,8.14,0,1,10,60,70,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,724,0,0,30,24.1
BOKU,Boku_FHB,2021,Tulln,2,3791,20,14,NA,TS070,2020-11-18,NA,105,1,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,7.71,0.5,3,60,90,100,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,1096.5,0,0,30,36.6
BOKU,Boku_FHB,2021,Tulln,2,3792,19,14,NA,TS176,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,3.86,0.1,2,20,80,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,928.9,0,0,30,31
BOKU,Boku_FHB,2021,Tulln,2,3793,19,15,NA,TS190,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,7.71,0.5,3,10,25,70,90,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,596.5,0,0,30,19.9
BOKU,Boku_FHB,2021,Tulln,2,3794,20,15,NA,TS097,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,9,1,10,15,50,80,100,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,799,0,0,30,26.6
BOKU,Boku_FHB,2021,Tulln,2,3795,21,15,NA,TS168,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,0.86,0.1,0.5,2,20,60,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,506.9,0,0,30,16.9
BOKU,Boku_FHB,2021,Tulln,2,3796,22,15,NA,TS062,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,6,0.1,1,2,50,70,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,668.9,0,0,30,22.3
BOKU,Boku_FHB,2021,Tulln,2,3797,23,15,NA,TS202,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,9,2,10,30,70,90,90,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,938,0,0,30,31.3
BOKU,Boku_FHB,2021,Tulln,2,3798,24,15,NA,TS208,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,8.14,0.5,5,15,80,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,934.5,0,0,30,31.2
BOKU,Boku_FHB,2021,Tulln,2,3799,25,15,NA,TS207,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,8.57,2,10,30,70,90,100,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,958,0,0,30,31.9
BOKU,Boku_FHB,2021,Tulln,2,3800,26,15,NA,TS043,2020-11-18,NA,105,1,NA,NA,NA,NA,2021-06-01,2021-06-06,195,200,NA,3.43,0.5,2,10,60,100,100,2021-06-16,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,10,14,18,22,26,30,NA,872.5,0,0,30,29.1
BOKU,Boku_FHB,2021,Tulln,2,3801,27,15,NA,TS178,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,3.43,0.5,1,15,60,90,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,838.5,0,0,30,28
BOKU,Boku_FHB,2021,Tulln,2,3802,28,15,NA,TS172,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,1.29,0.1,0.5,5,50,70,90,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,672.9,0,0,30,22.4
BOKU,Boku_FHB,2021,Tulln,2,3803,29,15,NA,TS076,2020-11-18,NA,90,1,NA,NA,NA,NA,2021-06-01,2021-06-06,195,200,NA,3.86,1,2,5,15,70,90,2021-06-16,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,10,14,18,22,26,30,NA,547,0,0,30,18.2
BOKU,Boku_FHB,2021,Tulln,2,3804,30,15,NA,TS005,2020-11-18,NA,110,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,5.57,0.1,1,15,70,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,874.9,0,0,30,29.2
BOKU,Boku_FHB,2021,Tulln,2,3805,31,15,NA,TS139,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,9,0.5,10,25,60,80,100,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,854.5,0,0,30,28.5
BOKU,Boku_FHB,2021,Tulln,2,3806,32,15,NA,TS213,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,9,1,5,20,70,80,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,869,0,0,30,29
BOKU,Boku_FHB,2021,Tulln,2,3807,33,15,NA,TS217,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,6.86,0.5,10,25,80,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,974.5,0,0,30,32.5
BOKU,Boku_FHB,2021,Tulln,2,3808,34,15,NA,TS135,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-11,2021-06-16,205,210,NA,9,3,15,70,80,90,100,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,2021-07-16,10,14,18,22,26,30,NA,1107,0,0,30,36.9
BOKU,Boku_FHB,2021,Tulln,2,3809,35,15,NA,TS056,2020-11-18,NA,100,1,NA,NA,NA,NA,2021-06-01,2021-06-06,195,200,NA,4.71,0.5,1,5,60,100,100,2021-06-16,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,10,14,18,22,26,30,NA,858.5,0,0,30,28.6
BOKU,Boku_FHB,2021,Tulln,2,3810,36,15,NA,TS030,2020-11-18,NA,90,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,6.43,1,5,25,70,90,90,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,899,0,0,30,30
BOKU,Boku_FHB,2021,Tulln,2,3811,36,16,NA,TS002,2020-11-18,NA,130,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,4.71,0.1,3,40,80,90,100,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,972.9,0,0,30,32.4
BOKU,Boku_FHB,2021,Tulln,2,3812,35,16,NA,TS224,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-07,2021-06-12,201,206,NA,6.86,1,10,20,80,90,100,2021-06-22,2021-06-26,2021-06-30,2021-07-04,2021-07-08,2021-07-12,10,14,18,22,26,30,NA,969,0,0,30,32.3
BOKU,Boku_FHB,2021,Tulln,2,3813,34,16,NA,TS195,2020-11-18,NA,100,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,8.57,1,10,60,80,90,90,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,1029,0,0,30,34.3
BOKU,Boku_FHB,2021,Tulln,2,3814,33,16,NA,TS179,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-05,2021-06-10,199,204,NA,6.86,0.1,2,50,70,100,100,2021-06-20,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,10,14,18,22,26,30,NA,988.9,0,0,30,33
BOKU,Boku_FHB,2021,Tulln,2,3815,32,16,NA,TS174,2020-11-18,NA,105,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,9,0.5,5,50,60,80,90,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,864.5,0,0,30,28.8
BOKU,Boku_FHB,2021,Tulln,2,3816,31,16,NA,TS116,2020-11-18,NA,95,0,NA,NA,NA,NA,2021-06-09,2021-06-14,203,208,NA,8.57,0.5,5,60,80,90,100,2021-06-24,2021-06-28,2021-07-02,2021-07-06,2021-07-10,2021-07-14,10,14,18,22,26,30,NA,1024.5,0,0,30,34.2
