Trait,Scheme,EID,n,rmseFm1,rmseFm2,rmseFm3
TCH,0/31,Porvenir_2021,155,5.879706886182018,5.872916229590337,5.863529248822444
TCH,0/31,Taula_2018,155,14.6757606233922,14.679683680979208,14.232420431469967
TCH,0/31,Taula_2019,155,12.996241799853903,13.034487041253715,12.888442103852157
TCH,12/0,Balsora_2016,155,29.326508507207002,28.71091977612557,29.742878742530202
TCH,12/0,Balsora_2017,155,23.954556513191214,23.69223432000426,23.457857853248594
TCH,12/0,Porvenir_2020,155,14.989785281439033,15.197910704996584,13.548158976745539
TCH,12/0,Porvenir_2021,155,11.654161564558166,11.716418543496518,8.957256082160026
TCH,12/0,Taula_2018,155,16.692977758375935,16.604952277902353,15.323688742164704
TCH,12/0,Taula_2019,155,15.34379002967002,15.210039278451726,13.745391387216234
TCH,12/12,Balsora_2016,155,27.511406535020562,27.467734361396104,27.979844751248066
TCH,12/12,Balsora_2017,155,24.030363381129977,23.969391267245108,23.825037772475508
TCH,12/12,Porvenir_2020,155,13.426156009421039,13.417507902935114,13.40475392151591
TCH,12/12,Porvenir_2021,155,8.792143673844718,8.849435691055422,8.197174687240597
TCH,12/12,Taula_2018,155,15.217298630001928,15.196905140313113,14.806619983029538
TCH,12/12,Taula_2019,155,13.217103516477684,13.351389320205426,13.047015384638575
TCH,12/16,Balsora_2016,155,27.88921106329548,27.694956842945274,28.116440326717253
TCH,12/16,Balsora_2017,155,23.673000931695594,23.464221194536755,23.453104597814804
TCH,12/16,Porvenir_2020,155,13.397672819293845,13.36553437902973,13.162663340556637
TCH,12/16,Porvenir_2021,155,9.049625309270214,9.089444643049609,8.394004221377743
TCH,12/16,Taula_2018,155,15.293546135736818,15.230095771979174,14.629163398817761
TCH,12/16,Taula_2019,155,13.008980173398252,12.932085174765993,12.611639275908693
TCH,12/19,Balsora_2016,155,27.532384693011597,27.456879174090467,28.21762925272722
TCH,12/19,Balsora_2017,155,24.01175617629541,23.937997136547935,23.854819924496045
TCH,12/19,Porvenir_2020,155,13.362828563682513,13.280065087734807,13.189886963520607
TCH,12/19,Porvenir_2021,155,8.628318299935811,8.671661009294143,8.247318088426141
TCH,12/19,Taula_2018,155,15.227546756880388,15.214838483823257,15.032668828835714
TCH,12/19,Taula_2019,155,12.914369041562072,12.848927523403521,12.506702988864369
TCH,12/4,Balsora_2016,155,29.66471019367827,29.464536434170242,29.457707445830827
TCH,12/4,Balsora_2017,155,24.038721587994345,24.13211422844507,23.380111414504974
TCH,12/4,Porvenir_2020,155,13.778317347369198,13.619837104532252,12.952480990400883
TCH,12/4,Porvenir_2021,155,9.67388060802591,9.700965863783898,8.387770513144346
TCH,12/4,Taula_2018,155,15.659446338402455,15.545918922788697,15.129155463607697
TCH,12/4,Taula_2019,155,13.147426604941659,13.154857352327458,12.724813237234706
TCH,12/8,Balsora_2016,155,27.826954077749736,27.70177316814861,28.670456220980938
TCH,12/8,Balsora_2017,155,23.992494065321946,24.00268278052048,23.626279816251174
TCH,12/8,Porvenir_2020,155,13.38405623912891,13.43722394790234,13.218151455006668
TCH,12/8,Porvenir_2021,155,8.687068435061192,8.835280011797646,7.833842767309858
TCH,12/8,Taula_2018,155,15.43104304539836,15.522706960771208,15.32867056566925
TCH,12/8,Taula_2019,155,13.474846950697302,13.331110018139862,12.951611378257278
TCH,16/0,Balsora_2016,155,27.32341880616135,27.192048861949512,27.571560135504185
TCH,16/0,Balsora_2017,155,23.627968135737003,23.124101519590916,22.67177253309713
TCH,16/0,Porvenir_2020,155,15.779825978871623,15.652507235511465,14.135830732670627
TCH,16/0,Porvenir_2021,155,12.009293301291738,11.808641107038465,9.054283983180637
TCH,16/0,Taula_2018,155,16.365146212727307,16.233291518638254,15.082923549246903
TCH,16/0,Taula_2019,155,15.111284693495213,14.686811812611532,13.235072373491182
TCH,16/12,Balsora_2016,155,27.218605219309147,27.016625520074143,27.55726952199997
TCH,16/12,Balsora_2017,155,23.24545019994777,22.687479310979146,22.795356179502402
TCH,16/12,Porvenir_2020,155,14.338699371985024,14.252176673760342,13.825831644326302
TCH,16/12,Porvenir_2021,155,10.155767272882079,10.064890819092026,9.24730787963658
TCH,16/12,Taula_2018,155,15.426196825299884,15.384122439227024,14.67521100051015
TCH,16/12,Taula_2019,155,13.539726506266788,13.263159613277544,12.8253487469344
TCH,16/15,Balsora_2016,155,27.23869333455737,26.886223934412264,27.35854891227026
