Available,h2,Y.approach,Reps,phen.Value,inte.Value,a.Value,b.Value
all,1,AUDPC,2,0.906627580161963,0.9037836746957075,-0.7243940761484997,0.1586255464937533
all,1,Angle,2,0.5607345991965881,0.4415808105567763,-0.39560073280744495,-0.4899268114341762
all,1,GDD50,2,0.7240398498939543,-0.9063502858523473,0.7266746191469465,-0.07737205508123156
all,1,FHB_1,2,0.9347392065426436,0.8606177053157068,-0.6923025500522824,0.018159678079039655
all,0.8,AUDPC,2,0.712359319134955,0.8403468965522801,-0.6627301253582266,0.13855768777585994
all,0.8,Angle,2,0.6131435360873974,0.4788329293920655,-0.42336888354114754,-0.4406124469411896
all,0.8,GDD50,2,0.5925676804581546,-0.8307596999391915,0.6600572794623664,-0.04452300171884616
all,0.8,FHB_1,2,0.7015848393785511,0.8013730523420348,-0.6451860318449625,0.01753197420596529
all,0.5,AUDPC,2,0.3962803749372621,0.7191106355074803,-0.5721447898744243,0.15893903988260344
all,0.5,Angle,2,0.4426937569561736,0.3998643509102652,-0.36383626887214426,-0.42184563895965554
all,0.5,GDD50,2,0.3989974775395472,-0.7294036649002724,0.5885217751592375,-0.05820620352168571
all,0.5,FHB_1,2,0.3546075726745915,0.7079014619238722,-0.5603608328173372,0.059304543680405886
all,0.2,AUDPC,2,0.2212016940699918,0.5556545762753923,-0.4417845293348568,0.13274161716031327
all,0.2,Angle,2,0.0696574722565087,0.2533015138132966,-0.22010574932326638,-0.3336151952585449
all,0.2,GDD50,2,0.19031251841241195,-0.5423567412446841,0.41812853820716744,-0.08571623022677453
all,0.2,FHB_1,2,0.19446701754653326,0.5552385014199458,-0.43206693675999147,0.05862405445362756
firsts,1,AUDPC,2,0.9685225013910813,0.7636921816774572,-0.5841580025101162,0.4921794886828764
firsts,1,Angle,2,0.9502565824693326,0.8453021297446677,-0.6540012098224638,0.23508306080920024
firsts,1,GDD50,2,0.7594754857794082,-0.5463421814432416,0.4263050511724218,-0.2575443912557534
firsts,1,FHB_1,2,0.986447470358996,0.8520568217682793,-0.6621564745148407,0.2804407788857134
firsts,0.8,AUDPC,2,0.7300465844785536,0.7511974760991852,-0.5689653386592891,0.39646476086510146
firsts,0.8,Angle,2,0.6543370645110639,0.8097228809047602,-0.6255343607702448,0.112191708508019
firsts,0.8,GDD50,2,0.3638650252709898,-0.6635330262252843,0.5121596972748622,-0.17896227488523184
firsts,0.8,FHB_1,2,0.680023955000983,0.8071461437337154,-0.6385419587733482,0.20146854647468498
firsts,0.5,AUDPC,2,0.3836087913378754,0.6705526362095954,-0.5071313739577662,0.3215952079297028
firsts,0.5,Angle,2,0.34982722109280856,0.6926293002712227,-0.5584307086753084,0.017159218017050504
firsts,0.5,GDD50,2,0.14746643133302872,-0.4701420003726116,0.38124929222965764,-0.2073025260061515
firsts,0.5,FHB_1,2,0.3733801434647184,0.7183790784188526,-0.5563278673809254,0.16346291443645847
firsts,0.2,AUDPC,2,0.21650959634476244,0.5666231578202471,-0.41863715649398137,0.18421380315494787
firsts,0.2,Angle,2,0.11865415840808675,0.40774152961402715,-0.3603830817756425,-0.15324109316238263
firsts,0.2,GDD50,2,0.16300779211822344,-0.5217310755636634,0.40946209857065263,-0.11509097125221099
firsts,0.2,FHB_1,2,0.210236389173668,0.569486244635772,-0.4608677904327736,0.12818270597599618
mids,1,AUDPC,2,0.8978415068023149,0.8876428148968116,-0.7106213463547648,0.18117363106633602
mids,1,Angle,2,0.8125074471447105,0.6866359285607759,-0.5905085174242383,-0.2903637991105551
mids,1,GDD50,2,0.5710978371573999,-0.6369180484343386,0.5134552108810625,-0.09446449627295275
mids,1,FHB_1,2,0.9345224648780003,0.8575802619946804,-0.6835622084315658,0.019882232543666882
mids,0.8,AUDPC,2,0.6853860650534006,0.8388557077698202,-0.6708106059571627,0.15703449237225398
mids,0.8,Angle,2,0.6755341123836265,0.6822345652334654,-0.5611167075586438,-0.2537634064836718
mids,0.8,GDD50,2,0.6183435066176837,-0.7737168656736189,0.6266459653091951,-0.07344002319721687
