Available,h2,Y.approach,Reps,phen.Value,inte.Value,a.Value,b.Value
all,1,AUDPC,27,0.9055993390866112,0.9027703461601585,-0.7226231195111029,0.16510890384563856
all,1,Angle,27,0.5598714847670427,0.4721563389186567,-0.4237952433080446,-0.45247385930363915
all,1,GDD50,27,0.7282638337245221,-0.8975768413522213,0.7229006116591367,-0.08319246927939752
all,1,FHB_1,27,0.9342543594083632,0.8616587209242856,-0.6912035817820209,0.01903791925969863
all,0.8,AUDPC,27,0.7035832182008245,0.8290771489868886,-0.6621542308590876,0.15626081735379638
all,0.8,Angle,27,0.6167681284334087,0.46295918719681345,-0.4056020034412443,-0.47184829779587867
all,0.8,GDD50,27,0.6166347840337927,-0.8443312712727818,0.6819917871397686,-0.047531732555442914
all,0.8,FHB_1,27,0.7009309476720592,0.805226598358344,-0.6481162568719981,0.010796375565294551
all,0.5,AUDPC,27,0.36763435425324065,0.7146944940422673,-0.5670558336707974,0.1406986043662782
all,0.5,Angle,27,0.4267830824644011,0.40124445904922146,-0.36260152373917315,-0.43850952226339296
all,0.5,GDD50,27,0.3992093306781985,-0.7171890458315574,0.5898945376898141,-0.06040736142588578
all,0.5,FHB_1,27,0.36884276659756715,0.6999184212689125,-0.5597909745227866,0.0690642857863862
all,0.2,AUDPC,27,0.22240393242624112,0.5637593229756976,-0.4383093647806077,0.12652148755645923
all,0.2,Angle,27,0.05611801792001567,0.2623320140353874,-0.23857102971195362,-0.3293155352372052
all,0.2,GDD50,27,0.20656320856345767,-0.5433163720213783,0.44306340894496143,-0.08669297058675654
all,0.2,FHB_1,27,0.2362792532080433,0.5656312952266866,-0.4549562861366602,0.05993962775052403
firsts,1,AUDPC,27,0.9645859747091554,0.7617446250221648,-0.5809188718829089,0.4912919212603664
firsts,1,Angle,27,0.9505083666788454,0.8494227448372624,-0.6528109771113874,0.23700748325505716
firsts,1,GDD50,27,0.740525733941236,-0.5465743205745185,0.4179412804837461,-0.2681715820677934
firsts,1,FHB_1,27,0.9858963227212305,0.8529741622988787,-0.6644841072128097,0.2821215680553961
firsts,0.8,AUDPC,27,0.7154827325333616,0.746980662497486,-0.5726517107729314,0.41464044146003215
firsts,0.8,Angle,27,0.6388110137494779,0.8040736338382242,-0.6312476481561383,0.14061813676359602
firsts,0.8,GDD50,27,0.3626146568626087,-0.6525718879497595,0.5135779727122066,-0.20009505068247724
firsts,0.8,FHB_1,27,0.6918823999529521,0.8195833490864223,-0.6422166987029968,0.2098071203405774
firsts,0.5,AUDPC,27,0.41729889702645556,0.6777092785778035,-0.5318972214069384,0.3337002986031913
firsts,0.5,Angle,27,0.3443690383107739,0.6836894704600648,-0.5536131048830708,0.006699021550739844
firsts,0.5,GDD50,27,0.16832247605897316,-0.5159781582176058,0.40763518443504915,-0.2292220682010344
firsts,0.5,FHB_1,27,0.35722724700571634,0.7070304536187627,-0.5506148415682434,0.15301807504149542
firsts,0.2,AUDPC,27,0.23403758943752814,0.554302274731896,-0.43148647620963076,0.19219846788866438
firsts,0.2,Angle,27,0.12526747362972404,0.4217988109073477,-0.35806810378740406,-0.15811896478359683
firsts,0.2,GDD50,27,0.13075784175473998,-0.4942928543585591,0.38476857335488734,-0.12997029341453287
firsts,0.2,FHB_1,27,0.22308016853364454,0.555811210275994,-0.42713963325608006,0.0935470113389269
mids,1,AUDPC,27,0.901416733923715,0.8904303756007022,-0.7055414772740018,0.1802172486415897
mids,1,Angle,27,0.8117105188135714,0.6899869474274173,-0.582199599601382,-0.2870690413505117
mids,1,GDD50,27,0.5218898527778665,-0.6186004342413078,0.5045837597107622,-0.08755941897223268
mids,1,FHB_1,27,0.9342123503112744,0.859268108335906,-0.6919412308554149,0.019205903577732022
mids,0.8,AUDPC,27,0.6678296073670457,0.8241962327219938,-0.6572208449840625,0.14477216978177598
mids,0.8,Angle,27,0.6860914697704175,0.6844461709812565,-0.5658673405775873,-0.24672593845928462
mids,0.8,GDD50,27,0.555012143183117,-0.6527912201558549,0.5312505188231582,-0.0857774899616658
mids,0.8,FHB_1,27,0.7032248542212522,0.8032067416493688,-0.6396266595600295,0.004645844251397124
mids,0.5,AUDPC,27,0.35887566884138156,0.7067699068662924,-0.5568507218862503,0.17226667822000408
mids,0.5,Angle,27,0.38173022693775244,0.537901334376875,-0.474260850779334,-0.2575481320158538
mids,0.5,GDD50,27,0.39342144506671234,-0.7055267153725931,0.5691688024807203,-0.050042773623286074
mids,0.5,FHB_1,27,0.39899543010542704,0.7130218047313849,-0.5711893047442043,0.06547889540402699
mids,0.2,AUDPC,27,0.19901509683586113,0.5516110292991114,-0.4311554028803733,0.12448539784734106
mids,0.2,Angle,27,0.0503497202578082,0.2872335882179363,-0.2554107542094734,-0.27659290411450066
mids,0.2,GDD50,27,0.13820830293334493,-0.3657416840154434,0.2829004636220628,-0.09369357323053824
mids,0.2,FHB_1,27,0.14617067423988772,0.5323519869360226,-0.4285797802552272,0.05262507227605665
evens,1,AUDPC,27,0.9084493240193551,0.9009442890670116,-0.7217564248495628,0.179783525721798
evens,1,Angle,27,0.603348252385153,0.46462695387122366,-0.41897228258212216,-0.48421239633697066
evens,1,GDD50,27,0.7373292613343373,-0.8991643582124837,0.7173781969067451,-0.07866178227224815
evens,1,FHB_1,27,0.9345053209031212,0.8621412103526324,-0.6914039757988945,0.023884686074046653
evens,0.8,AUDPC,27,0.7146727105673191,0.8367724565513576,-0.6700845577453834,0.1525552033936019
evens,0.8,Angle,27,0.5937777860045874,0.4719892289835391,-0.41512176030335596,-0.45327729418175194
evens,0.8,GDD50,27,0.6239839512265348,-0.8407629393649345,0.6788707780674039,-0.059512490674035814
evens,0.8,FHB_1,27,0.7214682711486539,0.8169105567469742,-0.6601238285700552,0.015304387302719697
evens,0.5,AUDPC,27,0.35933162366964,0.7009124601119673,-0.5657191958755824,0.15426057003438312
evens,0.5,Angle,27,0.4351383112713728,0.41615259284804557,-0.3692261613452119,-0.4224082689971018
evens,0.5,GDD50,27,0.3883664163376847,-0.7167365788864298,0.5750493280753199,-0.0655117079051963
evens,0.5,FHB_1,27,0.35050666581193496,0.7069586081519005,-0.575247746565058,0.04774589683886985
evens,0.2,AUDPC,27,0.2158110073872912,0.5479440257673031,-0.4533915996768855,0.13249307854274225
evens,0.2,Angle,27,0.07041399397120915,0.2519463638435589,-0.212652916332603,-0.3094738981273644
evens,0.2,GDD50,27,0.18316335206054354,-0.5406241888477684,0.4277234861146339,-0.07956815869006076
evens,0.2,FHB_1,27,0.17777634316616678,0.5580984798361124,-0.4298875384156943,0.06578622779287951
odds,1,AUDPC,27,0.9188094912645335,0.881407928901062,-0.6970194057664512,0.25602633797946256
odds,1,Angle,27,0.8110585688958484,0.692265428019892,-0.5852651570439836,-0.3012404135671286
odds,1,GDD50,27,0.6195715705564049,-0.7491842764177638,0.605314292777998,-0.10177684738611052
odds,1,FHB_1,27,0.984311246254362,0.8507845269252226,-0.6614048190803801,0.27875845089198553
odds,0.8,AUDPC,27,0.7150069053348974,0.8304514004221096,-0.6649525040552001,0.22829780483088907
odds,0.8,Angle,27,0.6718988652672157,0.6786652082688029,-0.5600578299541886,-0.2697485655181193
odds,0.8,GDD50,27,0.5502659752915896,-0.6751347235433823,0.543410379309076,-0.0919159230917101
odds,0.8,FHB_1,27,0.6921898339804398,0.8114459098807615,-0.6434516699734278,0.19561350634973756
odds,0.5,AUDPC,27,0.37628711040181634,0.7049150052250344,-0.5701713545653595,0.221455934162431
odds,0.5,Angle,27,0.39788774418573836,0.531926577984878,-0.45693941481511935,-0.2744043682034025
odds,0.5,GDD50,27,0.39996908792826624,-0.6841066430542663,0.5557617651916725,-0.06139672739755244
odds,0.5,FHB_1,27,0.3715727967603415,0.712254847029261,-0.5472250535363601,0.14217486413224983
odds,0.2,AUDPC,27,0.23759140866327805,0.5854740988932968,-0.43744693571466414,0.15425132495279384
odds,0.2,Angle,27,0.061844928161469644,0.2990358217849912,-0.24442006134741914,-0.2824698187917888
odds,0.2,GDD50,27,0.13252358012012122,-0.40574233165234963,0.3206705127489012,-0.07329605899070796
odds,0.2,FHB_1,27,0.20600345714939036,0.5547679544383777,-0.45739511020548934,0.10125441274284666
limits,1,AUDPC,27,0.8260101160605938,0.8133820982916703,-0.6474779005873768,0.32083978350462117
limits,1,Angle,27,0.6082379115851375,0.4778442946426592,-0.4263682275927298,-0.4793862393068737
limits,1,GDD50,27,0.4717617887090309,-0.7452748109883901,0.6030523677325618,-0.15237759441717752
limits,1,FHB_1,27,0.882762767175808,0.7278099983198649,-0.5469286742715807,0.501971831046437
limits,0.8,AUDPC,27,0.6900092302388293,0.8146225528672689,-0.6329644129421799,0.21573189349214766
limits,0.8,Angle,27,0.6007445622729229,0.4918617673918474,-0.4285255870243919,-0.4388269553054761
limits,0.8,GDD50,27,0.4861427545446648,-0.7687271170409584,0.6213037563982298,-0.08656280171166973
limits,0.8,FHB_1,27,0.690712969010307,0.7477140219107927,-0.5770439723837257,0.39557161475692226
limits,0.5,AUDPC,27,0.3825382958405651,0.7200773340203626,-0.5593627285730607,0.17951595936904421
limits,0.5,Angle,27,0.41555282362293355,0.4217346251351541,-0.36120393993541067,-0.4275676755008048
limits,0.5,GDD50,27,0.37715487364924277,-0.6889799981465358,0.5643883531398913,-0.05365576735746073
limits,0.5,FHB_1,27,0.38194111334020636,0.6917840351589799,-0.5485922774129974,0.2682841297467895
limits,0.2,AUDPC,27,0.2227222559195143,0.5569912691722451,-0.44109749653839797,0.1492663863091612
limits,0.2,Angle,27,0.10638925905731363,0.2560484597625222,-0.2412166090828437,-0.33356392000077295
limits,0.2,GDD50,27,0.158286402806163,-0.4479212396204311,0.3617270081170809,-0.10868066873126309
limits,0.2,FHB_1,27,0.24681814398977595,0.5657235368682657,-0.45176166906295423,0.16723428045419805
pair1,1,AUDPC,27,0.8558041165780662,0.8606539443015458,-0.6879578786276785,0.28308552879689963
pair1,1,Angle,27,0.7999592103711787,0.6849726123119074,-0.5850814852206414,-0.27661770009740033
pair1,1,GDD50,27,0.3989311251800305,-0.706994561080194,0.5629075413350813,-0.06840742262569777
pair1,1,FHB_1,27,0.7447078073392202,0.721021418330378,-0.6145244194151428,-0.24854025124387633
pair1,0.8,AUDPC,27,0.7026140327607076,0.8219178004210937,-0.6570761570790015,0.24971464168192967
pair1,0.8,Angle,27,0.6771681687425227,0.6794937535832307,-0.580848785999167,-0.24488954662878556
pair1,0.8,GDD50,27,0.41217324783349807,-0.36318143738952274,0.30665168849790186,-0.08724237297853207
pair1,0.8,FHB_1,27,0.6486335705944194,0.7502199260265742,-0.6241074853366115,-0.15661916899050876
pair1,0.5,AUDPC,27,0.4029782803356688,0.7164685405117184,-0.5707834079847076,0.2105753087482772
pair1,0.5,Angle,27,0.40671202597114103,0.5645291649951054,-0.47111452631646167,-0.2813316661902895
pair1,0.5,GDD50,27,0.3686543169775945,-0.6530847612232897,0.5320583714755673,-0.07146791141527019
pair1,0.5,FHB_1,27,0.41045283274407257,0.669909877485884,-0.5509815093224877,-0.08135133836340018
pair1,0.2,AUDPC,27,0.217834412128778,0.5590506662638015,-0.4368260466891526,0.1289077669723516
pair1,0.2,Angle,27,0.06002887510647948,0.2795238462196017,-0.24466937397413727,-0.27629581517869634
pair1,0.2,GDD50,27,0.13937653228432545,-0.47849619466935683,0.3979931990317371,-0.06298728177434602
pair1,0.2,FHB_1,27,0.19697808283404222,0.5468126516708524,-0.44000368047437516,0.006163961304577714
pair2,1,AUDPC,27,0.9095994223014835,0.8733612952839577,-0.6916765139701778,0.21265713030856298
pair2,1,Angle,27,0.5880583567039179,0.46597103785069627,-0.4357789472573519,-0.4537871235904119
pair2,1,GDD50,27,0.7347262494392917,-0.8603042924980585,0.6813940615007895,-0.13472172765093135
pair2,1,FHB_1,27,0.9759153343451671,0.8459718910602562,-0.6568852992141494,0.2844194213351833
pair2,0.8,AUDPC,27,0.6767650461312558,0.8296168309787848,-0.6611688125700941,0.15155418660828798
pair2,0.8,Angle,27,0.6102598331696981,0.46362907032329836,-0.42798108618084374,-0.44895345945656473
pair2,0.8,GDD50,27,0.5929278923249153,-0.8278305209040122,0.6673704691839947,-0.07497034960236469
pair2,0.8,FHB_1,27,0.7056758553065091,0.827727386956979,-0.6429243677294014,0.1881062860464141
pair2,0.5,AUDPC,27,0.38080317654237195,0.7228808224057589,-0.5704755194646935,0.12322107071487633
pair2,0.5,Angle,27,0.4148755299176779,0.42068465542828487,-0.3617826286964739,-0.4102859813674064
pair2,0.5,GDD50,27,0.39004056473454096,-0.7116360627336548,0.5813628095228454,-0.03779819276031847
pair2,0.5,FHB_1,27,0.3746313864821537,0.7219699131384912,-0.5615151384093471,0.18155110764165824
pair2,0.2,AUDPC,27,0.2011974608026914,0.5692113472208309,-0.4342919573443197,0.11154481720976013
pair2,0.2,Angle,27,0.06653855246671236,0.2465271305494327,-0.2018496370248436,-0.3423138944774525
pair2,0.2,GDD50,27,0.18499734491004283,-0.4953510736885201,0.39658589799387844,-0.09253368439013096
pair2,0.2,FHB_1,27,0.2505923084706547,0.578006361955212,-0.46360432310410976,0.08364876665381889
first,1,AUDPC,27,0.7865910780745369,0.5833277345318194,-0.4423345217864347,0.5998722136523025
first,1,Angle,27,0.6579123180462894,0.6510845191386196,-0.5005837686162087,0.5091211162220195
first,1,GDD50,27,0.10533046781643972,0.012773993908157012,5.984145865164549e-4,0.34132122017767863
first,1,FHB_1,27,0.7141739725038362,0.6090521985254603,-0.45825148508240204,0.5556297608925412
first,0.8,AUDPC,27,0.6918450917371861,0.6549005564981911,-0.4929773264978436,0.5062713246629634
first,0.8,Angle,27,0.5863898980101134,0.7193843172598017,-0.5578479096966471,0.3915950560862348
first,0.8,GDD50,27,0.08726307455809815,-0.20471416627030045,0.16933140526304935,0.02555339582682454
first,0.8,FHB_1,27,0.6345506099503013,0.6672721130862876,-0.5030969518631524,0.4785466443151362
first,0.5,AUDPC,27,0.41172072315444147,0.6269040829653866,-0.4822204118870737,0.41918443548551393
first,0.5,Angle,27,0.3616145512173732,0.692391653604221,-0.5430362509130222,0.22027410463998254
first,0.5,GDD50,27,0.24329533522362118,-0.4558830049086499,0.3535713147244714,-0.29166460175987213
first,0.5,FHB_1,27,0.3649887360880171,0.6571278359788633,-0.4999899764335925,0.35081540736683364
first,0.2,AUDPC,27,0.20877271841415387,0.5278819145523916,-0.3942410921260827,0.21896225375693837
first,0.2,Angle,27,0.14448986715490453,0.4797078009308044,-0.38716374645263657,-0.0511657901240147
first,0.2,GDD50,27,0.13194064509458148,-0.45715076161150625,0.3445317202569486,-0.17774123473577214
first,0.2,FHB_1,27,0.23193751164170234,0.558705938028678,-0.4398676475556343,0.20086072432311763
fourth,1,AUDPC,27,0.8035730989661944,0.8583931843004167,-0.6938653838635649,0.025450693783303547
fourth,1,Angle,27,0.9514676552385664,0.846665363205164,-0.6785444450180478,-0.013949773708115449
fourth,1,GDD50,27,0.8061250013070018,-0.6543101751278105,0.5267752846932183,-0.1738586653029576
fourth,1,FHB_1,27,0.9347893242622042,0.8589847453598138,-0.6879948664856492,0.01590681764112502
fourth,0.8,AUDPC,27,0.6337530478591334,0.8138621788238574,-0.664379398436033,0.06352107969218306
fourth,0.8,Angle,27,0.6801887874331158,0.7649751364244759,-0.6127303719318526,-0.06750407592873094
fourth,0.8,GDD50,27,0.4062703327434381,-0.6751227540469353,0.5355488256040297,-0.15702509705463588
fourth,0.8,FHB_1,27,0.7095526386514058,0.8137148458477462,-0.6408957087257379,0.007264976675459648
fourth,0.5,AUDPC,27,0.35489162476413444,0.7092037177181254,-0.5641572551931909,0.1627454345097048
fourth,0.5,Angle,27,0.35734225397458136,0.6430125595487461,-0.5238099604821406,-0.11172633595857603
fourth,0.5,GDD50,27,0.31694071561869475,-0.5477460285537771,0.42322466995520697,-0.15160412131798445
fourth,0.5,FHB_1,27,0.35435202797856796,0.6853137066033317,-0.5603927991507832,0.07196335172296427
fourth,0.2,AUDPC,27,0.1836278740746036,0.542533827808769,-0.4272848932626684,0.16136149990181847
fourth,0.2,Angle,27,0.09637959692968726,0.3733610640376759,-0.30317739809827604,-0.19665152363071312
fourth,0.2,GDD50,27,0.12862228220262806,-0.44544007379118267,0.35219593633203394,-0.08353550740651114
fourth,0.2,FHB_1,27,0.1887761745614987,0.5455374006382191,-0.43063005924891856,0.061928608522162545
last,1,AUDPC,27,0.3183954136254429,0.6097770393651362,-0.5476357534391674,-0.2847351754125256
last,1,Angle,27,0.6049875846890707,0.4667044942608115,-0.4282442868519538,-0.48516549134816367
last,1,GDD50,27,0.49093107687287546,-0.5232029437013493,0.4504268841621727,0.13364830342094997
last,1,FHB_1,27,0.5936249014258286,0.53321222231529,-0.4805575270716457,-0.41922499530146656
last,0.8,AUDPC,27,0.38234533302459334,0.6923979332287359,-0.5958816861062238,-0.17017929316456626
last,0.8,Angle,27,0.615033213533169,0.48291348830277603,-0.4240384830929649,-0.4589596102969687
last,0.8,GDD50,27,0.5266749152915032,-0.6461457362976846,0.5469850472690247,0.11469811307258743
last,0.8,FHB_1,27,0.6073780225810693,0.620095233069793,-0.528143127477044,-0.32601473107334356
last,0.5,AUDPC,27,0.3403617574792108,0.6822994878985592,-0.5624993329735176,-0.029143955399586953
last,0.5,Angle,27,0.4419913110585511,0.4082784584134141,-0.3570480903177499,-0.4283307380074649
last,0.5,GDD50,27,0.3939107189086528,-0.607083384293877,0.5077125504383996,0.04539203592061836
last,0.5,FHB_1,27,0.41700112858283495,0.5919635318139642,-0.5112276905368129,-0.21851875057513057
last,0.2,AUDPC,27,0.19455484794723055,0.5493523558178921,-0.44627990896231734,0.10240094737605053
