Available,h2,Y.approach,Reps,phen.Value,inte.Value,a.Value,b.Value
all,1,AUDPC,1,0.904937989038845,0.9022438731136131,-0.7259669977453551,0.1566092453547631
all,1,Angle,1,0.6046159083435119,0.469088902791043,-0.42248299386212995,-0.46986440622792874
all,1,GDD50,1,0.7162909621811515,-0.8783783044882105,0.7105191127624916,-0.08868691536966594
all,1,FHB_1,1,0.9296990676791193,0.8578662172391329,-0.6911686456110985,0.009002908613304317
all,0.8,AUDPC,1,0.712624708036007,0.8376179057213391,-0.6729088317123345,0.14581758859228952
all,0.8,Angle,1,0.6066304664648474,0.479272972390166,-0.4055097283961504,-0.45774818990702876
all,0.8,GDD50,1,0.6201876072415009,-0.8456347509354016,0.6763422015553829,-0.052741665167288655
all,0.8,FHB_1,1,0.6923221912872229,0.8061771973931013,-0.6520135898781869,0.029296220242222695
all,0.5,AUDPC,1,0.40591271923156386,0.7264059470113539,-0.5748163290542948,0.16939858373807382
all,0.5,Angle,1,0.39013138549838905,0.40044893932000364,-0.35129416766961097,-0.4287798235232316
all,0.5,GDD50,1,0.41504162377583786,-0.7312604416802394,0.5925014535734091,-0.05222811897390217
all,0.5,FHB_1,1,0.376267001104673,0.7015575985933069,-0.54935706474526,0.06894306093110471
all,0.2,AUDPC,1,0.1945216088767236,0.5490320720118529,-0.430795385327291,0.11984113476728149
all,0.2,Angle,1,0.08611763259120797,0.24690793568625843,-0.2128709698800356,-0.33873094162806827
all,0.2,GDD50,1,0.18868443509621582,-0.5323851256618847,0.42652889073275463,-0.08521038265063159
all,0.2,FHB_1,1,0.18769577348161468,0.5377802234335188,-0.4365141316263021,0.0586912088025258
firsts,1,AUDPC,1,0.9679391613212454,0.7610816522103324,-0.5816229331250503,0.4962109417621059
firsts,1,Angle,1,0.94903585152296,0.846675772885688,-0.6559195107678584,0.23372993538019188
firsts,1,GDD50,1,0.6794565281851525,-0.5334235813357411,0.4042654303859146,-0.2587849685286571
firsts,1,FHB_1,1,0.9833516757136674,0.8473212432843803,-0.6581542038585656,0.277719646058873
firsts,0.8,AUDPC,1,0.7293174755630074,0.743832618878097,-0.5860064730753589,0.4275526052261337
firsts,0.8,Angle,1,0.661314520954293,0.8072469194388191,-0.6408041551165273,0.12040627907257408
firsts,0.8,GDD50,1,0.3289434045478559,-0.6398453252952226,0.5125524401616328,-0.20336507436708792
firsts,0.8,FHB_1,1,0.6924762950956258,0.813200374814532,-0.637307691258395,0.19719312737039627
firsts,0.5,AUDPC,1,0.3876451644791024,0.6763781209564534,-0.531637215220804,0.3067467570800538
firsts,0.5,Angle,1,0.3523250202572099,0.6841744833039634,-0.5524721856680106,-0.003384321153189052
firsts,0.5,GDD50,1,0.14159114682895568,-0.4630300284979908,0.3654123760412134,-0.23869138563080905
