Available,h2,Y.approach,Reps,phen.Value,inte.Value,a.Value,b.Value
all,1,AUDPC,9,0.9031504402197692,0.9004732204233511,-0.7244287346954619,0.1535922226792038
all,1,Angle,9,0.5556243149272501,0.4563445032656812,-0.4119306403900221,-0.4659285510549336
all,1,GDD50,9,0.7332154677045161,-0.909405659777144,0.7277298602141448,-0.09042420645365024
all,1,FHB_1,9,0.9315927709098999,0.8559651620108077,-0.6905850217722511,0.020603350227772346
all,0.8,AUDPC,9,0.7216261667337998,0.8410540403475518,-0.6712651710638206,0.152026840728046
all,0.8,Angle,9,0.6091457967603969,0.49171805857782414,-0.42981111878328293,-0.4278843323147692
all,0.8,GDD50,9,0.6219236388991886,-0.8529126196186062,0.6772237786615488,-0.05804641677273883
all,0.8,FHB_1,9,0.7082503814507186,0.8050325756869146,-0.650090026415458,0.004169200386709863
all,0.5,AUDPC,9,0.40934864935889737,0.7191486997957037,-0.5731988968655585,0.1549697585301145
all,0.5,Angle,9,0.4265235613333446,0.41943397685252537,-0.3702120481762127,-0.42508218701431144
all,0.5,GDD50,9,0.3836849050356459,-0.7423004943991596,0.5871319868664506,-0.06927949730747031
all,0.5,FHB_1,9,0.37668307742607604,0.7113668764666535,-0.5701376311713431,0.060996538990673366
all,0.2,AUDPC,9,0.17848360488819834,0.539065410383457,-0.436778586113828,0.14967561644652516
all,0.2,Angle,9,0.06173998537750008,0.2505192573912114,-0.21201827294102968,-0.32267820923943175
all,0.2,GDD50,9,0.1785236189072248,-0.5376781243229066,0.4251723401993866,-0.06476475541843031
all,0.2,FHB_1,9,0.18879907287376613,0.5646627366061927,-0.4260701621040375,0.057694702596731116
firsts,1,AUDPC,9,0.9687622973099975,0.7635495848349213,-0.5812777392564223,0.49577260420912367
firsts,1,Angle,9,0.952732319173199,0.8462113159469337,-0.6583162523755939,0.2403774182877607
firsts,1,GDD50,9,0.7447797523319709,-0.5241823364727428,0.41550939749368776,-0.2722712495215091
firsts,1,FHB_1,9,0.9864739700660304,0.853595080771819,-0.6610248102801196,0.2798541416657129
firsts,0.8,AUDPC,9,0.7328007645487026,0.7445975840349084,-0.5786158877335272,0.42497268673377836
firsts,0.8,Angle,9,0.6663130780529047,0.811886611074965,-0.6343449375884037,0.1235882010971516
firsts,0.8,GDD50,9,0.3247438748068799,-0.6603377986337279,0.5164715895632941,-0.20295319716916776
firsts,0.8,FHB_1,9,0.7000755320809756,0.821598431758587,-0.6380464997998001,0.21343388049067916
firsts,0.5,AUDPC,9,0.41593158466115576,0.686658826136586,-0.5254580985507604,0.32644330791885867
firsts,0.5,Angle,9,0.32750615778605563,0.6733971376143977,-0.5546222908825151,-0.014197921235119504
firsts,0.5,GDD50,9,0.12954250647380322,-0.46765696132097617,0.3805578910329156,-0.2431627755240367
