Env,GID,trait.AUDPC,trait.Angle,trait.GDD50,trait.FHB_1
NMBU,TS012,-2377.2584968861192,-1.6823377713781156,1193.4000825757394,-11.607634392454202
NMBU,TS013,1421.3366314116865,0.6838098952994187,-133.61515070160385,5.880136244883033
NMBU,TS014,-1695.997411091812,-1.26991196423387,639.3651928579202,-8.444724797576782
NMBU,TS015,1220.427431659773,0.491224994105778,-140.6910754670389,4.807396006530325
NMBU,TS016,-2190.535106929019,-1.465765443268083,728.8360791364685,-10.479903024333908
NMBU,TS017,762.336496767588,0.6787246000585583,-359.5949683689978,4.280759293389565
NMBU,TS018,-705.0880308402702,-0.29410357995539016,403.90461785020307,-2.679843838464876
NMBU,TS019,-2092.3535914374515,-1.4763114334696184,-149.99410564114805,-10.21324758596893
NMBU,TS020,-3083.0215565497056,-2.1972969941443807,530.6238800829742,-15.288137170005939
NMBU,TS021,-2174.8858394166455,-1.309144390248548,488.16900532890577,-9.893856087048334
NMBU,TS022,1640.6978610614315,1.5412597599838591,-580.3791894320166,9.36358535774707
NMBU,TS023,3452.449951097369,3.32874336492614,-777.5064538714942,20.079073887103732
NMBU,TS024,1272.560909004882,1.166431524401105,-561.6599266963312,7.2814334998547565
NMBU,TS025,-576.0740144299343,0.3292938608556142,-701.5956969176186,-0.43331817060607136
NMBU,TS026,-1034.3995118690655,-0.4778245382062778,70.29997712059412,-4.380525880653295
NMBU,TS027,4798.957521177828,2.7050170560473816,-692.6495626835385,21.274989770350658
NMBU,TS028,932.6026153303683,0.34854283806407693,-279.76175683387555,3.56964982503996
NMBU,TS029,3933.5316182347015,2.8305725861173414,-758.6737385578454,19.675650088662223
NMBU,TS030,2788.290764471516,1.427200726794581,-352.2540826551849,11.86669531599182
NMBU,TS031,-2941.4472683453932,-2.0530044606666706,913.8470008298755,-14.4350768802542
NMBU,TS032,-4015.6195945050567,-2.552729477405137,-546.4162803823128,-18.809078828740894
NMBU,TS033,-1192.1364369504154,-0.9834188048344004,368.8111722221365,-6.194450558308745
NMBU,TS034,-2782.324875262566,-2.0399367704321776,771.3021370423958,-14.02440318716981
NMBU,TS035,-4993.976322465576,-3.273635405611003,3365.734086081735,-23.862845820778603
NMBU,TS036,-1804.896018113941,-1.1529612524900585,376.496054231422,-8.499798039614689
