Year,Env,Location,Trial,Rep,Row,Col,GID,trait.AUDPC,trait.Angle,trait.GDD50,trait.FHB_1,cov.Height,cov.Anthesis,cov.AEAR
2021,BOKU,Tulln,2021.Tulln,1,5,4,TS178,9097.30625044256,9.170961753465523,400.41833334200174,20,110,2021-06-10,1.29
2021,BOKU,Tulln,2021.Tulln,1,4,4,TS089,14287.656094410047,11.3684204891056,345.8489583366683,70,110,2021-06-12,6.43
2021,BOKU,Tulln,2021.Tulln,1,3,4,TS186,5872.751823203542,8.040628764214459,449.4211805666687,10,100,2021-06-10,0.43
2021,BOKU,Tulln,2021.Tulln,1,2,4,TS054,15802.186458820062,11.755145331855019,323.3956439509098,80,110,2021-06-04,6.86
2021,BOKU,Tulln,2021.Tulln,1,1,4,TS097,12577.85312481504,11.13112418799062,396.53697917500176,40,90,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,1,5,TS176,12665.46171934004,10.257002433981567,352.9347916700016,60,100,2021-06-12,3.86
2021,BOKU,Tulln,2021.Tulln,1,2,5,TS023,14776.576563208591,11.409379893282356,345.58169643428727,60,100,2021-06-10,6
2021,BOKU,Tulln,2021.Tulln,1,3,5,TS217,18800.889062435057,11.13112418799062,296.1767361177791,70,95,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,4,5,TS182,15166.165624915047,10.041880124490682,344.7208333400015,60,100,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,5,5,TS137,26896.692708450086,11.888354090653975,232.16006945000132,90,85,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,6,5,TS166,8983.83281293356,9.170961753465523,407.8327381042875,25,100,2021-06-10,2.57
2021,BOKU,Tulln,2021.Tulln,1,7,5,TS091,4824.804010770016,9.137727702683817,464.4536931881839,10,105,2021-06-12,4.29
2021,BOKU,Tulln,2021.Tulln,1,8,5,TS135,19166.88906246006,11.13112418799062,297.3577083400013,80,100,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,9,5,TS203,16154.769791590054,11.13112418799062,348.8024305622237,70,100,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,10,5,TS087,9126.680469240031,9.137727702683817,412.5427083366685,30,105,2021-06-12,5.14
2021,BOKU,Tulln,2021.Tulln,1,11,5,TS158,16278.228646633595,12.240326418205395,333.64843750500154,80,105,2021-06-10,3.86
2021,BOKU,Tulln,2021.Tulln,1,12,5,TS152,20736.868229135063,11.888354090653975,288.66145834000133,80,100,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,13,5,TS118,21140.21875092513,12.240326418205395,283.92500000333456,90,105,2021-06-10,5.57
2021,BOKU,Tulln,2021.Tulln,1,14,5,TS037,14854.692708940072,11.57951290327433,337.18910257077044,80,95,2021-06-06,4.29
2021,BOKU,Tulln,2021.Tulln,1,15,5,TS123,11888.358073483578,11.409379893282356,387.4431250080017,30,100,2021-06-10,3.86
2021,BOKU,Tulln,2021.Tulln,1,16,5,TS163,17072.70677155006,11.3684204891056,333.1956845271446,90,95,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,17,5,TS227,17986.51927160006,11.3684204891056,323.70572917000175,80,100,2021-06-12,8.14
2021,BOKU,Tulln,2021.Tulln,1,18,5,TS011,16245.669792433599,11.409379893282356,333.64843750500154,80,100,2021-06-10,7.29
2021,BOKU,Tulln,2021.Tulln,1,18,6,TS126,15974.913542458593,12.240326418205395,335.79030449230925,80,100,2021-06-10,8.14
2021,BOKU,Tulln,2021.Tulln,1,17,6,TS223,20736.868229135063,11.888354090653975,288.66145834000133,80,100,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,16,6,TS041,14532.478750130045,12.264800660586735,349.808022393733,70,95,2021-06-08,1.71
2021,BOKU,Tulln,2021.Tulln,1,15,6,TS230,12218.06088532204,8.945253448921067,381.4552083400017,50,110,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,14,6,TS042,9226.29697919503,10.26965458381974,400.4886904828588,10,105,2021-06-08,0.43
2021,BOKU,Tulln,2021.Tulln,1,13,6,TS127,20500.477605000073,12.081460704495587,293.40781250250166,90,90,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,12,6,TS116,15013.05130275005,11.3684204891056,336.9916666700017,70,90,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,11,6,TS047,7335.186510784524,10.44842482507233,412.0341666760017,10,100,2021-06-06,1.71
2021,BOKU,Tulln,2021.Tulln,1,10,6,TS228,11679.531770675037,10.041880124490682,401.5642361200018,40,95,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,9,6,TS189,13422.576927725044,11.3684204891056,351.7538194477794,60,85,2021-06-12,6.43
2021,BOKU,Tulln,2021.Tulln,1,8,6,TS193,11948.008177640037,10.257002433981567,352.9347916700016,60,110,2021-06-12,8.14
2021,BOKU,Tulln,2021.Tulln,1,7,6,TS076,8883.36411502703,10.44842482507233,397.46947116230933,15,100,2021-06-06,2.57
2021,BOKU,Tulln,2021.Tulln,1,6,6,TS028,18421.794270775055,11.13112418799062,296.1767361177791,70,90,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,5,6,TS010,10247.547760970034,11.3684204891056,400.29791667000177,40,110,2021-06-12,0.43
2021,BOKU,Tulln,2021.Tulln,1,4,6,TS051,9583.062500440039,10.44842482507233,395.3276041750016,30,100,2021-06-06,3.43
2021,BOKU,Tulln,2021.Tulln,1,3,6,TS209,13725.556094400046,11.3684204891056,350.2776041700016,60,95,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,2,6,TS175,9847.755469310036,10.257002433981567,404.379513892224,25,100,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,1,6,TS006,18755.926198216588,11.174353761944273,308.58750000000146,80,90,2021-06-14,7.71
2021,BOKU,Tulln,2021.Tulln,1,1,7,TS080,12187.865886008578,11.409379893282356,377.71171875750167,40,100,2021-06-10,7.29
2021,BOKU,Tulln,2021.Tulln,1,2,7,TS170,13228.81249975997,10.25019442766274,373.2833333500025,50,80,2021-06-18,4.71
2021,BOKU,Tulln,2021.Tulln,1,3,7,TS005,11721.45484374155,11.174353761944273,401.1264583380019,30,110,2021-06-14,9
2021,BOKU,Tulln,2021.Tulln,1,4,7,TS132,20500.477605000073,12.081460704495587,293.40781250250166,90,95,2021-06-12,7.71
2021,BOKU,Tulln,2021.Tulln,1,5,7,TS036,15139.087083570063,11.382374525223055,336.0968750050015,60,110,2021-06-08,2.57
2021,BOKU,Tulln,2021.Tulln,1,6,7,TS220,16265.545312460054,10.041880124490682,332.47604167333475,70,95,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,7,7,TS196,9604.664844225063,9.170961753465523,393.9307291750017,30,105,2021-06-10,5.57
2021,BOKU,Tulln,2021.Tulln,1,8,7,TS190,12750.11630219156,10.081065290062597,359.0466435211127,60,100,2021-06-14,8.14
2021,BOKU,Tulln,2021.Tulln,1,9,7,TS213,14166.050521450046,10.257002433981567,342.30604167000166,70,100,2021-06-12,9
2021,BOKU,Tulln,2021.Tulln,1,10,7,TS224,19048.83151075759,11.174353761944273,292.6764880942871,80,100,2021-06-14,6.86
2021,BOKU,Tulln,2021.Tulln,1,11,7,TS114,18723.429687475058,10.728583520210943,296.1767361177791,70,105,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,12,7,TS154,12014.999844310038,10.257002433981567,352.9347916700016,60,100,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,13,7,TS145,9696.470833808564,10.294141048489976,397.53495371222397,25,95,2021-06-10,5.57
2021,BOKU,Tulln,2021.Tulln,1,14,7,TS148,13496.278125658584,11.409379893282356,361.4927083400016,50,90,2021-06-10,3.43
2021,BOKU,Tulln,2021.Tulln,1,15,7,TS083,14091.556094425048,11.3684204891056,351.7538194477794,60,100,2021-06-12,8.14
2021,BOKU,Tulln,2021.Tulln,1,16,7,TS077,12670.017708958574,9.170961753465523,341.24232955091065,70,115,2021-06-10,4.71
2021,BOKU,Tulln,2021.Tulln,1,17,7,TS112,14269.138802740046,11.3684204891056,345.8489583366683,70,105,2021-06-12,5.57
2021,BOKU,Tulln,2021.Tulln,1,18,7,TS099,14063.678386108586,11.409379893282356,349.11747685777937,60,100,2021-06-10,5.14
2021,BOKU,Tulln,2021.Tulln,1,18,8,TS187,14398.608854883585,11.409379893282356,342.92986111666823,70,100,2021-06-10,5.14
2021,BOKU,Tulln,2021.Tulln,1,17,8,TS025,17045.602604900057,11.3684204891056,331.6772916700017,80,95,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,16,8,TS018,14220.132448036566,11.174353761944273,349.8722537900016,70,110,2021-06-14,5.57
2021,BOKU,Tulln,2021.Tulln,1,15,8,TS001,19708.83671910759,11.174353761944273,288.3371212109105,80,120,2021-06-14,5.57
2021,BOKU,Tulln,2021.Tulln,1,14,8,TS039,14777.647916820051,12.264800660586735,354.99907408000166,60,95,2021-06-08,3.43
2021,BOKU,Tulln,2021.Tulln,1,13,8,TS150,19800.82656246006,11.888354090653975,297.3577083400013,80,100,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,12,8,TS027,19089.429687500062,10.728583520210943,297.3577083400013,80,95,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,11,8,TS155,12998.219270675043,11.13112418799062,381.4552083400017,50,95,2021-06-16,7.29
2021,BOKU,Tulln,2021.Tulln,1,10,8,TS169,14120.004011050047,10.903815146583785,345.8489583366683,70,95,2021-06-12,6
2021,BOKU,Tulln,2021.Tulln,1,9,8,TS003,13912.040260521564,11.174353761944273,357.2445312525016,60,110,2021-06-14,8.57
2021,BOKU,Tulln,2021.Tulln,1,8,8,TS103,14336.130469410047,11.3684204891056,345.8489583366683,70,100,2021-06-12,7.29
2021,BOKU,Tulln,2021.Tulln,1,7,8,TS075,14365.584636020069,11.57951290327433,339.3529761971441,80,110,2021-06-06,3.43
2021,BOKU,Tulln,2021.Tulln,1,6,8,TS020,9647.511510984534,11.3684204891056,400.29791667000177,30,125,2021-06-12,3
2021,BOKU,Tulln,2021.Tulln,1,5,8,TS129,16859.542448132575,11.174353761944273,308.58750000000146,60,100,2021-06-14,5.14
2021,BOKU,Tulln,2021.Tulln,1,4,8,TS064,16063.490625190056,12.264800660586735,338.7141025692323,80,100,2021-06-08,6.43
2021,BOKU,Tulln,2021.Tulln,1,3,8,TS081,14701.923959058588,11.409379893282356,341.24232955091065,70,110,2021-06-10,3
2021,BOKU,Tulln,2021.Tulln,1,2,8,TS053,16716.15078190509,12.379325814661136,327.0910256476934,90,100,2021-06-06,3.86
2021,BOKU,Tulln,2021.Tulln,1,1,8,TS004,26509.35416671501,12.93242951434843,222.62655473537478,100,100,2021-06-18,9
2021,BOKU,Tulln,2021.Tulln,1,1,9,TS205,20025.47135417506,10.728583520210943,288.66145834000133,80,85,2021-06-16,7.71
2021,BOKU,Tulln,2021.Tulln,1,2,9,TS179,14618.453646533588,11.409379893282356,339.2172916720016,70,100,2021-06-10,7.71
2021,BOKU,Tulln,2021.Tulln,1,3,9,TS009,11616.581094340037,11.3684204891056,363.56354167000154,50,110,2021-06-12,6
2021,BOKU,Tulln,2021.Tulln,1,4,9,TS128,14405.681770745046,10.041880124490682,356.96562500666823,60,100,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,5,9,TS013,20599.84375091763,12.240326418205395,283.92500000333456,90,100,2021-06-10,7.71
2021,BOKU,Tulln,2021.Tulln,1,6,9,TS068,20591.678125933628,12.240326418205395,280.55897436230885,90,110,2021-06-10,5.57
2021,BOKU,Tulln,2021.Tulln,1,7,9,TS061,8715.41093753503,10.26965458381974,405.5500000066683,10,105,2021-06-08,2.14
2021,BOKU,Tulln,2021.Tulln,1,8,9,TS226,15406.96302074505,11.13112418799062,344.7208333400015,70,100,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,9,9,TS032,9485.271770857033,11.382374525223055,400.4886904828588,10,110,2021-06-08,3
2021,BOKU,Tulln,2021.Tulln,1,10,9,TS207,15709.942187420053,11.13112418799062,344.7208333400015,70,90,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,11,9,TS096,11884.550781833575,11.409379893282356,377.71171875750167,40,100,2021-06-10,5.57
2021,BOKU,Tulln,2021.Tulln,1,12,9,TS219,20027.690104150064,11.13112418799062,294.70052084000133,80,95,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,13,9,TS086,13168.072136050043,11.3684204891056,352.9347916700016,60,100,2021-06-12,7.71
2021,BOKU,Tulln,2021.Tulln,1,14,9,TS057,10900.629687585038,11.382374525223055,387.83541667333503,40,105,2021-06-08,4.71
2021,BOKU,Tulln,2021.Tulln,1,15,9,TS192,9919.988281733564,9.170961753465523,393.9307291750017,30,100,2021-06-10,5.57
2021,BOKU,Tulln,2021.Tulln,1,16,9,TS174,19090.77343747506,11.13112418799062,296.1767361177791,80,110,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,17,9,TS072,14523.378750170055,12.264800660586735,378.97812500666845,40,90,2021-06-08,4.29
2021,BOKU,Tulln,2021.Tulln,1,18,9,TS079,8159.189583742528,10.44842482507233,402.92149622091074,15,110,2021-06-06,1.71
2021,BOKU,Tulln,2021.Tulln,1,18,10,TS140,13288.593594385044,11.3684204891056,351.7538194477794,60,90,2021-06-12,9
2021,BOKU,Tulln,2021.Tulln,1,17,10,TS107,12619.61442768504,11.3684204891056,351.7538194477794,60,100,2021-06-12,7.71
2021,BOKU,Tulln,2021.Tulln,1,16,10,TS202,17945.806770820054,10.041880124490682,297.3577083400013,80,95,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,15,10,TS216,13149.562344335041,10.257002433981567,345.8489583366683,70,100,2021-06-12,2.57
2021,BOKU,Tulln,2021.Tulln,1,14,10,TS074,13622.066198472066,11.57951290327433,343.6151515218195,70,110,2021-06-06,1.71
2021,BOKU,Tulln,2021.Tulln,1,13,10,TS142,16914.410416940078,10.081065290062597,308.58750000000146,70,100,2021-06-14,8.57
2021,BOKU,Tulln,2021.Tulln,1,12,10,TS201,15331.920677750051,10.903815146583785,336.9916666700017,70,95,2021-06-12,6
2021,BOKU,Tulln,2021.Tulln,1,11,10,TS035,15506.69765685508,11.57951290327433,331.6810606127284,80,105,2021-06-06,5.14
2021,BOKU,Tulln,2021.Tulln,1,10,10,TS210,11386.66666640246,10.25019442766274,405.08593751500257,30,95,2021-06-18,8.14
2021,BOKU,Tulln,2021.Tulln,1,9,10,TS071,10912.436562585039,11.382374525223055,387.83541667333503,40,110,2021-06-08,3.86
2021,BOKU,Tulln,2021.Tulln,1,8,10,TS171,18882.723437495057,10.728583520210943,296.1767361177791,80,95,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,7,10,TS015,19169.23854199009,11.174353761944273,296.2122685177792,80,100,2021-06-14,5.57
2021,BOKU,Tulln,2021.Tulln,1,6,10,TS204,12986.958177685043,10.257002433981567,351.7538194477794,60,105,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,5,10,TS180,18707.16562499006,10.728583520210943,297.3577083400013,80,95,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,4,10,TS191,16898.607812460054,10.041880124490682,307.98645834000126,70,100,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,3,10,TS065,15245.566666840055,12.264800660586735,353.10885417250165,60,90,2021-06-08,1.29
2021,BOKU,Tulln,2021.Tulln,1,2,10,TS052,15355.908906887074,12.379325814661136,337.18910257077044,80,105,2021-06-06,3.43
2021,BOKU,Tulln,2021.Tulln,1,1,10,TS092,15974.913542458593,12.240326418205395,335.79030449230925,80,95,2021-06-10,5.57
2021,BOKU,Tulln,2021.Tulln,1,1,11,TS101,12213.520677660039,10.257002433981567,353.9010416700016,60,115,2021-06-12,6.43
2021,BOKU,Tulln,2021.Tulln,1,2,11,TS059,19769.967969550067,12.081460704495587,296.81020833600166,90,100,2021-06-12,7.29
2021,BOKU,Tulln,2021.Tulln,1,3,11,TS030,13230.008854775044,10.257002433981567,351.7538194477794,60,90,2021-06-12,8.14
2021,BOKU,Tulln,2021.Tulln,1,4,11,TS021,17468.719531532577,11.174353761944273,297.44979166600143,70,115,2021-06-14,3.86
2021,BOKU,Tulln,2021.Tulln,1,5,11,TS141,16787.067969460055,11.3684204891056,323.70572917000175,80,95,2021-06-12,6
2021,BOKU,Tulln,2021.Tulln,1,6,11,TS049,6745.893489920022,10.44842482507233,423.1718750100017,10,110,2021-06-06,3.43
2021,BOKU,Tulln,2021.Tulln,1,7,11,TS138,12377.558594358576,10.294141048489976,349.11747685777937,60,100,2021-06-10,4.71
2021,BOKU,Tulln,2021.Tulln,1,8,11,TS113,23875.713541750076,12.669225210391721,281.4145833400014,100,95,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,9,11,TS167,16742.623438225055,11.3684204891056,334.5760416700017,80,90,2021-06-12,7.29
2021,BOKU,Tulln,2021.Tulln,1,10,11,TS181,14703.532968891568,11.174353761944273,347.5131250020016,70,100,2021-06-14,6.43
2021,BOKU,Tulln,2021.Tulln,1,11,11,TS019,6297.263958254023,10.081065290062597,463.8225694500023,20,115,2021-06-14,1.71
2021,BOKU,Tulln,2021.Tulln,1,12,11,TS040,9168.527656709532,11.57951290327433,397.46947116230933,15,100,2021-06-06,8.14
2021,BOKU,Tulln,2021.Tulln,1,13,11,TS184,14099.101042358585,11.409379893282356,349.11747685777937,60,100,2021-06-10,6.43
2021,BOKU,Tulln,2021.Tulln,1,14,11,TS229,17959.78541694008,11.174353761944273,308.58750000000146,80,100,2021-06-14,9
2021,BOKU,Tulln,2021.Tulln,1,15,11,TS200,14724.618594425048,11.3684204891056,344.2385416700016,70,90,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,16,11,TS082,14067.019791790064,10.081065290062597,373.46354167000163,50,100,2021-06-14,9
2021,BOKU,Tulln,2021.Tulln,1,17,11,TS168,14202.147136070045,11.3684204891056,345.8489583366683,70,100,2021-06-12,0.43
2021,BOKU,Tulln,2021.Tulln,1,18,11,TS198,7787.569948303551,8.040628764214459,410.14973959250176,20,90,2021-06-10,9
2021,BOKU,Tulln,2021.Tulln,1,18,12,TS070,13156.441250120046,11.382374525223055,370.1208333400018,50,105,2021-06-08,7.71
2021,BOKU,Tulln,2021.Tulln,1,17,12,TS153,15442.07213612505,12.081460704495587,344.2385416700016,70,100,2021-06-12,6.86
2021,BOKU,Tulln,2021.Tulln,1,16,12,TS102,17125.583333024966,12.079029644211651,338.7046875150022,60,100,2021-06-18,9
2021,BOKU,Tulln,2021.Tulln,1,15,12,TS164,15330.57692777505,11.3684204891056,339.94409722555724,70,105,2021-06-12,6.86
2021,BOKU,Tulln,2021.Tulln,1,14,12,TS214,22600.776041700075,11.888354090653975,286.7289583400014,90,100,2021-06-16,6.86
2021,BOKU,Tulln,2021.Tulln,1,13,12,TS157,13337.067969385043,11.3684204891056,351.7538194477794,60,105,2021-06-12,4.71
2021,BOKU,Tulln,2021.Tulln,1,12,12,TS108,13551.685261040044,11.3684204891056,345.8489583366683,70,110,2021-06-12,7.29
2021,BOKU,Tulln,2021.Tulln,1,11,12,TS105,15982.222396608597,11.409379893282356,331.11714015636517,80,100,2021-06-10,9
2021,BOKU,Tulln,2021.Tulln,1,10,12,TS185,15633.556094450052,11.3684204891056,336.9916666700017,70,110,2021-06-12,7.71
2021,BOKU,Tulln,2021.Tulln,1,9,12,TS122,15005.23906323359,11.409379893282356,339.2172916720016,70,105,2021-06-10,3.43
2021,BOKU,Tulln,2021.Tulln,1,8,12,TS008,23206.734375050073,11.888354090653975,281.4145833400014,90,95,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,7,12,TS139,16899.482812460054,10.728583520210943,332.47604167333475,70,95,2021-06-16,8.57
2021,BOKU,Tulln,2021.Tulln,1,6,12,TS014,17786.513020800056,10.041880124490682,297.3577083400013,70,110,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,5,12,TS034,14444.017969355069,11.57951290327433,339.3529761971441,80,95,2021-06-06,3.43
2021,BOKU,Tulln,2021.Tulln,1,4,12,TS031,10954.838020885038,11.382374525223055,392.8967261971446,20,110,2021-06-08,2.57
2021,BOKU,Tulln,2021.Tulln,1,3,12,TS045,8299.79427085503,11.382374525223055,412.63583334000157,10,110,2021-06-08,1.29
2021,BOKU,Tulln,2021.Tulln,1,2,12,TS221,16851.18567735758,10.081065290062597,308.58750000000146,70,100,2021-06-14,8.14
2021,BOKU,Tulln,2021.Tulln,1,1,12,TS067,20723.40364652512,12.379325814661136,284.94513889555617,90,90,2021-06-06,3.86
2021,BOKU,Tulln,2021.Tulln,1,1,13,TS084,14407.092969400048,11.3684204891056,342.30604167000166,70,105,2021-06-12,7.29
2021,BOKU,Tulln,2021.Tulln,1,2,13,TS093,16343.879687420053,11.13112418799062,344.7208333400015,70,105,2021-06-16,7.29
2021,BOKU,Tulln,2021.Tulln,1,3,13,TS088,9987.777604650066,10.294141048489976,397.53495371222397,25,100,2021-06-10,5.14
2021,BOKU,Tulln,2021.Tulln,1,4,13,TS218,18074.103124990055,10.728583520210943,307.98645834000126,80,105,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,5,13,TS215,19169.23854199009,11.174353761944273,296.2122685177792,80,105,2021-06-14,9
2021,BOKU,Tulln,2021.Tulln,1,6,13,TS046,8001.319531645027,9.309042124397386,402.92149622091074,15,100,2021-06-06,2.57
2021,BOKU,Tulln,2021.Tulln,1,7,13,TS038,16266.220313300095,12.240326418205395,333.64843750500154,80,100,2021-06-10,3.86
2021,BOKU,Tulln,2021.Tulln,1,8,13,TS159,12930.201718871558,10.081065290062597,357.2445312525016,60,105,2021-06-14,8.14
2021,BOKU,Tulln,2021.Tulln,1,9,13,TS012,13496.278125658584,11.409379893282356,361.4927083400016,50,130,2021-06-10,1.71
2021,BOKU,Tulln,2021.Tulln,1,10,13,TS048,10756.07724012007,11.409379893282356,387.4431250080017,30,110,2021-06-10,4.29
2021,BOKU,Tulln,2021.Tulln,1,11,13,TS222,14688.672656382569,11.174353761944273,354.92752976428733,60,95,2021-06-14,8.14
2021,BOKU,Tulln,2021.Tulln,1,12,13,TS199,10438.055468707544,11.174353761944273,414.957916672002,20,95,2021-06-14,6.86
2021,BOKU,Tulln,2021.Tulln,1,13,13,TS133,13156.441250120046,11.382374525223055,370.1208333400018,50,85,2021-06-08,2.14
2021,BOKU,Tulln,2021.Tulln,1,14,13,TS094,16438.706771550053,12.081460704495587,336.9916666700017,80,90,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,15,13,TS177,13406.619270720043,10.041880124490682,381.4552083400017,50,95,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,16,13,TS066,14097.35791682005,11.382374525223055,354.99907408000166,60,95,2021-06-08,3
2021,BOKU,Tulln,2021.Tulln,1,17,13,TS033,13491.399583470049,11.382374525223055,370.1208333400018,50,110,2021-06-08,3.43
2021,BOKU,Tulln,2021.Tulln,1,18,13,TS125,15357.681094425048,11.3684204891056,339.03565705461705,80,100,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,18,14,TS147,12552.416511035042,10.903815146583785,363.56354167000154,50,95,2021-06-12,2.14
2021,BOKU,Tulln,2021.Tulln,1,17,14,TS007,10104.599635918568,11.409379893282356,393.9307291750017,20,120,2021-06-10,2.57
2021,BOKU,Tulln,2021.Tulln,1,16,14,TS124,19215.02552079506,11.13112418799062,296.1767361177791,80,100,2021-06-16,6.86
2021,BOKU,Tulln,2021.Tulln,1,15,14,TS146,17172.047396633607,12.240326418205395,324.36701389333484,70,100,2021-06-10,5.14
2021,BOKU,Tulln,2021.Tulln,1,14,14,TS002,21377.868229185067,11.13112418799062,284.36701389555697,90,130,2021-06-16,7.71
2021,BOKU,Tulln,2021.Tulln,1,13,14,TS121,17677.405730017603,12.240326418205395,324.36701389333484,90,90,2021-06-10,3.86
2021,BOKU,Tulln,2021.Tulln,1,12,14,TS111,10935.941406783571,10.294141048489976,387.4431250080017,30,95,2021-06-10,6.43
2021,BOKU,Tulln,2021.Tulln,1,11,14,TS044,9082.754687535034,11.382374525223055,405.5500000066683,10,110,2021-06-08,2.57
2021,BOKU,Tulln,2021.Tulln,1,10,14,TS073,6565.660520839021,8.02134097340155,413.9411184277209,3,105,2021-06-08,2.57
2021,BOKU,Tulln,2021.Tulln,1,9,14,TS211,15308.554167408593,11.409379893282356,336.7422453755571,70,100,2021-06-10,2.14
2021,BOKU,Tulln,2021.Tulln,1,8,14,TS085,27596.82031265009,12.669225210391721,239.7209490800014,100,95,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,7,14,TS161,19137.56614583506,10.728583520210943,296.1767361177791,80,95,2021-06-16,9
2021,BOKU,Tulln,2021.Tulln,1,6,14,TS100,9174.995469205061,11.409379893282356,407.8327381042875,25,100,2021-06-10,3
2021,BOKU,Tulln,2021.Tulln,1,5,14,TS134,12735.255989682559,10.081065290062597,373.46354167000163,50,105,2021-06-14,9
2021,BOKU,Tulln,2021.Tulln,1,4,14,TS058,7534.81317745505,8.040628764214459,411.95185186111286,15,115,2021-06-10,3.86
2021,BOKU,Tulln,2021.Tulln,1,3,14,TS104,14604.536719360045,10.257002433981567,336.9916666700017,80,100,2021-06-12,8.14
2021,BOKU,Tulln,2021.Tulln,1,2,14,TS095,15724.369270745052,11.13112418799062,348.8024305622237,70,100,2021-06-16,8.14
2021,BOKU,Tulln,2021.Tulln,1,1,14,TS136,18863.688281532588,11.902694342123288,308.58750000000146,80,100,2021-06-14,6.86
2021,BOKU,Tulln,2021.Tulln,1,1,15,TS029,4750.096770852018,6.8873426830228395,472.2437500066685,10,95,2021-06-08,3.43
2021,BOKU,Tulln,2021.Tulln,1,2,15,TS130,14387.261198032567,11.174353761944273,357.2445312525016,60,90,2021-06-14,5.57
2021,BOKU,Tulln,2021.Tulln,1,3,15,TS110,14091.556094425048,11.3684204891056,351.7538194477794,60,100,2021-06-12,6.43
2021,BOKU,Tulln,2021.Tulln,1,4,15,TS195,17232.436458590077,11.174353761944273,308.58750000000146,70,100,2021-06-14,9
2021,BOKU,Tulln,2021.Tulln,1,5,15,TS115,15471.623438200053,11.3684204891056,342.30604167000166,70,105,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,6,15,TS212,11430.411719310037,10.257002433981567,363.56354167000154,50,100,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,1,7,15,TS183,16212.493906466574,11.174353761944273,330.21284722333485,70,110,2021-06-14,7.29
2021,BOKU,Tulln,2021.Tulln,1,8,15,TS022,15726.940625767593,11.409379893282356,333.64843750500154,80,95,2021-06-10,8.57
2021,BOKU,Tulln,2021.Tulln,1,9,15,TS225,14398.608854883585,11.409379893282356,342.92986111666823,70,95,2021-06-10,3.86
2021,BOKU,Tulln,2021.Tulln,1,10,15,TS078,8852.20927085703,11.382374525223055,405.5500000066683,10,110,2021-06-08,9
2021,BOKU,Tulln,2021.Tulln,2,21,11,TS104,15027.597761100049,11.3684204891056,342.30604167000166,70,95,2021-06-12,8.57
2021,BOKU,Tulln,2021.Tulln,2,22,11,TS033,13725.436562635048,11.382374525223055,356.51125000600166,60,110,2021-06-08,4.71
2021,BOKU,Tulln,2021.Tulln,2,23,11,TS196,15575.151302760049,11.3684204891056,336.9916666700017,80,105,2021-06-12,6.43
2021,BOKU,Tulln,2021.Tulln,2,24,11,TS036,14017.399740283581,11.048010093938338,342.92986111666823,70,110,2021-06-10,4.71
