Date,Env,GDD
2019-11-30T00:00:00Z,NMBU,219.2000000000001
2019-11-30T00:00:00Z,Secobra,35.599999999999994
2019-12-01T00:00:00Z,BOKU,587.7072916629999
2019-12-01T00:00:00Z,NMBU,219.2000000000001
2019-12-01T00:00:00Z,Secobra,35.599999999999994
2019-12-02T00:00:00Z,BOKU,587.7072916629999
2019-12-02T00:00:00Z,NMBU,219.2000000000001
2019-12-02T00:00:00Z,Secobra,35.599999999999994
2019-12-03T00:00:00Z,BOKU,587.7072916629999
2019-12-03T00:00:00Z,NMBU,219.2000000000001
2019-12-03T00:00:00Z,Secobra,35.599999999999994
2019-12-04T00:00:00Z,BOKU,587.7072916629999
2019-12-04T00:00:00Z,NMBU,219.2000000000001
2019-12-04T00:00:00Z,Secobra,35.599999999999994
2019-12-05T00:00:00Z,BOKU,587.7072916629999
2019-12-05T00:00:00Z,NMBU,219.2000000000001
2019-12-05T00:00:00Z,Secobra,35.599999999999994
2019-12-06T00:00:00Z,BOKU,587.7072916629999
2019-12-06T00:00:00Z,NMBU,219.2000000000001
2019-12-06T00:00:00Z,Secobra,35.599999999999994
2019-12-07T00:00:00Z,BOKU,587.7072916629999
2019-12-07T00:00:00Z,NMBU,219.2000000000001
2019-12-07T00:00:00Z,Secobra,36.599999999999994
2019-12-08T00:00:00Z,BOKU,588.8770833299999
2019-12-08T00:00:00Z,NMBU,219.2000000000001
2019-12-08T00:00:00Z,Secobra,38.099999999999994
2019-12-09T00:00:00Z,BOKU,588.8770833299999
2019-12-09T00:00:00Z,NMBU,219.2000000000001
2019-12-09T00:00:00Z,Secobra,39.3
2019-12-10T00:00:00Z,BOKU,588.8770833299999
2019-12-10T00:00:00Z,NMBU,219.2000000000001
2019-12-10T00:00:00Z,Secobra,39.3
2019-12-11T00:00:00Z,BOKU,588.8770833299999
2019-12-11T00:00:00Z,NMBU,219.2000000000001
2019-12-11T00:00:00Z,Secobra,39.3
2019-12-12T00:00:00Z,BOKU,588.8770833299999
2019-12-12T00:00:00Z,NMBU,219.2000000000001
2019-12-12T00:00:00Z,Secobra,39.3
2019-12-13T00:00:00Z,BOKU,588.8770833299999
2019-12-13T00:00:00Z,NMBU,219.2000000000001
2019-12-13T00:00:00Z,Secobra,39.3
2019-12-14T00:00:00Z,BOKU,589.0916666629998
2019-12-14T00:00:00Z,NMBU,219.2000000000001
2019-12-14T00:00:00Z,Secobra,39.699999999999996
2019-12-15T00:00:00Z,BOKU,589.0916666629998
2019-12-15T00:00:00Z,NMBU,219.2000000000001
2019-12-15T00:00:00Z,Secobra,42.8
2019-12-16T00:00:00Z,BOKU,589.0916666629998
2019-12-16T00:00:00Z,NMBU,219.2000000000001
2019-12-16T00:00:00Z,Secobra,42.8
2019-12-17T00:00:00Z,BOKU,589.0916666629998
2019-12-17T00:00:00Z,NMBU,219.2000000000001
2019-12-17T00:00:00Z,Secobra,42.8
2019-12-18T00:00:00Z,BOKU,589.0916666629998
2019-12-18T00:00:00Z,NMBU,219.2000000000001
2019-12-18T00:00:00Z,Secobra,44.5
2019-12-19T00:00:00Z,BOKU,590.4624999959998
2019-12-19T00:00:00Z,NMBU,219.2000000000001
2019-12-19T00:00:00Z,Secobra,44.5
2019-12-20T00:00:00Z,BOKU,595.7489583259998
2019-12-20T00:00:00Z,NMBU,219.2000000000001
2019-12-20T00:00:00Z,Secobra,45.7
2019-12-21T00:00:00Z,BOKU,598.4583333259998
2019-12-21T00:00:00Z,NMBU,219.2000000000001
2019-12-21T00:00:00Z,Secobra,45.7
2019-12-22T00:00:00Z,BOKU,598.4583333259998
2019-12-22T00:00:00Z,NMBU,219.2000000000001
2019-12-22T00:00:00Z,Secobra,45.7
2019-12-23T00:00:00Z,BOKU,600.9124999929998
2019-12-23T00:00:00Z,NMBU,219.2000000000001
2019-12-23T00:00:00Z,Secobra,45.800000000000004
2019-12-24T00:00:00Z,BOKU,602.4843749929997
2019-12-24T00:00:00Z,NMBU,219.2000000000001
2019-12-24T00:00:00Z,Secobra,45.800000000000004
2019-12-25T00:00:00Z,BOKU,604.3656249929998
2019-12-25T00:00:00Z,NMBU,219.2000000000001
2019-12-25T00:00:00Z,Secobra,45.800000000000004
2019-12-26T00:00:00Z,BOKU,604.5708333259997
2019-12-26T00:00:00Z,NMBU,219.2000000000001
2019-12-26T00:00:00Z,Secobra,45.800000000000004
2019-12-27T00:00:00Z,BOKU,604.5708333259997
2019-12-27T00:00:00Z,NMBU,219.2000000000001
2019-12-27T00:00:00Z,Secobra,45.800000000000004
2019-12-28T00:00:00Z,BOKU,604.5708333259997
2019-12-28T00:00:00Z,NMBU,219.2000000000001
2019-12-28T00:00:00Z,Secobra,45.800000000000004
2019-12-29T00:00:00Z,BOKU,604.5708333259997
2019-12-29T00:00:00Z,NMBU,219.3000000000001
2019-12-29T00:00:00Z,Secobra,45.800000000000004
2019-12-30T00:00:00Z,BOKU,604.5708333259997
2019-12-30T00:00:00Z,NMBU,220.1000000000001
2019-12-30T00:00:00Z,Secobra,45.800000000000004
2019-12-31T00:00:00Z,BOKU,604.5708333259997
2019-12-31T00:00:00Z,NMBU,220.1000000000001
2019-12-31T00:00:00Z,Secobra,45.800000000000004
2020-01-01T00:00:00Z,BOKU,604.5708333259997
2020-01-01T00:00:00Z,NMBU,220.1000000000001
2020-01-01T00:00:00Z,Secobra,45.800000000000004
2020-01-02T00:00:00Z,BOKU,604.5708333259997
2020-01-02T00:00:00Z,NMBU,220.1000000000001
2020-01-02T00:00:00Z,Secobra,45.800000000000004
