h2,Year,Rep,GID,Obs,GDD,Value,GDD0
1,2020,1,TS016,n3,1428.1375452549998,0.2809469207034616,212.91874999000015
1,2020,1,TS016,n4,1471.9396285949997,0.5214801351631416,256.72083333
1,2020,1,TS016,n5,1525.4792119249996,0.7924481565606387,310.2604166599999
1,2020,1,TS016,n6,1590.7417119149995,0.946243830092796,375.52291664999984
1,2020,1,TS017,n0,1210.6031702649996,8.91230726045213e-5,0
1,2020,1,TS017,n1,1314.7021285949995,0.002899623135395143,104.09895832999996
1,2020,1,TS017,n2,1366.472961925,0.016190092609769988,155.86979166000037
1,2020,1,TS017,n3,1415.6583785849998,0.07868474341925182,205.05520832000025
1,2020,1,TS017,n4,1458.1062952649995,0.26129709279195973,247.50312499999995
1,2020,1,TS017,n5,1510.2677535949997,0.6697550585733463,299.66458333000014
1,2020,1,TS017,n6,1575.3604619149996,0.9471659474691465,364.75729165000007
1,2020,1,TS018,n0,1196.6198369349995,4.7650404994414554e-4,0
1,2020,1,TS018,n1,1294.9594202649996,0.004080054380236388,98.3395833300001
1,2020,1,TS018,n2,1335.5604619249998,0.0098588112719527,138.9406249900003
1,2020,1,TS018,n3,1389.444836925,0.03134486007091553,192.82499999000038
1,2020,1,TS018,n4,1439.8729619249998,0.08884384595339337,243.2531249900003
1,2020,1,TS018,n5,1486.8021285949997,0.21393906914704064,290.18229166000015
1,2020,1,TS018,n6,1542.3781702549995,0.4785837844416806,345.75833332
1,2020,1,TS019,n0,1203.7667119349996,1.197774206028604e-4,0
1,2020,1,TS019,n1,1303.7396285949997,0.008107749603779529,99.97291666000001
1,2020,1,TS019,n2,1349.4458785949998,0.053347047083383,145.6791666600002
1,2020,1,TS019,n3,1402.415670255,0.3455598998910927,198.64895832000025
1,2020,1,TS019,n4,1449.1708785949995,0.7918932211291628,245.40416665999987
1,2020,1,TS019,n5,1498.3667119249997,0.968153375986726,294.59999999
1,2020,1,TS019,n6,1561.6271285849996,0.9977321347398983,357.86041664999993
1,2020,1,TS020,n0,1203.7667119349996,2.0591190840948712e-4,0
1,2020,1,TS020,n1,1303.7396285949997,0.006636601012533075,99.97291666000001
1,2020,1,TS020,n2,1349.4458785949998,0.03174436142075332,145.6791666600002
1,2020,1,TS020,n3,1402.415670255,0.17160820362402637,198.64895832000025
1,2020,1,TS020,n4,1449.1708785949995,0.5132344783245579,245.40416665999987
1,2020,1,TS020,n5,1498.3667119249997,0.8538489863977691,294.59999999
1,2020,1,TS020,n6,1561.6271285849996,0.9814173153668047,357.86041664999993
1,2020,1,TS021,n0,1203.7667119349996,8.638616676420084e-8,0
1,2020,1,TS021,n1,1303.7396285949997,5.17525910897204e-5,99.97291666000001
1,2020,1,TS021,n2,1349.4458785949998,9.624454438010692e-4,145.6791666600002
1,2020,1,TS021,n3,1402.415670255,0.027746849128137602,198.64895832000025
1,2020,1,TS021,n4,1449.1708785949995,0.3622813527993182,245.40416665999987
1,2020,1,TS021,n5,1498.3667119249997,0.9296727388162281,294.59999999
1,2020,1,TS021,n6,1561.6271285849996,0.9986796799720496,357.86041664999993
1,2020,1,TS022,n0,1215.2187952649997,5.232650023172394e-7,0
1,2020,1,TS022,n1,1324.0708785949998,7.676774386161348e-5,108.85208333000014
1,2020,1,TS022,n2,1378.346920255,9.227219279813501e-4,163.1281249900003
1,2020,1,TS022,n3,1428.1375452549998,0.008964929532850037,212.91874999000015
1,2020,1,TS022,n4,1471.9396285949997,0.0630887697393252,256.72083333
1,2020,1,TS022,n5,1525.4792119249996,0.4392006521196211,310.2604166599999
1,2020,1,TS022,n6,1590.7417119149995,0.9397140124285699,375.52291664999984
1,2020,1,TS023,n0,1210.6031702649996,5.56987446735446e-4,0
1,2020,1,TS023,n1,1314.7021285949995,0.007385128547574017,104.09895832999996
1,2020,1,TS023,n2,1366.472961925,0.0262869726658338,155.86979166000037
1,2020,1,TS023,n3,1415.6583785849998,0.08412503599230133,205.05520832000025
1,2020,1,TS023,n4,1458.1062952649995,0.20902083039797453,247.50312499999995
1,2020,1,TS023,n5,1510.2677535949997,0.4919302356153024,299.66458333000014
1,2020,1,TS023,n6,1575.3604619149996,0.8303622207039119,364.75729165000007
1,2020,1,TS024,n0,1225.3302535949997,0.01650831519660426,0
1,2020,1,TS024,n1,1335.5604619249998,0.16798179807102046,110.2302083300001
1,2020,1,TS024,n2,1389.444836925,0.4051273588329618,164.1145833300002
1,2020,1,TS024,n3,1439.8729619249998,0.6799886823424907,214.5427083300001
1,2020,1,TS024,n4,1486.8021285949997,0.8596799834205093,261.47187499999995
1,2020,1,TS024,n5,1542.3781702549995,0.9554962910245112,317.0479166599998
1,2020,1,TS024,n6,1607.7604619149995,0.9894596831672416,382.4302083199998
1,2020,1,TS025,n0,1210.6031702649996,1.2481143343090108e-8,0
1,2020,1,TS025,n1,1314.7021285949995,8.328014729478598e-6,104.09895832999996
1,2020,1,TS025,n2,1366.472961925,2.1136777061797754e-4,155.86979166000037
1,2020,1,TS025,n3,1415.6583785849998,0.004545617790935118,205.05520832000025
1,2020,1,TS025,n4,1458.1062952649995,0.06080961221228786,247.50312499999995
1,2020,1,TS025,n5,1510.2677535949997,0.6274540307090402,299.66458333000014
1,2020,1,TS025,n6,1575.3604619149996,0.9899264639084053,364.75729165000007
1,2020,1,TS026,n0,1210.6031702649996,0.0010164059719772627,0
1,2020,1,TS026,n1,1314.7021285949995,0.012021957831430986,104.09895832999996
1,2020,1,TS026,n2,1366.472961925,0.040125203728666826,155.86979166000037
1,2020,1,TS026,n3,1415.6583785849998,0.11896137603937988,205.05520832000025
1,2020,1,TS026,n4,1458.1062952649995,0.2708296433153469,247.50312499999995
1,2020,1,TS026,n5,1510.2677535949997,0.5629201573701376,299.66458333000014
1,2020,1,TS026,n6,1575.3604619149996,0.8587225203522397,364.75729165000007
1,2020,1,TS027,n0,1210.6031702649996,0.0056365028568304346,0
1,2020,1,TS027,n1,1314.7021285949995,0.04362929131504732,104.09895832999996
1,2020,1,TS027,n2,1366.472961925,0.1140232917866905,155.86979166000037
1,2020,1,TS027,n3,1415.6583785849998,0.2563641026793865,205.05520832000025
1,2020,1,TS027,n4,1458.1062952649995,0.44655728620499197,247.50312499999995
1,2020,1,TS027,n5,1510.2677535949997,0.6964318496171027,299.66458333000014
1,2020,1,TS027,n6,1575.3604619149996,0.8941992353824437,364.75729165000007
1,2020,1,TS028,n0,1203.7667119349996,0.13909740979102558,0
1,2020,1,TS028,n1,1303.7396285949997,0.32413828861776656,99.97291666000001
1,2020,1,TS028,n2,1349.4458785949998,0.4409260152961812,145.6791666600002
1,2020,1,TS028,n3,1402.415670255,0.5839613708355385,198.64895832000025
1,2020,1,TS028,n4,1449.1708785949995,0.7001234703568563,245.40416665999987
1,2020,1,TS028,n5,1498.3667119249997,0.7995166189875387,294.59999999
1,2020,1,TS028,n6,1561.6271285849996,0.8881248255106499,357.86041664999993
1,2020,1,TS029,n0,1203.7667119349996,0.003810470497209691,0
1,2020,1,TS029,n1,1303.7396285949997,0.021317560715749435,99.97291666000001
1,2020,1,TS029,n2,1349.4458785949998,0.04602747375502115,145.6791666600002
1,2020,1,TS029,n3,1402.415670255,0.10815445831233259,198.64895832000025
1,2020,1,TS029,n4,1449.1708785949995,0.21480502976180854,245.40416665999987
1,2020,1,TS029,n5,1498.3667119249997,0.39169246004565617,294.59999999
1,2020,1,TS029,n6,1561.6271285849996,0.659376078731716,357.86041664999993
1,2020,1,TS030,n0,1203.7667119349996,3.9025211553038345e-5,0
1,2020,1,TS030,n1,1303.7396285949997,0.0020635075108574306,99.97291666000001
1,2020,1,TS030,n2,1349.4458785949998,0.012539394900371117,145.6791666600002
1,2020,1,TS030,n3,1402.415670255,0.09425099431637679,198.64895832000025
1,2020,1,TS030,n4,1449.1708785949995,0.3998416321097144,245.40416665999987
1,2020,1,TS030,n5,1498.3667119249997,0.824547937274333,294.59999999
1,2020,1,TS030,n6,1561.6271285849996,0.983036402771105,357.86041664999993
1,2020,1,TS031,n0,1210.6031702649996,2.785757159036979e-4,0
1,2020,1,TS031,n1,1314.7021285949995,0.005521631401215786,104.09895832999996
1,2020,1,TS031,n2,1366.472961925,0.023996568703255547,155.86979166000037
1,2020,1,TS031,n3,1415.6583785849998,0.09179809361033284,205.05520832000025
1,2020,1,TS031,n4,1458.1062952649995,0.25505268569303036,247.50312499999995
1,2020,1,TS031,n5,1510.2677535949997,0.6052463482190635,299.66458333000014
1,2020,1,TS031,n6,1575.3604619149996,0.9087327290794532,364.75729165000007
1,2020,1,TS032,n0,1196.6198369349995,0.008469399450081117,0
1,2020,1,TS032,n1,1294.9594202649996,0.049009565431017324,98.3395833300001
1,2020,1,TS032,n2,1335.5604619249998,0.09766485164523789,138.9406249900003
1,2020,1,TS032,n3,1389.444836925,0.22467499217246914,192.82499999000038
1,2020,1,TS032,n4,1439.8729619249998,0.42141224442685005,243.2531249900003
1,2020,1,TS032,n5,1486.8021285949997,0.6319802249855679,290.18229166000015
1,2020,1,TS032,n6,1542.3781702549995,0.8258442231244899,345.75833332
1,2020,1,TS033,n0,1210.6031702649996,0.004178797682695843,0
1,2020,1,TS033,n1,1314.7021285949995,0.03782776121578498,104.09895832999996
1,2020,1,TS033,n2,1366.472961925,0.10683915778401637,155.86979166000037
1,2020,1,TS033,n3,1415.6583785849998,0.2561069079766299,205.05520832000025
1,2020,1,TS033,n4,1458.1062952649995,0.46158303648175397,247.50312499999995
1,2020,1,TS033,n5,1510.2677535949997,0.7245475576245599,299.66458333000014
1,2020,1,TS033,n6,1575.3604619149996,0.914210707822889,364.75729165000007
1,2020,1,TS034,n0,1210.6031702649996,0.0038269835936287702,0
1,2020,1,TS034,n1,1314.7021285949995,0.019174265964742435,104.09895832999996
1,2020,1,TS034,n2,1366.472961925,0.042060656029362244,155.86979166000037
1,2020,1,TS034,n3,1415.6583785849998,0.08651678901212882,205.05520832000025
1,2020,1,TS034,n4,1458.1062952649995,0.15531803687367945,247.50312499999995
1,2020,1,TS034,n5,1510.2677535949997,0.29354553322935684,299.66458333000014
1,2020,1,TS034,n6,1575.3604619149996,0.5347296775516281,364.75729165000007
1,2020,1,TS035,n0,1210.6031702649996,0.0905201682745508,0
1,2020,1,TS035,n1,1314.7021285949995,0.31842270058488975,104.09895832999996
1,2020,1,TS035,n2,1366.472961925,0.5019915454481655,155.86979166000037
1,2020,1,TS035,n3,1415.6583785849998,0.6766806648548238,205.05520832000025
1,2020,1,TS035,n4,1458.1062952649995,0.7972304920135238,247.50312499999995
1,2020,1,TS035,n5,1510.2677535949997,0.8950947824901263,299.66458333000014
1,2020,1,TS035,n6,1575.3604619149996,0.9573339854121076,364.75729165000007
1,2020,1,TS036,n0,1210.6031702649996,0.016959807051514,0
1,2020,1,TS036,n1,1314.7021285949995,0.07011564268781902,104.09895832999996
1,2020,1,TS036,n2,1366.472961925,0.1357065533696688,155.86979166000037
1,2020,1,TS036,n3,1415.6583785849998,0.23965876422161114,205.05520832000025
1,2020,1,TS036,n4,1458.1062952649995,0.365135547271287,247.50312499999995
1,2020,1,TS036,n5,1510.2677535949997,0.5463387395743775,299.66458333000014
1,2020,1,TS036,n6,1575.3604619149996,0.7517806027259624,364.75729165000007
1,2020,1,TS037,n0,1215.2187952649997,9.74000983185599e-15,0
1,2020,1,TS037,n1,1324.0708785949998,9.589820562296333e-8,108.85208333000014
1,2020,1,TS037,n2,1378.346920255,2.942195126704387e-4,163.1281249900003
1,2020,1,TS037,n3,1428.1375452549998,0.31748968496933705,212.91874999000015
1,2020,1,TS037,n4,1471.9396285949997,0.9967125062813493,256.72083333
1,2020,1,TS037,n5,1525.4792119249996,0.9999988015501787,310.2604166599999
1,2020,1,TS037,n6,1590.7417119149995,0.9999999999231222,375.52291664999984
1,2020,1,TS038,n0,1210.6031702649996,2.6888602981955007e-10,0
1,2020,1,TS038,n1,1314.7021285949995,4.465469114537349e-7,104.09895832999996
1,2020,1,TS038,n2,1366.472961925,1.7839766086244375e-5,155.86979166000037
1,2020,1,TS038,n3,1415.6583785849998,5.925013134264527e-4,205.05520832000025
1,2020,1,TS038,n4,1458.1062952649995,0.012045067561958916,247.50312499999995
1,2020,1,TS038,n5,1510.2677535949997,0.3336996460857826,299.66458333000014
1,2020,1,TS038,n6,1575.3604619149996,0.9810176669226806,364.75729165000007
1,2020,1,TS039,n0,1203.7667119349996,0.12631054332916497,0
1,2020,1,TS039,n1,1303.7396285949997,0.2944267708383234,99.97291666000001
1,2020,1,TS039,n2,1349.4458785949998,0.4038708533039258,145.6791666600002
1,2020,1,TS039,n3,1402.415670255,0.5429614015323538,198.64895832000025
1,2020,1,TS039,n4,1449.1708785949995,0.6610575205704322,245.40416665999987
1,2020,1,TS039,n5,1498.3667119249997,0.7666745542931186,294.59999999
1,2020,1,TS039,n6,1561.6271285849996,0.8653401882350648,357.86041664999993
1,2020,1,TS040,n0,1203.7667119349996,2.1684405044811255e-6,0
1,2020,1,TS040,n1,1303.7396285949997,8.439436448287036e-5,99.97291666000001
1,2020,1,TS040,n2,1349.4458785949998,4.499591457465281e-4,145.6791666600002
1,2020,1,TS040,n3,1402.415670255,0.003122948573934326,198.64895832000025
1,2020,1,TS040,n4,1449.1708785949995,0.017066747955673024,245.40416665999987
1,2020,1,TS040,n5,1498.3667119249997,0.09521334447326073,294.59999999
1,2020,1,TS040,n6,1561.6271285849996,0.5163381293268888,357.86041664999993
1,2020,1,TS041,n0,1210.6031702649996,0.01123621481268614,0
1,2020,1,TS041,n1,1314.7021285949995,0.07060107044470919,104.09895832999996
1,2020,1,TS041,n2,1366.472961925,0.16346523436143987,155.86979166000037
1,2020,1,TS041,n3,1415.6583785849998,0.3240925678703388,205.05520832000025
1,2020,1,TS041,n4,1458.1062952649995,0.5099120797459759,247.50312499999995
1,2020,1,TS041,n5,1510.2677535949997,0.7294053142426438,299.66458333000014
1,2020,1,TS041,n6,1575.3604619149996,0.8983987886365067,364.75729165000007
1,2020,1,TS042,n0,1225.3302535949997,1.6954088096313822e-4,0
1,2020,1,TS042,n1,1335.5604619249998,0.003217600590292976,110.2302083300001
1,2020,1,TS042,n2,1389.444836925,0.013444922488171664,164.1145833300002
1,2020,1,TS042,n3,1439.8729619249998,0.04984433296152079,214.5427083300001
1,2020,1,TS042,n4,1486.8021285949997,0.15533601362230895,261.47187499999995
1,2020,1,TS042,n5,1542.3781702549995,0.44822310094782114,317.0479166599998
1,2020,1,TS042,n6,1607.7604619149995,0.8234290773281302,382.4302083199998
1,2020,1,TS043,n0,1210.6031702649996,5.679061491450809e-7,0
1,2020,1,TS043,n1,1314.7021285949995,7.894649396225451e-5,104.09895832999996
1,2020,1,TS043,n2,1366.472961925,9.17861160907434e-4,155.86979166000037
1,2020,1,TS043,n3,1415.6583785849998,0.009368509300115489,205.05520832000025
1,2020,1,TS043,n4,1458.1062952649995,0.06606228644551297,247.50312499999995
1,2020,1,TS043,n5,1510.2677535949997,0.4560686712854315,299.66458333000014
1,2020,1,TS043,n6,1575.3604619149996,0.9483110293699641,364.75729165000007
1,2020,1,TS044,n0,1210.6031702649996,0.001462147539584768,0
1,2020,1,TS044,n1,1314.7021285949995,0.012445879757238874,104.09895832999996
1,2020,1,TS044,n2,1366.472961925,0.03545707864767217,155.86979166000037
1,2020,1,TS044,n3,1415.6583785849998,0.09226546534263687,205.05520832000025
1,2020,1,TS044,n4,1458.1062952649995,0.19646289082086105,247.50312499999995
1,2020,1,TS044,n5,1510.2677535949997,0.4182498060989066,299.66458333000014
1,2020,1,TS044,n6,1575.3604619149996,0.7341958223068685,364.75729165000007
1,2020,1,TS045,n0,1210.6031702649996,0.005945519182548193,0
1,2020,1,TS045,n1,1314.7021285949995,0.042891202654514925,104.09895832999996
1,2020,1,TS045,n2,1366.472961925,0.10873877536300325,155.86979166000037
1,2020,1,TS045,n3,1415.6583785849998,0.24009741605145693,205.05520832000025
1,2020,1,TS045,n4,1458.1062952649995,0.4180104850334268,247.50312499999995
1,2020,1,TS045,n5,1510.2677535949997,0.663330663164188,299.66458333000014
1,2020,1,TS045,n6,1575.3604619149996,0.8740727497859553,364.75729165000007
1,2020,1,TS046,n0,1210.6031702649996,0.20128242654268577,0
1,2020,1,TS046,n1,1314.7021285949995,0.3667643617878843,104.09895832999996
1,2020,1,TS046,n2,1366.472961925,0.46698239936513575,155.86979166000037
1,2020,1,TS046,n3,1415.6583785849998,0.5648647089141101,205.05520832000025
1,2020,1,TS046,n4,1458.1062952649995,0.6457160788490524,247.50312499999995
1,2020,1,TS046,n5,1510.2677535949997,0.7344354390259957,299.66458333000014
1,2020,1,TS046,n6,1575.3604619149996,0.8231156230101769,364.75729165000007
1,2020,1,TS047,n0,1203.7667119349996,0.003523915887024536,0
1,2020,1,TS047,n1,1303.7396285949997,0.025432183384448127,99.97291666000001
1,2020,1,TS047,n2,1349.4458785949998,0.06109912119022472,145.6791666600002
1,2020,1,TS047,n3,1402.415670255,0.15799369608634994,198.64895832000025
1,2020,1,TS047,n4,1449.1708785949995,0.32333329174012687,245.40416665999987
1,2020,1,TS047,n5,1498.3667119249997,0.5609541512305217,294.59999999
1,2020,1,TS047,n6,1561.6271285849996,0.8190237268523117,357.86041664999993
1,2020,1,TS048,n0,1203.7667119349996,0.10356079380189641,0
1,2020,1,TS048,n1,1303.7396285949997,0.23971929365033928,99.97291666000001
1,2020,1,TS048,n2,1349.4458785949998,0.3328817522129939,145.6791666600002
1,2020,1,TS048,n3,1402.415670255,0.4592924642806143,198.64895832000025
1,2020,1,TS048,n4,1449.1708785949995,0.576002074352461,245.40416665999987
1,2020,1,TS048,n5,1498.3667119249997,0.6900746982794218,294.59999999
1,2020,1,TS048,n6,1561.6271285849996,0.8078047274366432,357.86041664999993
1,2020,1,TS049,n0,1210.6031702649996,0.002605979007848776,0
1,2020,1,TS049,n1,1314.7021285949995,0.01868260517669929,104.09895832999996
1,2020,1,TS049,n2,1366.472961925,0.048632797836455445,155.86979166000037
1,2020,1,TS049,n3,1415.6583785849998,0.11555371646695095,205.05520832000025
1,2020,1,TS049,n4,1458.1062952649995,0.22698915011333484,247.50312499999995
1,2020,1,TS049,n5,1510.2677535949997,0.44269360301547206,299.66458333000014
1,2020,1,TS049,n6,1575.3604619149996,0.7333376468414723,364.75729165000007
1,2020,1,TS050,n0,1215.2187952649997,0.0843672975919664,0
1,2020,1,TS050,n1,1324.0708785949998,0.20224710600251358,108.85208333000014
1,2020,1,TS050,n2,1378.346920255,0.2957456116510967,163.1281249900003
1,2020,1,TS050,n3,1428.1375452549998,0.4001890326397815,212.91874999000015
1,2020,1,TS050,n4,1471.9396285949997,0.5006505839400349,256.72083333
1,2020,1,TS050,n5,1525.4792119249996,0.6225587994136529,310.2604166599999
1,2020,1,TS050,n6,1590.7417119149995,0.7516153389011231,375.52291664999984
1,2020,1,TS051,n0,1203.7667119349996,0.04437385222454185,0
1,2020,1,TS051,n1,1303.7396285949997,0.1320790442179891,99.97291666000001
1,2020,1,TS051,n2,1349.4458785949998,0.20750800935960242,145.6791666600002
1,2020,1,TS051,n3,1402.415670255,0.3293597891124905,198.64895832000025
1,2020,1,TS051,n4,1449.1708785949995,0.4610938696895877,245.40416665999987
1,2020,1,TS051,n5,1498.3667119249997,0.6054392268911515,294.59999999
