Trial,Trait,Rep,Model,Value
2021.Feldkirchen,AUDPC,4,m0,0.28613791680494005
2021.Feldkirchen,AUDPC,4,m1,0.2786956980385459
2021.Feldkirchen,AUDPC,4,m2,0.2711171343218719
2021.Feldkirchen,AUDPC,4,m3,0.27554603243813897
2021.Feldkirchen,AUDPC,5,m0,0.25554579476944356
2021.Feldkirchen,AUDPC,5,m1,0.24822164855757214
2021.Feldkirchen,AUDPC,5,m2,0.23554311609412842
2021.Feldkirchen,AUDPC,5,m3,0.23218215185361413
2021.Feldkirchen,AUDPC,6,m0,0.3596478695611693
2021.Feldkirchen,AUDPC,6,m1,0.34417687702815314
2021.Feldkirchen,AUDPC,6,m2,0.34230658901668165
2021.Feldkirchen,AUDPC,6,m3,0.3387241568537647
2021.Feldkirchen,AUDPC,7,m0,0.3547591225627428
2021.Feldkirchen,AUDPC,7,m1,0.3483209622296682
2021.Feldkirchen,AUDPC,7,m2,0.31858093894426687
2021.Feldkirchen,AUDPC,7,m3,0.32598189066310274
2021.Feldkirchen,AUDPC,8,m0,0.3095866579399509
2021.Feldkirchen,AUDPC,8,m1,0.3046455990766552
2021.Feldkirchen,AUDPC,8,m2,0.30009184607661654
2021.Feldkirchen,AUDPC,8,m3,0.3032700582445382
2021.Feldkirchen,AUDPC,9,m0,0.28456803527588825
2021.Feldkirchen,AUDPC,9,m1,0.2837174325090362
2021.Feldkirchen,AUDPC,9,m2,0.25548455660404124
2021.Feldkirchen,AUDPC,9,m3,0.27003248235908567
2021.Feldkirchen,AUDPC,10,m0,0.32401488799349015
2021.Feldkirchen,AUDPC,10,m1,0.3193290184520834
2021.Feldkirchen,AUDPC,10,m2,0.293900872717008
2021.Feldkirchen,AUDPC,10,m3,0.2988490988199871
2021.Feldkirchen,Angle,1,m0,0.4221894324278366
2021.Feldkirchen,Angle,1,m1,0.35810127107831125
2021.Feldkirchen,Angle,1,m2,0.3584450710238675
2021.Feldkirchen,Angle,1,m3,0.28615659987910197
2021.Feldkirchen,Angle,2,m0,0.5072716947607931
2021.Feldkirchen,Angle,2,m1,0.4559486431371062
2021.Feldkirchen,Angle,2,m2,0.4657907828261872
2021.Feldkirchen,Angle,2,m3,0.40050526078505017
2021.Feldkirchen,Angle,3,m0,0.43911354849628276
2021.Feldkirchen,Angle,3,m1,0.37442043752750503
2021.Feldkirchen,Angle,3,m2,0.37477642889580615
2021.Feldkirchen,Angle,3,m3,0.29932624014010556
2021.Feldkirchen,Angle,4,m0,0.4271690535949393
2021.Feldkirchen,Angle,4,m1,0.3614539889866536
2021.Feldkirchen,Angle,4,m2,0.38129417625049394
2021.Feldkirchen,Angle,4,m3,0.3071714185591378
2021.Feldkirchen,Angle,5,m0,0.44803882282515267
2021.Feldkirchen,Angle,5,m1,0.38994723417789834
2021.Feldkirchen,Angle,5,m2,0.38628873712757705
2021.Feldkirchen,Angle,5,m3,0.3256882961189079
2021.Feldkirchen,Angle,6,m0,0.47766325179358576
2021.Feldkirchen,Angle,6,m1,0.4242241634960207
2021.Feldkirchen,Angle,6,m2,0.4764118327484098
2021.Feldkirchen,Angle,6,m3,0.4192534612128511
2021.Feldkirchen,Angle,7,m0,0.49018491015182847
2021.Feldkirchen,Angle,7,m1,0.4251598568891186
2021.Feldkirchen,Angle,7,m2,0.42164370920561856
2021.Feldkirchen,Angle,7,m3,0.3387404787956558
2021.Feldkirchen,Angle,8,m0,0.4964188064767156
2021.Feldkirchen,Angle,8,m1,0.45269456593725504
2021.Feldkirchen,Angle,8,m2,0.4560308084799223
2021.Feldkirchen,Angle,8,m3,0.39700899564024567
2021.Feldkirchen,Angle,9,m0,0.3914626452942347
2021.Feldkirchen,Angle,9,m1,0.32272308549435724
2021.Feldkirchen,Angle,9,m2,0.32958268830730025
2021.Feldkirchen,Angle,9,m3,0.26612963528700223
2021.Feldkirchen,Angle,10,m0,0.4577136199656846
2021.Feldkirchen,Angle,10,m1,0.39192074395272564
2021.Feldkirchen,Angle,10,m2,0.40829865904380036
2021.Feldkirchen,Angle,10,m3,0.33271065756114554
2021.Feldkirchen,GDD50,1,m0,0.4304136248683821
2021.Feldkirchen,GDD50,1,m1,0.32912439402959853
2021.Feldkirchen,GDD50,1,m2,0.3673967299348615
2021.Feldkirchen,GDD50,1,m3,0.24886598841408455
2021.Feldkirchen,GDD50,2,m0,0.5101158174690438
2021.Feldkirchen,GDD50,2,m1,0.43907076180216126
2021.Feldkirchen,GDD50,2,m2,0.4769462228581502
2021.Feldkirchen,GDD50,2,m3,0.38569357250151876
2021.Feldkirchen,GDD50,3,m0,0.4291155327296455
2021.Feldkirchen,GDD50,3,m1,0.31541903226572
2021.Feldkirchen,GDD50,3,m2,0.3723057396703555
2021.Feldkirchen,GDD50,3,m3,0.24188441995478566
2021.Feldkirchen,GDD50,4,m0,0.44253435387745627
2021.Feldkirchen,GDD50,4,m1,0.34073230169687885
2021.Feldkirchen,GDD50,4,m2,0.39955814498321446
2021.Feldkirchen,GDD50,4,m3,0.2751980871589298
2021.Feldkirchen,GDD50,5,m0,0.46310728232097664
2021.Feldkirchen,GDD50,5,m1,0.38669918700866757
2021.Feldkirchen,GDD50,5,m2,0.4229052338687184
2021.Feldkirchen,GDD50,5,m3,0.3318626924084984
2021.Feldkirchen,GDD50,6,m0,0.46814985766299283
2021.Feldkirchen,GDD50,6,m1,0.39065054895940265
2021.Feldkirchen,GDD50,6,m2,0.4488008613502589
2021.Feldkirchen,GDD50,6,m3,0.3609474420977955
2021.Feldkirchen,GDD50,7,m0,0.4737076465309827
2021.Feldkirchen,GDD50,7,m1,0.3736257936284911
2021.Feldkirchen,GDD50,7,m2,0.4104854213052831
2021.Feldkirchen,GDD50,7,m3,0.2786384997407174
2021.Feldkirchen,GDD50,8,m0,0.45906704987259417
2021.Feldkirchen,GDD50,8,m1,0.38446745295707807
2021.Feldkirchen,GDD50,8,m2,0.4566972580302584
2021.Feldkirchen,GDD50,8,m3,0.3638154121621787
2021.Feldkirchen,GDD50,9,m0,0.47258070238043964
2021.Feldkirchen,GDD50,9,m1,0.39172817774569274
2021.Feldkirchen,GDD50,9,m2,0.4240842274705707
2021.Feldkirchen,GDD50,9,m3,0.32884888811903235
2021.Feldkirchen,GDD50,10,m0,0.4434341288259073
2021.Feldkirchen,GDD50,10,m1,0.3464956322187993
2021.Feldkirchen,GDD50,10,m2,0.4170916571932542
2021.Feldkirchen,GDD50,10,m3,0.30891635655028393
2021.Feldkirchen,FHB_1,1,m0,0.40446806576419797
2021.Feldkirchen,FHB_1,1,m1,0.35579238132099017
2021.Feldkirchen,FHB_1,1,m2,0.33668609667033383
2021.Feldkirchen,FHB_1,1,m3,0.28607587832407627
2021.Feldkirchen,FHB_1,2,m0,0.4919513866886544
2021.Feldkirchen,FHB_1,2,m1,0.4532587932616001
2021.Feldkirchen,FHB_1,2,m2,0.44809861199971485
2021.Feldkirchen,FHB_1,2,m3,0.40217321087273533
2021.Feldkirchen,FHB_1,3,m0,0.42131466819534946
2021.Feldkirchen,FHB_1,3,m1,0.3724363253197297
2021.Feldkirchen,FHB_1,3,m2,0.3526805975761915
2021.Feldkirchen,FHB_1,3,m3,0.3003015315024356
2021.Feldkirchen,FHB_1,4,m0,0.4084156957170134
2021.Feldkirchen,FHB_1,4,m1,0.3580639458340488
2021.Feldkirchen,FHB_1,4,m2,0.3588548062646801
2021.Feldkirchen,FHB_1,4,m3,0.30639762018570676
2021.Feldkirchen,FHB_1,5,m0,0.4314910431226535
2021.Feldkirchen,FHB_1,5,m1,0.3870461918436556
2021.Feldkirchen,FHB_1,5,m2,0.36731754730197663
2021.Feldkirchen,FHB_1,5,m3,0.32514995709894584
2021.Feldkirchen,FHB_1,6,m0,0.46382995667534455
2021.Feldkirchen,FHB_1,6,m1,0.4232695653996233
2021.Feldkirchen,FHB_1,6,m2,0.4608861384873038
2021.Feldkirchen,FHB_1,6,m3,0.42091702879730625
2021.Feldkirchen,FHB_1,7,m0,0.47142342473221693
2021.Feldkirchen,FHB_1,7,m1,0.4201113855102821
2021.Feldkirchen,FHB_1,7,m2,0.3976758041386352
2021.Feldkirchen,FHB_1,7,m3,0.336555571222599
2021.Feldkirchen,FHB_1,8,m0,0.4810732011947087
2021.Feldkirchen,FHB_1,8,m1,0.4490309815746374
2021.Feldkirchen,FHB_1,8,m2,0.43488137711526986
2021.Feldkirchen,FHB_1,8,m3,0.39267911465835653
2021.Feldkirchen,FHB_1,9,m0,0.3719919946099368
2021.Feldkirchen,FHB_1,9,m1,0.31961588857460044
2021.Feldkirchen,FHB_1,9,m2,0.30803589681782045
2021.Feldkirchen,FHB_1,9,m3,0.2685797071448219
2021.Feldkirchen,FHB_1,10,m0,0.44226546192809496
2021.Feldkirchen,FHB_1,10,m1,0.39100624384783117
2021.Feldkirchen,FHB_1,10,m2,0.3908027395805449
2021.Feldkirchen,FHB_1,10,m3,0.335688348784623
2020.Vollebekk,AUDPC,1,m0,0.4530289871105386
2020.Vollebekk,AUDPC,1,m1,0.2948976602111335
2020.Vollebekk,AUDPC,1,m2,0.4491130071205647
2020.Vollebekk,AUDPC,1,m3,0.2596985635911028
2020.Vollebekk,AUDPC,2,m0,0.48791254684730334
2020.Vollebekk,AUDPC,2,m1,0.33752448933916873
2020.Vollebekk,AUDPC,2,m2,0.48530191381126253
2020.Vollebekk,AUDPC,2,m3,0.3047455853232359
2020.Vollebekk,AUDPC,3,m0,0.47336387157402804
2020.Vollebekk,AUDPC,3,m1,0.32628982063822426
2020.Vollebekk,AUDPC,3,m2,0.4672492029043931
2020.Vollebekk,AUDPC,3,m3,0.28270563434417617
2020.Vollebekk,AUDPC,4,m0,0.4880733369347011
2020.Vollebekk,AUDPC,4,m1,0.3404190102812512
2020.Vollebekk,AUDPC,4,m2,0.48215797733658494
2020.Vollebekk,AUDPC,4,m3,0.29754845997194895
2020.Vollebekk,AUDPC,5,m0,0.47002098664155295
2020.Vollebekk,AUDPC,5,m1,0.3333202114319273
2020.Vollebekk,AUDPC,5,m2,0.46245053672696573
2020.Vollebekk,AUDPC,5,m3,0.2906148726974899
2020.Vollebekk,AUDPC,6,m0,0.477805639898761
2020.Vollebekk,AUDPC,6,m1,0.33736427256905743
2020.Vollebekk,AUDPC,6,m2,0.4737581975022461
2020.Vollebekk,AUDPC,6,m3,0.3005799064057004
2020.Vollebekk,AUDPC,7,m0,0.5017560340328234
2020.Vollebekk,AUDPC,7,m1,0.36622282989737126
2020.Vollebekk,AUDPC,7,m2,0.49625584980931314
2020.Vollebekk,AUDPC,7,m3,0.3254701493452419
2020.Vollebekk,AUDPC,8,m0,0.5003201925003135
2020.Vollebekk,AUDPC,8,m1,0.36087268851564486
2020.Vollebekk,AUDPC,8,m2,0.49758730413433283
2020.Vollebekk,AUDPC,8,m3,0.32572465125514855
2020.Vollebekk,AUDPC,9,m0,0.4969962107209123
2020.Vollebekk,AUDPC,9,m1,0.3529788422473784
2020.Vollebekk,AUDPC,9,m2,0.49276238113078064
2020.Vollebekk,AUDPC,9,m3,0.31569909379189626
2020.Vollebekk,AUDPC,10,m0,0.495787020356301
2020.Vollebekk,AUDPC,10,m1,0.35743843319684093
2020.Vollebekk,AUDPC,10,m2,0.4908098339131526
2020.Vollebekk,AUDPC,10,m3,0.31910524466192325
2020.Vollebekk,Angle,1,m0,0.5664804526938096
2020.Vollebekk,Angle,1,m1,0.35003774602500526
2020.Vollebekk,Angle,1,m2,0.5609439268283484
2020.Vollebekk,Angle,1,m3,0.2946326941705574
2020.Vollebekk,Angle,2,m0,0.5879445479367946
2020.Vollebekk,Angle,2,m1,0.37628050767922744
2020.Vollebekk,Angle,2,m2,0.5842281159636202
2020.Vollebekk,Angle,2,m3,0.3282205504967916
2020.Vollebekk,Angle,3,m0,0.5684436366776666
2020.Vollebekk,Angle,3,m1,0.3599717592291384
2020.Vollebekk,Angle,3,m2,0.5593908887914626
2020.Vollebekk,Angle,3,m3,0.29170911808948036
2020.Vollebekk,Angle,4,m0,0.5857707130556649
2020.Vollebekk,Angle,4,m1,0.37186237726136673
2020.Vollebekk,Angle,4,m2,0.5782032263937663
2020.Vollebekk,Angle,4,m3,0.30820028178356945
2020.Vollebekk,Angle,5,m0,0.5685032985940219
2020.Vollebekk,Angle,5,m1,0.3796789797387719
2020.Vollebekk,Angle,5,m2,0.5595005004110283
2020.Vollebekk,Angle,5,m3,0.3155522740261318
2020.Vollebekk,Angle,6,m0,0.5797933538372146
2020.Vollebekk,Angle,6,m1,0.3835619971182338
2020.Vollebekk,Angle,6,m2,0.5727309695549023
2020.Vollebekk,Angle,6,m3,0.3268949132784782
2020.Vollebekk,Angle,7,m0,0.5855609180489468
2020.Vollebekk,Angle,7,m1,0.388188989859879
2020.Vollebekk,Angle,7,m2,0.5775540335827578
2020.Vollebekk,Angle,7,m3,0.3241285278175487
2020.Vollebekk,Angle,8,m0,0.5868992996551206
2020.Vollebekk,Angle,8,m1,0.38350667687986456
2020.Vollebekk,Angle,8,m2,0.5817962329868579
2020.Vollebekk,Angle,8,m3,0.32713914360471874
2020.Vollebekk,Angle,9,m0,0.5977526924033458
2020.Vollebekk,Angle,9,m1,0.4007401461351019
2020.Vollebekk,Angle,9,m2,0.5920925998756946
2020.Vollebekk,Angle,9,m3,0.3453242416280216
2020.Vollebekk,Angle,10,m0,0.6007011061690217
2020.Vollebekk,Angle,10,m1,0.40654259868814874
2020.Vollebekk,Angle,10,m2,0.5933297735412046
2020.Vollebekk,Angle,10,m3,0.3467793048443764
2020.Vollebekk,GDD50,1,m0,0.5317292796155572
2020.Vollebekk,GDD50,1,m1,0.42117637919099565
2020.Vollebekk,GDD50,1,m2,0.5249993955578667
2020.Vollebekk,GDD50,1,m3,0.38265688512646706
2020.Vollebekk,GDD50,2,m0,0.5187338488768888
2020.Vollebekk,GDD50,2,m1,0.41191469697585126
2020.Vollebekk,GDD50,2,m2,0.5092820669575533
2020.Vollebekk,GDD50,2,m3,0.3733665265353356
2020.Vollebekk,GDD50,3,m0,0.5075985666811972
2020.Vollebekk,GDD50,3,m1,0.38694155732465885
2020.Vollebekk,GDD50,3,m2,0.4966880030800534
2020.Vollebekk,GDD50,3,m3,0.33600224451892496
2020.Vollebekk,GDD50,4,m0,0.5298451008239714
2020.Vollebekk,GDD50,4,m1,0.42522418958641
2020.Vollebekk,GDD50,4,m2,0.5211453514456587
2020.Vollebekk,GDD50,4,m3,0.3848447119752713
2020.Vollebekk,GDD50,5,m0,0.5137004657366822
2020.Vollebekk,GDD50,5,m1,0.41043265618390945
2020.Vollebekk,GDD50,5,m2,0.5065086792636474
2020.Vollebekk,GDD50,5,m3,0.37021667954136755
2020.Vollebekk,GDD50,6,m0,0.5148947521529386
2020.Vollebekk,GDD50,6,m1,0.39375211333948423
2020.Vollebekk,GDD50,6,m2,0.5080174476878828
2020.Vollebekk,GDD50,6,m3,0.35503273866672597
2020.Vollebekk,GDD50,7,m0,0.5082201161320944
2020.Vollebekk,GDD50,7,m1,0.3906212669354701
2020.Vollebekk,GDD50,7,m2,0.4979417922810581
2020.Vollebekk,GDD50,7,m3,0.34499523616625105
2020.Vollebekk,GDD50,8,m0,0.5229863031096644
2020.Vollebekk,GDD50,8,m1,0.4309010858668306
2020.Vollebekk,GDD50,8,m2,0.5129207711897463
2020.Vollebekk,GDD50,8,m3,0.3875321273552976
2020.Vollebekk,GDD50,9,m0,0.4741043577788285
2020.Vollebekk,GDD50,9,m1,0.35172054853077517
2020.Vollebekk,GDD50,9,m2,0.46167796469250105
2020.Vollebekk,GDD50,9,m3,0.299949665868225
2020.Vollebekk,GDD50,10,m0,0.500203941106243
2020.Vollebekk,GDD50,10,m1,0.3829899113963348
2020.Vollebekk,GDD50,10,m2,0.4881775780409139
2020.Vollebekk,GDD50,10,m3,0.3346789447391771
2020.Vollebekk,FHB_1,1,m0,0.5087081540179806
2020.Vollebekk,FHB_1,1,m1,0.3228408219745196
2020.Vollebekk,FHB_1,1,m2,0.504104820113348
2020.Vollebekk,FHB_1,1,m3,0.2784569936992643
2020.Vollebekk,FHB_1,2,m0,0.5377259231536496
2020.Vollebekk,FHB_1,2,m1,0.35880817478155097
2020.Vollebekk,FHB_1,2,m2,0.5346557863288762
2020.Vollebekk,FHB_1,2,m3,0.31885689941952744
2020.Vollebekk,FHB_1,3,m0,0.5204675811106746
2020.Vollebekk,FHB_1,3,m1,0.3447953210226917
2020.Vollebekk,FHB_1,3,m2,0.5128662315529066
2020.Vollebekk,FHB_1,3,m3,0.28968308267050064
2020.Vollebekk,FHB_1,4,m0,0.5373276562987787
2020.Vollebekk,FHB_1,4,m1,0.35924404504163027
2020.Vollebekk,FHB_1,4,m2,0.5305542596736329
2020.Vollebekk,FHB_1,4,m3,0.30647164275588307
2020.Vollebekk,FHB_1,5,m0,0.5181371321634254
2020.Vollebekk,FHB_1,5,m1,0.3565520562977176
2020.Vollebekk,FHB_1,5,m2,0.5098089958825978
2020.Vollebekk,FHB_1,5,m3,0.30384174840877676
2020.Vollebekk,FHB_1,6,m0,0.5274557901442911
2020.Vollebekk,FHB_1,6,m1,0.36084664500822416
2020.Vollebekk,FHB_1,6,m2,0.5218869072890289
2020.Vollebekk,FHB_1,6,m3,0.31455485539003686
2020.Vollebekk,FHB_1,7,m0,0.5440072355594967
2020.Vollebekk,FHB_1,7,m1,0.38012844080475133
2020.Vollebekk,FHB_1,7,m2,0.5372821032836301
2020.Vollebekk,FHB_1,7,m3,0.32862795235710673
2020.Vollebekk,FHB_1,8,m0,0.5438533256776689
2020.Vollebekk,FHB_1,8,m1,0.3752939999025882
2020.Vollebekk,FHB_1,8,m2,0.5400733338650825
2020.Vollebekk,FHB_1,8,m3,0.33049265338294437
2020.Vollebekk,FHB_1,9,m0,0.5472158843932846
2020.Vollebekk,FHB_1,9,m1,0.37841913737408
2020.Vollebekk,FHB_1,9,m2,0.5423440735982147
2020.Vollebekk,FHB_1,9,m3,0.33263964091385273
2020.Vollebekk,FHB_1,10,m0,0.5494526874886387
2020.Vollebekk,FHB_1,10,m1,0.38554180416403966
2020.Vollebekk,FHB_1,10,m2,0.5433373452801302
2020.Vollebekk,FHB_1,10,m3,0.3373710056501858
2021.Vollebekk,AUDPC,1,m0,0.4604946437327783
2021.Vollebekk,AUDPC,1,m1,0.4604010393960943
2021.Vollebekk,AUDPC,1,m2,0.43787941195023666
2021.Vollebekk,AUDPC,1,m3,0.43690685506241617
2021.Vollebekk,AUDPC,2,m0,0.47894460581610904
2021.Vollebekk,AUDPC,2,m1,0.481260198657135
2021.Vollebekk,AUDPC,2,m2,0.4561459703646634
2021.Vollebekk,AUDPC,2,m3,0.45878111858840853
2021.Vollebekk,AUDPC,3,m0,0.44557641062445874
2021.Vollebekk,AUDPC,3,m1,0.44779576470352567
2021.Vollebekk,AUDPC,3,m2,0.4195737856761259
2021.Vollebekk,AUDPC,3,m3,0.42249105078596655
2021.Vollebekk,AUDPC,4,m0,0.4641115206199207
2021.Vollebekk,AUDPC,4,m1,0.4632487886357288
2021.Vollebekk,AUDPC,4,m2,0.44252487020672504
2021.Vollebekk,AUDPC,4,m3,0.4419357851592962
2021.Vollebekk,AUDPC,5,m0,0.45948876225173646
2021.Vollebekk,AUDPC,5,m1,0.46031121088365484
2021.Vollebekk,AUDPC,5,m2,0.44188560274548033
2021.Vollebekk,AUDPC,5,m3,0.44043501409208313
2021.Vollebekk,AUDPC,6,m0,0.47671670440058667
2021.Vollebekk,AUDPC,6,m1,0.48038998211339123
2021.Vollebekk,AUDPC,6,m2,0.4551230191492401
2021.Vollebekk,AUDPC,6,m3,0.45614803601299764
2021.Vollebekk,AUDPC,7,m0,0.484849527155526
2021.Vollebekk,AUDPC,7,m1,0.48441919630327296
2021.Vollebekk,AUDPC,7,m2,0.4584772177690085
2021.Vollebekk,AUDPC,7,m3,0.4551967039725834
2021.Vollebekk,AUDPC,8,m0,0.4509475155532935
2021.Vollebekk,AUDPC,8,m1,0.452252295380731
2021.Vollebekk,AUDPC,8,m2,0.4284507007991295
2021.Vollebekk,AUDPC,8,m3,0.42963851432043476
2021.Vollebekk,AUDPC,9,m0,0.49835325514061724
2021.Vollebekk,AUDPC,9,m1,0.502197805210932
2021.Vollebekk,AUDPC,9,m2,0.47763948083123325
2021.Vollebekk,AUDPC,9,m3,0.4795799201393454
2021.Vollebekk,AUDPC,10,m0,0.46965312946720705
2021.Vollebekk,AUDPC,10,m1,0.4705247203431078
2021.Vollebekk,AUDPC,10,m2,0.44248554776085286
2021.Vollebekk,AUDPC,10,m3,0.4437088219339471
2021.Vollebekk,Angle,1,m0,0.4525894051465228
2021.Vollebekk,Angle,1,m1,0.4528747611338492
2021.Vollebekk,Angle,1,m2,0.43974404176050985
2021.Vollebekk,Angle,1,m3,0.43560383705740496
2021.Vollebekk,Angle,2,m0,0.47201654713303826
2021.Vollebekk,Angle,2,m1,0.47596497264730453
2021.Vollebekk,Angle,2,m2,0.45891977143172524
2021.Vollebekk,Angle,2,m3,0.45910410096683885
2021.Vollebekk,Angle,3,m0,0.4355407664126062
2021.Vollebekk,Angle,3,m1,0.44156355792521973
2021.Vollebekk,Angle,3,m2,0.41920966774830193
2021.Vollebekk,Angle,3,m3,0.42201548304717645
2021.Vollebekk,Angle,4,m0,0.45794241946833336
2021.Vollebekk,Angle,4,m1,0.4568199979554476
2021.Vollebekk,Angle,4,m2,0.4452469968458044
2021.Vollebekk,Angle,4,m3,0.44115596339135976
2021.Vollebekk,Angle,5,m0,0.46369864877597217
2021.Vollebekk,Angle,5,m1,0.46254858822325856
2021.Vollebekk,Angle,5,m2,0.45517888334371126
2021.Vollebekk,Angle,5,m3,0.44856801421056014
2021.Vollebekk,Angle,6,m0,0.472536542718275
2021.Vollebekk,Angle,6,m1,0.47519849427059735
2021.Vollebekk,Angle,6,m2,0.4606532405478607
2021.Vollebekk,Angle,6,m3,0.45693612755339047
2021.Vollebekk,Angle,7,m0,0.4850693750662559
2021.Vollebekk,Angle,7,m1,0.48376906765639943
2021.Vollebekk,Angle,7,m2,0.4699344738758966
2021.Vollebekk,Angle,7,m3,0.4622978556462263
2021.Vollebekk,Angle,8,m0,0.44418582243215154
2021.Vollebekk,Angle,8,m1,0.44845198656790297
2021.Vollebekk,Angle,8,m2,0.43128344912380645
2021.Vollebekk,Angle,8,m3,0.431625334194904
2021.Vollebekk,Angle,9,m0,0.49426909872102764
2021.Vollebekk,Angle,9,m1,0.49713010173225397
2021.Vollebekk,Angle,9,m2,0.4827450698019946
2021.Vollebekk,Angle,9,m3,0.4803118631867582
2021.Vollebekk,Angle,10,m0,0.4592091651471791
2021.Vollebekk,Angle,10,m1,0.46197790147407175
2021.Vollebekk,Angle,10,m2,0.4437009104351645
2021.Vollebekk,Angle,10,m3,0.4426077147653903
2021.Vollebekk,GDD50,1,m0,0.343776633547036
2021.Vollebekk,GDD50,1,m1,0.34112072930821247
2021.Vollebekk,GDD50,1,m2,0.3307849985171751
2021.Vollebekk,GDD50,1,m3,0.33161744419129546
2021.Vollebekk,GDD50,2,m0,0.411535851189401
2021.Vollebekk,GDD50,2,m1,0.410292328694662
2021.Vollebekk,GDD50,2,m2,0.39247875161629336
2021.Vollebekk,GDD50,2,m3,0.3941071190264588
2021.Vollebekk,GDD50,3,m0,0.3772322127345358
2021.Vollebekk,GDD50,3,m1,0.38058629391092064
2021.Vollebekk,GDD50,3,m2,0.35923532997687196
2021.Vollebekk,GDD50,3,m3,0.36487333236505
2021.Vollebekk,GDD50,4,m0,0.4102277696618306
2021.Vollebekk,GDD50,4,m1,0.4066693948102423
2021.Vollebekk,GDD50,4,m2,0.3840687797892508
2021.Vollebekk,GDD50,4,m3,0.38361799235731053
2021.Vollebekk,GDD50,5,m0,0.3912944752466875
2021.Vollebekk,GDD50,5,m1,0.3892234429886687
2021.Vollebekk,GDD50,5,m2,0.37674734558316925
2021.Vollebekk,GDD50,5,m3,0.37684814812441625
2021.Vollebekk,GDD50,6,m0,0.3326226815229977
2021.Vollebekk,GDD50,6,m1,0.32948671446549066
2021.Vollebekk,GDD50,6,m2,0.32436436735884416
2021.Vollebekk,GDD50,6,m3,0.3239766381261864
2021.Vollebekk,GDD50,7,m0,0.37874176473342414
2021.Vollebekk,GDD50,7,m1,0.37646824063157547
2021.Vollebekk,GDD50,7,m2,0.36781754161981234
2021.Vollebekk,GDD50,7,m3,0.36900781544690003
2021.Vollebekk,GDD50,8,m0,0.3398601074137197
2021.Vollebekk,GDD50,8,m1,0.338536082796313
2021.Vollebekk,GDD50,8,m2,0.3196976014709154
2021.Vollebekk,GDD50,8,m3,0.3218552815156587
2021.Vollebekk,GDD50,9,m0,0.3638671741875448
2021.Vollebekk,GDD50,9,m1,0.36307507135818845
2021.Vollebekk,GDD50,9,m2,0.34236114823348207
2021.Vollebekk,GDD50,9,m3,0.342915144649413
2021.Vollebekk,GDD50,10,m0,0.42330695687458725
2021.Vollebekk,GDD50,10,m1,0.42135820198250407
2021.Vollebekk,GDD50,10,m2,0.39391949451074787
2021.Vollebekk,GDD50,10,m3,0.3939879525780879
2021.Vollebekk,FHB_1,1,m0,0.4568952502533486
2021.Vollebekk,FHB_1,1,m1,0.45761487692185604
2021.Vollebekk,FHB_1,1,m2,0.43954960242461805
2021.Vollebekk,FHB_1,1,m3,0.43734643097089854
2021.Vollebekk,FHB_1,2,m0,0.4759092473020652
2021.Vollebekk,FHB_1,2,m1,0.479652022054979
2021.Vollebekk,FHB_1,2,m2,0.4583277835342604
2021.Vollebekk,FHB_1,2,m3,0.46007116112220925
2021.Vollebekk,FHB_1,3,m0,0.44121490755261544
2021.Vollebekk,FHB_1,3,m1,0.4458931454034201
2021.Vollebekk,FHB_1,3,m2,0.4203533109579922
2021.Vollebekk,FHB_1,3,m3,0.42357847960189465
2021.Vollebekk,FHB_1,4,m0,0.4613799672224764
2021.Vollebekk,FHB_1,4,m1,0.46091176186940347
2021.Vollebekk,FHB_1,4,m2,0.44457903694682144
2021.Vollebekk,FHB_1,4,m3,0.44255745324757695
2021.Vollebekk,FHB_1,5,m0,0.46221717142413954
2021.Vollebekk,FHB_1,5,m1,0.46267886096504196
2021.Vollebekk,FHB_1,5,m2,0.449524242298717
2021.Vollebekk,FHB_1,5,m3,0.4458551608092346
2021.Vollebekk,FHB_1,6,m0,0.4754529240777115
2021.Vollebekk,FHB_1,6,m1,0.4792005278506959
2021.Vollebekk,FHB_1,6,m2,0.4591008883270222
2021.Vollebekk,FHB_1,6,m3,0.45807690092325937
2021.Vollebekk,FHB_1,7,m0,0.4853934255014048
2021.Vollebekk,FHB_1,7,m1,0.4851341104552494
2021.Vollebekk,FHB_1,7,m2,0.4650851812378324
2021.Vollebekk,FHB_1,7,m3,0.45997558768826263
2021.Vollebekk,FHB_1,8,m0,0.4478799579746191
2021.Vollebekk,FHB_1,8,m1,0.45126486172108626
2021.Vollebekk,FHB_1,8,m2,0.4305999215460931
2021.Vollebekk,FHB_1,8,m3,0.4317224881415098
2021.Vollebekk,FHB_1,9,m0,0.4970762842337653
2021.Vollebekk,FHB_1,9,m1,0.5009663989512347
2021.Vollebekk,FHB_1,9,m2,0.48134915205312523
2021.Vollebekk,FHB_1,9,m3,0.48136607573163703
2021.Vollebekk,FHB_1,10,m0,0.46482648844440294
2021.Vollebekk,FHB_1,10,m1,0.46719147945483047
2021.Vollebekk,FHB_1,10,m2,0.4439084498235083
2021.Vollebekk,FHB_1,10,m3,0.4443232035484437
