Geno,family,S_number,S_fresh,S_dry,B_weight,B_height,B_width,B_shape,H_cluster,H_rachis,P_cluster_weight,P_cluster_loss,P_rachis_weight,P_rachis_loss
G_23,jardin,1.240740740740747,0.01147259259259269,0.00310181481481328,3.0120228237433007,2.1217634000720547,1.561688618608065,1.3573916317839338,729.5487194715206,16.030106397112817,609.6185207858562,3.0212478828636633,11.904142025463058,21.267299760500823
G_5.1.111,406,2.23333333333337,0.13020333333334483,0.07209333333333759,1.200738352378676,1.5065770830658909,1.3518173955935493,1.1292510744127655,371.4463000708756,12.685569434878133,438.7077978174633,3.805652208052658,12.321808029425627,15.876990823945714
G_5.1.123,406,2.7500000000001954,0.03301999999999912,0.01041499999999992,1.7327904482663723,1.6194126146289676,1.447983057447653,1.1293973755555422,403.6116277653222,10.864837188889233,NA,NA,NA,NA
G_5.1.125,406,1.4666666666666508,0.02983666666666704,0.00948500000000071,2.4827942968813224,NA,NA,NA,538.9777033425405,12.393291943252324,327.7116329295754,4.703591885384819,6.240456026346571,60.98778196389429
G_5.1.126,406,0.7374999999999492,0.00293000000000032,0.0013049999999998,4.062422137107256,2.5314895903750987,1.6071471222822025,1.5583712889277657,383.5843605016278,8.80894684181844,NA,NA,NA,NA
G_5.1.129,406,0.5599999999999669,0.00262399999999836,4.459999999988094e-4,1.718572607159421,1.8151028825372328,1.3774016716240751,1.315012450895132,264.2161093325912,9.32125477138962,NA,NA,NA,NA
G_5.1.130,406,1.04444444444447,0.01545999999999825,0.00632777777777725,2.9618183511697076,1.9545669286923328,1.6346986941540695,1.2047264386256324,348.9378334555089,8.285846967076289,478.9101800095886,4.529945417333543,8.888378823386965,1.241700871563676
G_5.1.133,406,1.3250000000002342,0.01795499999999137,0.00467749999999467,1.9164397736564225,1.803661377571685,1.384934306192806,1.3070698960976996,317.0420045847478,7.778070290318238,NA,NA,NA,NA
G_5.1.135,406,1.149999999999974,0.00908500000000317,0.00310000000000091,1.159465876871514,1.4572769479656031,1.2403371152229683,1.1783227262202942,311.2119060085754,8.247334014307842,237.0731574049771,3.27508997984271,6.744076822446033,23.18461378053818
G_5.1.137,406,1.4875000000000589,0.01678249999999297,0.00494124999999678,1.8415091789701683,1.6431462124006695,1.43628576504738,1.1494817282618237,319.2716116314748,10.292267566890413,289.9395084662062,2.9076926339904303,7.473288823814385,37.907045605162715
G_5.1.138,406,0.19999999999988827,3.4600000000439314e-4,7.000000000157618e-5,0.7854641930185897,1.438220283754292,1.1439597215308277,1.2581037261637626,245.55341833486744,8.358734926056183,NA,NA,NA,NA
G_5.1.140,406,0.4999999999999024,0.00246666666666523,4.8333333333265126e-4,1.907294366073769,1.9766466344981235,1.3194621087881504,1.4872302323769346,252.09189712813924,8.150875387675182,NA,NA,NA,NA
G_5.1.142,406,2.300000000000085,0.1158325000000084,0.06440375000000495,1.4603956130431437,1.6824447111322938,1.3679036615127926,1.2444546190731038,497.8519343908903,10.837074618796173,445.1055653127008,3.676434389003635,9.180416019747392,20.86575172620969
G_5.1.145,406,0.5666666666666155,0.00856000000000746,0.00185666666666848,2.158919733533552,1.7427677929147136,1.4299290408385614,1.230871169728772,419.7493872818426,10.49209020748447,NA,NA,NA,NA
G_5.1.148,406,1.622222222222297,0.01242444444444611,0.00565111111111124,2.207743022419145,2.124566736151447,1.4517466804395092,1.4582754528468695,401.9679175697956,9.14362225858083,489.3423951672791,3.0430428865670245,7.804766424396025,30.538300223070408
G_5.1.149,411,0.399999999999804,0.00139222222222929,2.722222222263956e-4,0.6316703192834967,1.3983305357286169,1.2008689099585084,1.1788210344998462,165.27439819072765,6.349913002678445,146.4513687493157,6.326734367584867,5.286912024179478,52.027017598889394
G_5.1.151,406,1.466666666666656,0.12437666666665648,0.0667944444444384,3.340621453835813,1.836424515265709,1.5660783225906585,1.1669524422593511,441.1613634160601,13.299882103356804,337.01162973977586,4.065678995574329,8.290843225456612,54.56129119154744
G_5.1.152,406,0.6444444444445263,0.00364888888888455,8.066666666640895e-4,1.7356971183685517,1.694159963781659,1.3553633966821648,1.2596269564231442,450.1138073205415,8.660658942017113,402.4800893152373,2.908100983644983,8.00915842490963,20.776852057086067
G_5.1.153,406,1.3777777777779048,0.01506111111110936,0.00279222222222207,1.479267328227598,1.9576038955822617,1.2324124500377716,1.570884651263829,242.6906372615991,6.581970925443306,205.33548080102696,6.374317787993038,6.237555226825251,36.61833245858555
G_5.1.155,406,1.4721557306529578e-13,1.8127860323957634e-15,2.576931723563547e-15,1.595510351391213,1.5867859563122138,1.390925243921504,1.143006334045462,300.710549872646,8.726643093990512,NA,NA,NA,NA
G_5.1.156,406,0.4600000000000072,0.00195799999999891,3.45999999999519e-4,1.6456798112361994,1.7136881757497937,1.3212718650798871,1.302456728365312,384.9611825087269,13.808533997224393,234.4385488907174,4.645772514955069,7.552473624361603,47.08101457380279
G_5.1.160,406,2.000000000000053,0.10708222222222394,0.06066111111111213,1.9940182468812324,1.754798250558675,1.4390226802389754,1.217629372941277,689.1931863130269,13.826222061852048,613.2583233618147,3.5144203646161003,8.987896708472793,38.104317357401854
G_5.1.161,406,0.5888888888889042,0.0031811111111092,8.288888888871243e-4,1.80046312127082,1.6978228563488855,1.343865685584983,1.281836349940516,482.1862101981936,12.493381576055263,514.2462350641324,4.687452480340768,9.335333622651175,24.36770741281541
G_5.1.162,406,1.13333333333317,0.01475222222220146,0.00641222222221078,2.225961810060507,1.8232585315655725,1.5034598479277248,1.2197656341163932,397.1892818050049,10.346281761870925,455.23726945675514,3.721284886240535,9.481386691758274,17.37843435746268
G_5.1.165,406,0.3000000000000784,0.00141166666668122,3.4166666667576366e-4,0.43311522946340375,1.2157036365203735,1.117085976218961,1.1005045290032094,234.57805151279456,9.553595640477948,207.84625526637444,4.814740870264391,6.5953813616189905,40.87779575187203
G_5.1.167,self,2.0583333333334664,0.09348750000000496,0.05859333333333686,1.7877474513208926,1.862757476363191,1.4899210391814597,1.2433953983326167,352.9832511649052,11.056482810689866,412.94035515047216,4.556792337730084,7.956361058625564,37.10134944182792
G_5.1.169,self,1.8962609260597674e-13,2.491062911502695e-15,1.182214048878194e-15,0.6507971607156251,1.3864277021534324,1.339041511601555,1.0518625280138272,209.87962188918493,9.596815405793228,292.35854633885447,5.359296917410925,8.472783383650292,26.143872548020433
G_5.1.172,411,0.5444444444446015,0.00844333333333243,0.00231555555555627,0.973567891723384,1.3438445348375172,1.2791208780322203,1.0654163934646668,237.9109234770067,10.582858352021605,201.2262510132644,6.79478137420138,6.7758976271000915,52.10951626040486
G_5.1.173,411,2.200000000000112,0.14696083333334972,0.0897258333333425,3.865049879232698,2.049224967131602,1.6429248650340382,1.2233185429051734,533.9588166205906,14.620673557028931,594.0071920964401,4.449692520517942,12.051614548596662,18.825115385996757
G_5.1.63,self,0.9000000000001516,0.00810555555556427,0.001710000000004,2.0746570997903993,1.817647419905554,1.441779444996018,1.2668720666727804,338.44138829072955,9.188531159000366,326.3462382539835,5.165798720054281,8.277446423541098,25.914630561768764
G_5.1.64,406,0.6777777777776776,0.00338888888889165,7.388888888915398e-4,0.7070424854673072,1.2970910947666427,1.1695158181826406,1.116398590456269,252.82450217057237,11.394471078856409,341.4000978214658,4.703898771682221,12.90479256061496,1.768820692565189
G_5.1.75,self,-1.3877787807814457e-13,3.660266534311063e-15,1.353951672999898e-15,0.01620041749413703,1.0548379347720107,0.9590751554184622,1.1247318429151572,213.20882163083135,12.718536349295764,NA,NA,NA,NA
G_5.1.78,406,1.4799999999999909,0.10433799999999048,0.05740999999999569,2.818236420825683,2.102815757728977,1.8034050372610495,1.167593804249592,865.7063844943746,14.147388203848791,NA,NA,NA,NA
G_5.1.81,406,1.6250000000001132,0.00994749999999757,0.00300749999999885,1.1999947314874058,1.513919921473561,1.3429203050704772,1.1342387487770489,553.5673884221436,11.024127502900278,445.34513977351776,3.3116306651075837,7.371021737943952,44.78123317233127
G_5.1.83,406,0.8444444444444763,0.00331111111111033,9.866666666669662e-4,2.7529003245455335,1.994165848339832,1.522467663284854,1.3115229548303151,322.4824808326157,10.493052476481576,318.1991233600827,2.9013388827430258,10.27911762367755,20.323017268450805
G_5.1.84,406,0.5625000000001134,0.00192499999999906,5.475000000003134e-4,0.2926450112070529,1.2324557847641922,1.0300356926016396,1.1973480744250424,133.8745549337765,5.1219729044051086,NA,NA,NA,NA
G_5.1.90,406,-1.241229341530925e-13,1.5161483180037294e-15,2.0729945537922842e-16,0.42864700762019536,1.2055146453941796,1.1136384873966276,1.0990676911091748,172.7217876651307,9.822221351924089,NA,NA,NA,NA
G_5.1.93,406,1.9000000000000723,0.01470125000000111,0.00581875000000118,2.2834406798167697,1.8537508616566225,1.500897602627031,1.2452504317697717,462.01057069093383,13.375752845369393,571.0231701642653,5.365473531158195,10.875861359337518,44.13118943516304
G_5.10.103,929,2.1250000000001292,0.10338250000001828,0.02588250000000486,1.2158218386976976,1.6313029314552323,1.2966939291914426,1.2623943268444862,298.8233644161467,7.146334008339014,318.4590708717716,3.1988634376668195,7.103669360249688,19.31429891976302
G_5.10.104,929,1.6999999999998716,0.0934316666666574,0.02731333333333025,2.4326379382091683,NA,NA,NA,353.23227306302033,10.22482278311924,422.1308563376997,3.488761698250091,10.502888024293435,-9.502388830733778
G_5.10.106,929,2.500000000000191,0.1464975000000056,0.03994500000000605,1.6551097183007804,1.5973598364420103,1.31788030679339,1.214415185377696,328.9549030852917,9.070662389376691,522.8193191029927,3.269853601213221,9.525816024635295,14.227411070501002
G_5.10.107,929,2.300000000000122,0.06314999999999744,0.01630799999999658,2.731264014683932,1.8343469417418776,1.593917957035504,1.1590442430361143,590.8464029012139,11.390779103377424,NA,NA,NA,NA
G_5.10.108,929,1.516666666666666,0.04459666666667614,0.01705666666667022,2.513270518043236,1.7443957651541346,1.5475339228412761,1.1306822269626975,325.10962340875267,8.65007162934146,253.68598576962685,3.515942159664758,6.950816024635568,31.77470945113154
G_5.10.130,929,1.7500000000000764,0.08816714285714847,0.02413428571428744,2.1478796267093268,2.1630544244411967,1.382031049538308,1.5352923601429538,541.4321873507528,11.593076035739909,512.5642056201634,3.6003726432072867,8.792618695407919,41.53084640170452
G_5.10.136,929,1.8222222222221471,0.07466333333332116,0.01641999999999506,1.344467428749671,1.4379550527259646,1.4067594538366976,1.0428510909670676,514.9582116945431,13.78236807734872,331.52426864469976,3.2012228572328594,7.426095568744182,56.041706454601965
G_5.10.138,jardin,3.500000000000247,0.32757666666665336,0.1271733333333255,2.604194500354982,1.613855030015655,1.5058557483625667,1.0947656076815278,518.5325697621886,17.14565797020889,538.5943191030054,3.664646836048999,10.62581602463563,24.800847749428147
G_5.10.141,929,2.249999999999992,0.21007666666666897,0.06172666666666832,1.584955069176453,1.4573536605103912,1.4665399558569796,1.023270065932106,299.114550677886,10.942436595708935,383.2218864771822,3.704070789118533,11.345290692214643,18.75092509283276
G_5.10.145,929,1.8749999999999916,0.10223999999999396,0.02949249999999874,3.1402949595203564,1.861788888843684,1.6342161329621836,1.152263027592653,392.26346901167335,11.800911062760502,406.93744858748744,3.747155192582096,11.671984481113707,1.9406950129452092
G_5.10.152,jardin,1.650000000000006,0.107618750000005,0.0258512500000013,1.8843332757822793,1.5969638823026395,1.461638004179819,1.106248421853584,251.20531220797392,8.136415052708756,463.8846914497766,3.776254812988411,10.54653602121392,-3.700159519665284
G_5.10.156,929,2.3000000000001526,0.10970833333332368,0.02925666666666347,0.9868862765480046,1.3609582679113812,1.3008079954399827,1.0699099276324049,382.7517176140109,9.810577312132182,258.38341839544916,2.8191352372250873,7.889674690389944,29.130389240518063
G_5.10.158,929,1.2833333333333663,0.03092999999999941,0.01101499999999996,1.4366858442063726,1.5462135856704498,1.300406783275267,1.2074903415486968,405.78844829056857,9.618651918064351,389.83548080104686,2.8021470101764927,9.27755522682524,16.102966028324236
G_5.10.161,929,0.3166666666666701,0.02589500000000333,0.00705166666666817,3.845055914732471,NA,NA,NA,352.78783559623315,8.648427007813009,374.79368789220155,2.7993214230772048,7.534240027372959,26.67515320659902
G_5.10.168,929,1.7250000000000203,0.19469999999998336,0.06156499999999647,3.4524126729664406,1.771535722177917,1.6353206856373408,1.1030064607334629,356.568900820016,9.400897099530646,NA,NA,NA,NA
G_5.10.173,929,2.6874999999999525,0.09554625000000788,0.02636250000000261,1.7576499204185243,1.8236552606340068,1.3931573767738656,1.2898027742351437,410.63592837770375,8.54042338114982,524.3289308070372,4.465295472019313,7.257032023609734,22.41852223788231
G_5.10.177,929,1.6250000000001124,0.08086250000001256,0.02763500000000554,2.655359549722632,1.9001961473465776,1.496215181744205,1.258404486308378,368.9949067665587,11.3101233081343,NA,NA,NA,NA
G_5.10.18,902,1.1750000000000935,0.0615125000000136,0.01646000000000455,2.6919015882908424,1.9801248023831333,1.5922304702962171,1.2239232765372252,357.18609031549704,7.602697922170744,250.5590708717633,4.99334715542342,7.403669360250245,15.000632153264789
G_5.10.66,jardin,2.7111111111113377,0.07284999999997374,0.01986999999999023,2.845516222925283,1.726513336882749,1.6683138595926292,1.0476192160738351,386.9883414321049,9.523548804957134,380.3671148510162,3.692737828238282,8.955994537122647,14.858372077281835
G_5.10.69,929,1.6999999999997226,0.1938879999999716,0.04861199999999105,1.6658867287829784,1.6745310233308128,1.410854619690176,1.1896544636786777,314.59760140179577,10.85134219657344,NA,NA,NA,NA
G_5.10.71,929,2.0833333333336412,0.10748499999999823,0.03523166666666575,2.2501135992989383,1.775023875627327,1.4936514236601492,1.1948442295346824,378.41653463048704,11.098885833725124,416.1077914377953,8.547335257764987,9.092582427646626,21.840622292310556
G_5.10.73,929,0.16000000000023706,0.02745799999999368,0.00380599999999526,2.1799142496449244,1.5978106717696516,1.4810210473794052,1.0885324943249353,502.3753772437616,12.010754095656145,236.31355846024172,5.368834628380403,7.836312027030955,39.455170841534724
G_5.10.74,jardin,2.339999999999727,0.18157999999997104,0.05370799999998763,2.093288647164983,1.7527525470693202,1.3967212010870365,1.242647563237364,347.1706540054796,10.440920025023852,NA,NA,NA,NA
G_5.10.79,929,2.559999999999671,0.1543179999999808,0.04691199999999301,1.2839608890632417,1.4532309017701348,1.366504673451933,1.08021545375747,444.3872196342883,9.439087782531823,464.0193191029574,3.633242891004485,7.825816024635869,25.949899108776652
G_5.10.82,929,3.566666666666512,0.16903444444444712,0.04424333333333464,4.669691449930547,2.070615801186029,1.874200726342082,1.117180508346152,566.4645046494483,9.767844836633438,389.79580610518315,9.900638124558318,7.265550244424715,35.144665324238396
G_5.10.84,929,3.4200000000002166,0.3073200000000203,0.08424800000000195,1.8908751784976907,1.63610254844903,1.460369117662763,1.123956495788924,552.6352997049485,20.21807347412673,NA,NA,NA,NA
G_5.10.86,929,2.4400000000001385,0.11365199999999546,0.02906600000000295,3.273523105984032,1.8496662337032737,1.690494387215308,1.097798430915453,606.4048923135332,13.92263603288215,538.4846978294376,3.729080350667759,10.40076162299311,32.480557463932186
G_5.10.88,929,1.7625000000000874,0.07246374999999848,0.02395500000000025,1.6712070870992763,1.4616475733502592,1.3944299936298108,1.0624603119285552,406.71239878338366,9.4139362815058,378.4449651996302,2.6790526166433715,7.698918426050083,29.39640106997365
G_5.10.89,929,1.737499999999966,0.12560999999999609,0.03535749999999812,3.0341026882310858,1.7811623419655818,1.695929222533706,1.0697882448027802,452.8435960756858,12.707942111705616,368.5123999520569,3.065259589989086,10.50418562573035,14.819942120246854
G_5.10.91,929,2.049999999999977,0.11754999999998948,0.0348616666666646,1.435712907821594,1.712697727828416,1.3271553345584943,1.29071966415223,300.35239125513573,6.923928549444621,NA,NA,NA,NA
G_5.10.92,929,2.5500000000001397,0.15228999999998566,0.04014833333333003,1.6495359821551954,1.5682439192170283,1.456735876732708,1.0974407754805773,375.261335402222,10.608590551585149,385.2250956949219,2.962939511985408,9.638384026688572,11.784546634486766
G_5.10.93,929,2.883333333333269,0.24385500000000404,0.05758500000000228,2.4857724984562735,1.771548297151508,1.5431660458750738,1.158155409064627,834.6893551863767,20.18718483000324,623.1731542151034,2.938565069012832,12.369464021556055,45.327380747149576
G_5.10.96,929,0.8800000000000845,0.09179599999998972,0.02375599999999754,1.5797741976289776,1.6381074719325237,1.3595500432915522,1.199665980696672,238.0123836545922,7.373746608084957,NA,NA,NA,NA
G_5.10.98,929,2.549999999999913,0.23353749999996987,0.05678874999999236,3.3337170219054,1.9039893854321857,1.6714636996787688,1.1368987637993562,465.5592709965272,11.2764761956878,358.2323999520299,4.305705803479614,8.404185625730275,40.019757884958594
G_5.10.99,929,2.733333333333366,0.22511666666664376,0.0513566666666601,1.3576109020161748,1.532303677538445,1.3464017100313312,1.1551451943975306,504.3665357903813,13.952310890183444,NA,NA,NA,NA
G_5.2.1,900,2.7111111111111823,0.04495888888888822,0.01476333333333316,3.9163126560831873,2.197762315162143,1.70718755510072,1.2902858576961784,486.4288392283695,10.298861390120344,546.1505214640456,3.4005409006942853,10.098832381803028,20.63207875371767
G_5.2.10,900,2.144444444444428,0.02955444444444649,0.01019333333333417,2.725260004286064,2.009550881409735,1.5243414327174425,1.309299589321498,638.8373765701477,12.69556363295256,637.6106542151329,3.589601360563175,9.381964021556064,28.529948998722865
G_5.2.106,411,0.05555555555556912,5.100000000050498e-4,1.04444444446065e-4,0.5976755974884886,1.171216381040629,1.12931836671529,1.0544068322200613,352.16685773885126,9.907645343272607,179.36931910301888,4.364476729505803,5.700816024634858,49.623344084852405
G_5.2.110,self,-3.441691376337985e-14,-9.523631883112673e-15,-3.056582764671134e-15,0.8394134655213441,1.2766818516878162,1.2059975364539133,1.0764248150436684,295.3173535748194,10.46907594995707,295.13660741093724,5.623980819878705,8.293553619229279,30.95241678688373
G_5.2.112,self,0.1333333333332671,7.250000000035804e-4,1.9333333333611865e-4,5.009680046329581,1.2437207222451203,1.1630530375589634,1.0900553931967194,290.2716373894415,7.01962376598113,NA,NA,NA,NA
G_5.2.115,self,2.114444444444561,0.11210444444444592,0.07351777777777667,1.5486980607244754,1.8798617966595927,1.4549028692381656,1.2759905471099489,530.3893717026012,12.74739464778462,339.7708595274963,8.62249341806468,6.327500825183037,56.49652458347147
G_5.2.117,411,0.35000000000008213,0.00236333333332937,6.53333333331332e-4,1.4759193682763003,1.534051702588306,1.3777577209357843,1.12967889663596,289.77952884943056,9.084935249665255,NA,NA,NA,NA
G_5.2.120,411,1.0000000000000304,0.02583000000000065,0.0055050000000001,0.6789221808207144,1.2881295366113612,1.24429668633139,1.0562663282366134,272.69855940396695,6.89434142929381,NA,NA,NA,NA
G_5.2.122,411,2.360000000000113,0.162481999999994,0.09096599999999506,1.7286174584879956,1.901825019893839,1.6723142111370055,1.1498385551209176,253.91106714009516,9.542200515980936,NA,NA,NA,NA
G_5.2.124,self,1.4000000000000583,0.01625888888888822,0.00374777777777757,1.2765210757130825,1.4804696484406563,1.2615306200700245,1.1799136239895638,342.71980267223057,9.3497511207996,377.3893063436443,5.687291297741259,9.292364821077175,27.81598449731
G_5.2.125,411,2.0333333333332435,0.1736416666666749,0.07301000000000264,2.2047351252903056,1.6636506312370196,1.5016916292673093,1.1290257429443131,666.9640644809883,12.108806173041568,428.1943191029948,3.9359894573410537,7.175816024634855,51.942453487317024
G_5.2.13,900,1.3888888888889313,0.00662333333333463,0.0020244444444447,2.0514242326431784,1.711063131963784,1.4501041740867624,1.1815382803904133,371.81816793206593,13.13675393761564,338.16931750810255,3.959740106114913,11.063509624190516,21.561891587367555
G_5.2.131,411,2.5555555555555265,0.10801555555554296,0.04914888888888463,3.142248182296024,1.9658283573969553,1.6663035479056325,1.171781913039427,534.5570875622532,12.964581994444222,578.4677786784955,3.5026011918719497,12.434131224087732,14.68646308611304
G_5.2.132,411,1.428571428571458,0.04032714285714415,0.01117714285714293,2.0300274470436386,1.823519222088874,1.4290599709955667,1.2874630042096762,289.8622964774134,8.993708060894129,NA,NA,NA,NA
G_5.2.134,411,2.544444444444374,0.15576000000001794,0.08230222222222947,1.4965572460463288,1.76129161119569,1.4813594517598208,1.1969291807773084,516.8082464913853,12.733861497413866,607.5491185753741,3.839015874595227,9.954698422342998,32.007304418982834
G_5.2.137,self,-1.423305917569451e-13,-8.120240591047434e-15,-3.0171178055926617e-15,2.4873927974592984,1.109222089605512,1.057137499732871,1.0665491820238486,390.02954251235735,13.53770129090512,190.57893080704372,10.434555915367644,7.9070320236092,43.90017559287212
G_5.2.138,self,2.142730437526552e-13,1.3265430420794644e-14,8.34488728118643e-15,0.6125338334738797,1.2407301161204825,1.1322734847874136,1.1103618617130866,252.1384525276365,11.15877465900006,213.1702707039084,8.715827898945244,8.375099221863877,31.429817549368806
G_5.2.139,406,1.5166666666666144,0.1585016666666844,0.09613333333334254,1.38611347442914,1.7500532186969249,1.332973988146363,1.278989592455556,153.15774513589713,7.754718857188466,NA,NA,NA,NA
G_5.2.147,411,1.2000000000001088,0.00387499999999135,0.00116749999999653,1.7670052238209806,1.7227246689270046,1.4170525708629809,1.2105210511167324,387.4053431900297,11.57778575753562,286.55200527636225,3.743112467680111,6.211176022924321,50.459553091675616
G_5.2.148,self,1.141309269314661e-13,-2.0209528495129807e-15,-1.0456045751450205e-15,2.4678787473555786,1.220033257388403,1.1785637271186074,1.050590937982594,205.50333959698548,9.685822242615448,NA,NA,NA,NA
