gid,S_number,S_fresh,S_dry,B_weight,B_height,B_width,B_shape,H_cluster,H_rachis,P_cluster_weight,P_cluster_loss,P_rachis_weight,P_rachis_loss
gidG_5.5.78,1.9285714285713769,0.09964285714285714,0.046388571428571716,1.6823488409662077,1.6604352455202411,1.4822052245592996,1.1305132493188415,361.41030572099777,13.203058090317509,314.6116276131974,5.181676363932949,9.049434691530369,31.880167004210076
gidG_5.5.8,1.4250000000001046,0.014432499999991516,0.005102499999997264,1.4724802367168186,1.4742535541251809,1.401236960545702,1.0817236030781954,247.40622868871992,6.557460416446057,NA,NA,NA,NA
gidG_5.5.84,0.6000000000000991,0.004875555555551642,0.001097777777776158,1.777042088051829,1.5015431251085467,1.4801465689235709,1.0271012759237008,236.17399924332153,12.863059710738288,206.92060279010929,4.024801503414852,7.814720025091754,37.07343797843666
gidG_5.5.85,2.4666666666667005,0.16225222222222627,0.0865133333333363,2.1681707104782086,1.5462426717380984,1.544921474608938,1.0271342277949116,486.8750112293601,14.72507863380465,478.80009842904894,3.238872368972129,10.202337856022496,38.497459757512004
gidG_5.5.86,0.514285714285843,0.0011085714285653005,3.399999999971928e-4,0.22217323232313602,1.06897481167806,1.0519704235179161,1.0351213905982533,148.11732408150147,8.11726033895086,160.317677761968,8.234830619814812,7.796118883733844,26.95505398827889
gidG_5.5.90,0.30000000000003,5.69999999999609e-4,1.5666666666520326e-4,0.34062812021119804,1.0504541024348943,1.0554489400362308,1.029303195392001,155.49895484183241,7.6382711569363355,173.19753044728975,6.822129071612009,7.638095670813702,11.978698286453294
gidG_5.5.91,5.484501741648273e-14,1.3293185996410273e-14,6.6791190633797015e-15,0.08768993733559816,0.9172970801682816,0.9070102564754043,1.0506903544162152,109.0061278777763,7.697577370231656,NA,NA,NA,NA
gidG_5.5.92,1.5600000000000032,0.007984000000009484,0.0021520000000055926,1.0422183094159894,1.409692780761919,1.2930598263743138,1.1011299210577485,221.51155192784535,7.062287149288601,198.4847020825792,3.3544098425242574,5.853578690846188,25.270905493945495
gidG_5.5.93,2.712500000000155,0.142031249999998,0.07639749999999844,4.211985616682709,2.0586765047023263,1.7389100799806503,1.1794355288515848,595.4400853662478,11.72502751114933,513.433940376536,3.9356747968159977,8.280870426277925,38.44557756724421
gidG_5.5.94,2.683333333333433,0.16693833333333163,0.09192499999999836,0.4458594085871459,1.3793571712133326,1.2517701523660132,1.1246166078778284,403.5996064134649,12.875335861292935,408.559049606253,3.563813273565149,8.93958402098593,29.48229006890308
gidG_5.5.95,0.8428571428571257,0.00968142857143307,0.0037242857142881377,3.959412869957082,1.9809054162525679,1.78626976140843,1.102888862008236,671.72826103346,13.045173872799412,517.2286625665768,3.66351636556851,9.088937168274711,35.83767821546842
gidG_5.5.96,1.1833333333333533,0.007784999999991822,0.0018149999999955524,1.5813483441457352,1.526736691071753,1.362321422979361,1.1309883803432375,289.15090577967743,10.868434023263264,NA,NA,NA,NA
gidG_5.5.97,1.8888888888889857,0.009501111111114265,0.002014444444446424,1.0149742065897918,1.4102061743397645,1.2606934183595893,1.1339872372265989,417.680009512562,12.48668946363077,487.4846914498014,4.529658584218035,12.02153602121392,18.14148772900593
gidG_5.5.98,0.2857142857142976,2.8857142857288166e-4,1.1428571428759998e-4,0.17770344582614106,1.0330911154840103,1.0170906222244467,1.0508737861141864,198.4984096693703,7.718976357946174,186.78470876600562,4.2158439255018205,6.805148368900435,28.077342170912083
gidG_5.5.99,1.1375000000000028,0.008326249999993181,0.002069999999995502,0.614156058823168,1.2009686553788472,1.163486744711145,1.053109951396673,145.87199592798743,8.124019166986173,142.3462455450088,4.5403036182678544,6.010847111288273,35.53268791643341
gidG_5.6.100,1.4249999999999639,0.09075125000000511,0.050487500000003405,1.9972776082294683,1.8601692102588225,1.413793165275215,1.286855180871178,352.96851708064423,10.42471873540594,386.0121798913742,4.515730078848193,9.607516368509506,18.205627458113995
gidG_5.6.103,1.6888888888890012,0.10048666666666342,0.04915777777777673,2.3857553976519688,1.7277438678609989,1.5251997306110374,1.1398752788162083,615.9298764265513,17.589906839491046,735.7351257251512,3.5567085314342304,15.508729623145165,10.679097398548082
gidG_5.6.104,1.474999999999986,0.03825124999999799,0.014621249999998042,2.316734694647363,1.8888014091714624,1.5012114765714648,1.2521872532748541,462.76094634553056,11.932181579194337,475.81546963663607,4.164539293225884,10.721410423711944,13.64690257978484
gidG_5.6.105,1.7333333333333345,0.10201333333332507,0.06177222222221826,1.4817810802886247,1.6801047643052156,1.3797902436997473,1.2166758210950341,352.0070458701375,10.229106540360739,444.22647107394215,4.312406547367415,9.463995455748883,16.498503472228784
gidG_5.6.107,2.1111111111112,0.16967444444445387,0.0984033333333396,1.0140153991538525,1.6134274604676957,1.3223072168089445,1.2195063982691405,596.320908901265,18.724271854066817,778.6145180357062,4.089618694083209,15.647127226483349,26.66438676992795
gidG_5.6.108,2.5091040356528538e-14,9.022296798555374e-15,4.487729632352e-15,0.7743370737239474,1.2765049553651213,1.2137220696161104,1.0622585981559087,430.3283927567902,11.405781273897004,380.05009569490954,6.38915730521163,9.28838402668853,26.359584554793884
gidG_5.6.11,2.3333333333334285,0.112727777777771,0.05280111111110659,3.623547866123671,1.8636176913663078,1.7577693636772858,1.0698952142348053,731.5851713891934,19.400137830708484,542.5866329295769,3.673606855917825,12.24045602634634,43.88817166145033
gidG_5.6.110,2.1222222222222227,0.1443344444444458,0.07236000000000041,2.22017409512551,1.7025921024639001,1.5557316234971585,1.1043538755236604,766.7470078995318,15.340636156738054,1039.256503497631,3.97798318048103,13.142528026004126,23.240255126214862
gidG_5.6.112,0.989999999999995,0.02003000000000239,0.009308000000001777,2.201762245588909,1.6861376079653008,1.4970221884073842,1.1237543476140268,625.8901340318116,13.301204299511259,508.04953642949556,4.6840709581110485,8.540674309665736,39.93353050620821
gidG_5.6.115,0.05000000000007576,9.949999999998571e-4,3.0000000000005717e-4,0.6021138644293509,1.2197316669985518,1.1523625007845595,1.0712543285965226,304.4977929389918,11.679145743297351,210.66777867848992,5.088664248350174,8.894131224088135,32.609731228529164
gidG_5.6.116,0.20000000000002305,2.17499999998573e-4,4.2499999999956635e-5,0.6408091950083143,1.1822203551278507,1.165641490112743,1.041071914554203,293.5503097082009,8.006529704018593,NA,NA,NA,NA
gidG_5.6.118,0.04545454545457939,1.4818181818450522e-4,6.363636363799097e-5,0.871611858898111,1.2600252091294686,1.2336356432793156,1.0407700736911705,334.27182928827875,10.437575848517032,268.9435011666297,5.25900468707819,6.994564140661188,39.33866372951652
gidG_5.6.119,1.1888888888889095,0.11805777777778223,0.07131666666666943,2.2062536468611915,1.7461492035685628,1.4952694083559168,1.1659538346800573,403.9232761273627,11.05467222150209,366.24625648156245,3.395392310672296,7.96666242862416,42.22132061179913
gidG_5.6.120,0.3666666666666295,0.03477666666667185,0.017253333333335334,2.2324565017339806,1.76605936100938,1.3313114904081627,1.2248192870621635,296.6233741644692,8.290990374886583,NA,NA,NA,NA
gidG_5.6.122,1.566666666666712,0.047211666666668824,0.01980000000000071,1.9895415856495358,1.7023325577242083,1.4402563822330792,1.1778838379007337,575.1595264674727,14.693180090901368,NA,NA,NA,NA
gidG_5.6.124,2.500000000000025,0.11812199999999777,0.07685999999999914,2.101451721122509,1.8169571981369383,1.418188238889535,1.264143651896153,807.2920444212766,22.36533433182558,666.4789308070353,4.88015122656328,14.282032023608956,34.826580210219035
gidG_5.6.125,0.5000000000000767,0.01505000000000377,0.007172222222224848,1.957210658728859,1.7060957112264052,1.405543178026995,1.2129367366030444,277.34449715135844,7.629522919644007,347.41739357235565,4.076979246039837,7.854960023951157,17.107638107863202
gidG_5.6.126,1.0500000000000254,0.017523333333334383,0.004323333333334347,1.3080485605265448,1.4642258166225224,1.322666699426859,1.1149182032187934,283.0347068966585,7.449213423635019,238.1949715793246,9.368191251648257,6.364810694495796,33.58004319611703
gidG_5.6.127,0.27499999999998836,0.022563750000000556,0.011186249999999651,2.1726605872621523,1.76286927187713,1.3965171054162466,1.240392334644212,523.9178166266154,11.498883089111654,388.32777867847557,4.720177562242028,9.57413122408802,25.44110189724125
gidG_5.6.129,0.37777777777781163,0.022146666666665787,0.011093333333333039,0.6328614329844422,1.3148495197649956,1.127078443450581,1.179971576202834,269.62391213838146,9.752255252563522,242.21739038252542,7.49720470217194,8.267847223061613,22.978257069954953
gidG_5.6.13,2.7499999999999973,0.0326633333333347,0.008518333333333857,1.8478597052237025,1.5820072226196724,1.435870108464405,1.111633893799584,582.285964239438,16.439044776542946,NA,NA,NA,NA
gidG_5.6.130,-2.7755575615628914e-14,2.050443148604586e-15,1.216474837528736e-15,0.5569623694828367,1.130012792753718,1.1296885321787273,1.0289190401620105,185.47218214337477,8.776529669127564,NA,NA,NA,NA
gidG_5.6.131,1.4428571428571784,0.06185285714285977,0.03533571428571589,1.3929882601088568,1.725524725937171,1.3564941083012039,1.2748563581511982,367.2011511066803,11.278699689722998,NA,NA,NA,NA
gidG_5.6.134,1.6714285714285866,0.01112857142857223,0.0037842857142859148,2.156985279991653,2.056149166184098,1.3922262610318628,1.4704957717287124,332.2878563866019,7.812292495969887,NA,NA,NA,NA
gidG_5.6.135,1.2000000000000246,0.13759400000000885,0.07552600000000352,1.4672253040386365,1.5649107211473843,1.4580599062560322,1.0948338637260158,301.66121744542477,9.928724637664859,NA,NA,NA,NA
gidG_5.6.138,2.0500000000000322,0.07265999999999889,0.021973333333332613,1.868812264153093,1.8243694432555246,1.4389742858264079,1.2773491959542422,400.8044313973624,12.146896452234797,NA,NA,NA,NA
gidG_5.6.140,1.5250000000000132,0.11225250000000167,0.0584350000000015,1.797047644301645,1.7889139833955798,1.3772150586834027,1.2690251582676055,443.3884557268328,11.123997826652992,651.3193191029893,3.421800267165744,12.550816024635559,17.64283332723689
gidG_5.6.142,1.7333333333333565,0.04114555555555527,0.01502777777777721,1.290311971349343,1.5286594518787666,1.327042224860838,1.1625904258281496,436.8063214590265,11.523972452271138,508.39789053156505,3.18304832635803,9.822244596064198,25.862813483213245
gidG_5.6.143,1.5888888888889297,0.018589999999997355,0.005798888888887572,1.0735586153244199,1.4274817159050355,1.2889234405651546,1.1231646792230967,551.1229220724581,11.241785069849414,433.11119475555086,4.022187273973894,6.967624556661096,47.877465711491055
