Geno,G_Agourane,G_Alburla,G_Arna.Guirna,G_Assyl.Kara,G_Autumn.Royal,G_Autumn.Seedless,G_Beauty,G_Black,G_Blush,G_Bogazkere,G_Calmeria,G_Canner,G_Centennial,G_Cesar,G_Chaselas.Musque,G_Chirai.Obak,G_Chouchillon,G_Crimson,G_Dawn,G_Delizia.di.Vaprio,G_Emperor,G_Espadeiro.Tinto,G_Exotic,G_Fue.Fuki,G_Gros.Colman,G_Ilusion,G_Italia,G_July.Muscat,G_K.Belyi,G_Kapistroni.tetri,G_Korithi,G_Kyoho,G_Lameiro,G_Magdalena,G_Mehdik,G_Melissa,G_Monukka,G_Moscatel.Oeiras.Faux,G_Moscatel.Rosada,G_Olivette,G_Orbois,G_Orlovi.Nokti,G_Patagonia,G_Pervenetz,G_Plant.de.Maroc,G_Pletchistik,G_Portugais.Bleu,G_Queen,G_Red.Globe,G_Retagliado.Bianco,G_Ribier,G_Ruby.Cabernet,G_San.Francisco,G_Sultanina.Monococo,G_Superior,G_Tandaya,G_Titsa.Kaprei,G_Tsolikouri,G_Varadi,G_Variete.d.oasis.bou.chemma,G_Voskeat,G_5.2.1,G_5.2.10,G_5.2.13,G_5.2.15,G_5.2.16,G_5.2.17,G_5.2.18,G_5.2.2,G_5.2.3,G_5.2.4,G_5.2.5,G_5.2.7,G_5.2.8,G_5.2.9,G_5.3.1,G_5.3.11,G_5.3.12,G_5.3.13,G_5.3.14,G_5.3.15,G_5.3.17,G_5.3.18,G_5.3.19,G_5.3.21,G_5.3.24,G_5.3.25,G_5.3.26,G_5.3.28,G_5.3.3,G_5.3.31,G_5.3.32,G_5.3.35,G_5.3.37,G_5.3.5,G_5.3.6,G_5.3.7,G_5.3.8,G_5.3.9,G_5.9.104,G_5.9.106,G_5.9.109,G_5.9.112,G_5.9.114,G_5.9.115,G_5.9.117,G_5.9.118,G_5.9.119,G_5.9.120,G_5.9.121,G_5.9.122,G_5.9.123,G_5.9.124,G_5.9.125,G_5.9.127,G_5.9.128,G_5.9.131,G_5.9.133,G_5.9.134,G_5.9.139,G_5.9.143,G_5.9.144,G_5.9.147,G_5.9.149,G_5.9.150,G_5.3.100,G_5.3.101,G_5.3.102,G_5.3.106,G_5.3.110,G_5.3.111,G_5.3.113,G_5.3.114,G_5.3.118,G_5.3.120,G_5.3.121,G_5.3.122,G_5.3.123,G_5.3.125,G_5.3.40,G_5.3.47,G_5.3.49,G_5.3.50,G_5.3.52,G_5.3.56,G_5.3.59,G_5.3.60,G_5.3.61,G_5.3.67,G_5.3.68,G_5.3.70,G_5.3.72,G_5.3.75,G_5.3.78,G_5.3.79,G_5.3.82,G_5.3.90,G_5.3.91,G_5.3.92,G_5.3.96,G_5.9.151,G_5.9.153,G_5.9.156,G_5.9.160,G_5.9.161,G_5.9.162,G_5.9.163,G_5.9.164,G_5.1.111,G_5.1.123,G_5.1.125,G_5.1.126,G_5.1.129,G_5.1.130,G_5.1.133,G_5.1.135,G_5.1.137,G_5.1.138,G_5.1.140,G_5.1.142,G_5.1.145,G_5.1.148,G_5.1.149,G_5.1.151,G_5.1.152,G_5.1.153,G_5.1.155,G_5.1.156,G_5.1.160,G_5.1.161,G_5.1.162,G_5.1.165,G_5.1.63,G_5.1.64,G_5.1.75,G_5.1.78,G_5.1.81,G_5.1.83,G_5.1.84,G_5.1.90,G_5.1.93,G_5.4.103,G_5.4.104,G_5.4.105,G_5.4.106,G_5.4.110,G_5.4.111,G_5.4.112,G_5.4.113,G_5.4.114,G_5.4.115,G_5.4.116,G_5.4.117,G_5.4.118,G_5.4.119,G_5.4.120,G_5.4.122,G_5.4.124,G_5.4.125,G_5.4.129,G_5.4.130,G_5.4.34,G_5.4.35,G_5.4.36,G_5.4.41,G_5.4.42,G_5.4.44,G_5.4.45,G_5.4.49,G_5.4.50,G_5.4.51,G_5.4.54,G_5.4.55,G_5.4.56,G_5.4.60,G_5.4.63,G_5.4.64,G_5.4.66,G_5.4.67,G_5.4.68,G_5.4.69,G_5.4.70,G_5.4.71,G_5.4.72,G_5.4.73,G_5.4.75,G_5.4.78,G_5.4.80,G_5.4.82,G_5.4.83,G_5.4.85,G_5.4.86,G_5.4.94,G_5.4.97,G_5.4.98,G_5.5.116,G_5.5.119,G_5.5.123,G_5.5.131,G_5.5.138,G_5.5.139,G_5.5.142,G_5.5.145,G_5.5.149,G_5.5.151,G_5.5.152,G_5.5.156,G_5.5.160,G_5.5.162,G_5.5.165,G_5.7.128,G_5.7.133,G_5.7.139,G_5.7.140,G_5.7.141,G_5.7.142,G_5.7.146,G_5.7.149,G_5.7.153,G_5.7.157,G_5.7.158,G_5.7.160,G_5.7.164,G_5.7.165,G_5.7.167,G_5.7.169,G_5.7.170,G_5.7.179,G_5.8.155,G_5.8.158,G_5.1.167,G_5.1.169,G_5.1.172,G_5.1.173,G_5.2.106,G_5.2.110,G_5.2.112,G_5.2.115,G_5.2.117,G_5.2.120,G_5.2.122,G_5.2.124,G_5.2.125,G_5.2.131,G_5.2.132,G_5.2.134,G_5.2.137,G_5.2.138,G_5.2.139,G_5.2.147,G_5.2.148,G_5.2.150,G_5.2.154,G_5.2.156,G_5.2.160,G_5.2.163,G_5.2.165,G_5.2.166,G_5.2.169,G_5.4.10,G_5.4.11,G_5.4.12,G_5.4.14,G_5.4.15,G_5.4.16,G_5.4.17,G_5.4.18,G_5.4.2,G_5.4.21,G_5.4.25,G_5.4.27,G_5.4.3,G_5.4.5,G_5.4.7,G_5.4.8,G_5.6.100,G_5.6.103,G_5.6.105,G_5.6.107,G_5.6.108,G_5.6.110,G_5.6.112,G_5.6.115,G_5.6.116,G_5.6.118,G_5.6.119,G_5.6.120,G_5.6.122,G_5.6.124,G_5.6.125,G_5.6.126,G_5.6.127,G_5.6.129,G_5.6.130,G_5.6.131,G_5.6.135,G_5.6.138,G_5.6.140,G_5.6.142,G_5.6.144,G_5.6.145,G_5.6.146,G_5.6.150,G_5.6.151,G_5.6.155,G_5.6.156,G_5.6.157,G_5.6.158,G_5.6.162,G_5.6.163,G_5.6.164,G_5.6.165,G_5.6.166,G_5.6.168,G_5.6.169,G_5.6.171,G_5.8.100,G_5.8.102,G_5.8.103,G_5.8.104,G_5.8.107,G_5.8.111,G_5.8.113,G_5.8.114,G_5.8.116,G_5.8.117,G_5.8.118,G_5.8.119,G_5.8.123,G_5.8.126,G_5.8.127,G_5.8.131,G_5.8.133,G_5.8.135,G_5.8.137,G_5.8.141,G_5.8.145,G_5.8.147,G_5.8.148,G_5.8.149,G_5.8.150,G_5.8.151,G_5.8.51,G_5.8.58,G_5.8.63,G_5.8.65,G_5.8.69,G_5.8.71,G_5.8.72,G_5.8.80,G_5.8.82,G_5.8.83,G_5.8.84,G_5.8.85,G_5.8.87,G_5.8.89,G_5.8.92,G_5.8.96,G_5.2.72,G_5.2.73,G_5.2.76,G_5.2.77,G_5.2.78,G_5.2.82,G_5.6.11,G_5.6.13,G_5.6.19,G_5.6.20,G_5.6.25,G_5.6.30,G_5.6.31,G_5.6.33,G_5.6.34,G_5.6.35,G_5.6.36,G_5.6.39,G_5.6.43,G_5.6.45,G_5.6.55,G_5.6.58,G_5.6.60,G_5.6.65,G_5.6.70,G_5.6.71,G_5.6.72,G_5.6.74,G_5.6.75,G_5.9.11,G_5.9.12,G_5.9.4,G_5.9.5,G_5.9.9,G_Iniagrape.one,G_5.3.164,G_5.3.165,G_5.3.168,G_5.3.171,G_5.4.135,G_5.4.138,G_5.4.142,G_5.4.143,G_5.4.144,G_5.4.146,G_5.4.148,G_5.4.151,G_5.4.154,G_5.4.156,G_5.4.157,G_5.4.158,G_5.4.163,G_5.4.164,G_5.4.165,G_5.4.169,G_5.4.170,G_5.4.174,G_5.5.100,G_5.5.101,G_5.5.104,G_5.5.105,G_5.5.107,G_5.5.109,G_5.5.17,G_5.5.46,G_5.5.48,G_5.5.50,G_5.5.53,G_5.5.55,G_5.5.56,G_5.5.57,G_5.5.58,G_5.5.59,G_5.5.62,G_5.5.66,G_5.5.67,G_5.5.68,G_5.5.70,G_5.5.71,G_5.5.72,G_5.5.84,G_5.5.85,G_5.5.86,G_5.5.90,G_5.5.91,G_5.5.92,G_5.5.93,G_5.5.94,G_5.5.95,G_5.5.96,G_5.5.98,G_5.5.99,G_5.7.102,G_5.7.103,G_5.7.107,G_5.7.108,G_5.7.111,G_5.7.113,G_5.7.114,G_5.7.115,G_5.7.119,G_5.7.121,G_5.7.122,G_5.7.123,G_5.7.124,G_5.7.26,G_5.7.28,G_5.7.31,G_5.7.32,G_5.7.38,G_5.7.43,G_5.7.46,G_5.7.47,G_5.7.51,G_5.7.52,G_5.7.57,G_5.7.59,G_5.7.60,G_5.7.61,G_5.7.64,G_5.7.70,G_5.7.71,G_5.7.73,G_5.7.75,G_5.7.76,G_5.7.77,G_5.7.78,G_5.7.83,G_5.7.86,G_5.7.90,G_5.7.93,G_5.7.97,G_5.7.98,G_5.10.103,G_5.10.104,G_5.10.106,G_5.10.107,G_5.10.108,G_5.10.130,G_5.10.136,G_5.10.138,G_5.10.141,G_5.10.145,G_5.10.152,G_5.10.156,G_5.10.158,G_5.10.161,G_5.10.168,G_5.10.173,G_5.10.177,G_5.10.18,G_5.10.66,G_5.10.69,G_5.10.71,G_5.10.73,G_5.10.74,G_5.10.79,G_5.10.82,G_5.10.84,G_5.10.86,G_5.10.88,G_5.10.89,G_5.10.91,G_5.10.92,G_5.10.93,G_5.10.96,G_5.10.98,G_5.10.99,G_Seleccion.5,G_23
G_Agourane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_Alburla,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_Arna.Guirna,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_Assyl.Kara,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_Autumn.Royal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_Autumn.Seedless,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_Beauty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
