season,family,gid,plant,replicated,H_cluster,soluble_solids,S_dry
2019,jardin,G_Moscatel.Rosada,1,R2,273.9,15,0.0889
2019,jardin,G_Moscatel.Rosada,1,R3,300.4,16,0.05836
2019,jardin,G_Moscatel.Rosada,2,R1,262,16,0.05279
2019,jardin,G_Moscatel.Rosada,2,R2,409.4,18,0.06637
2019,jardin,G_Moscatel.Rosada,2,R3,356.9,16,0.09182
2019,jardin,G_Moscatel.Rosada,3,R1,363.4,16,0.08511
2019,jardin,G_Moscatel.Rosada,3,R2,532.2,17,0.07848
2019,jardin,G_Moscatel.Rosada,3,R3,623.6,17,0.05552
2019,jardin,G_Ribier,1,R1,439.1,15,0.11396
2019,jardin,G_Ribier,1,R2,397.8,16,0.1236
2019,jardin,G_Ribier,1,R3,401.6,16,0.12399
2019,jardin,G_Ribier,2,R1,374.9,15,0.10748
2019,jardin,G_Ribier,2,R2,231.3,15,0.10159
2019,jardin,G_Ribier,2,R3,313.6,17,0.09244
2019,jardin,G_Gros.Colman,1,R1,749.1,12,0.06589
2019,jardin,G_Gros.Colman,1,R2,790.1,13,0.07713
2019,jardin,G_Gros.Colman,1,R3,705.8,14,0.07924
2019,jardin,G_Titsa.Kaprei,1,R1,548.2,14,0.06892
2019,jardin,G_Titsa.Kaprei,1,R2,259.9,16,0.06013
2019,jardin,G_Titsa.Kaprei,1,R3,632.4,13,0.06429
2019,jardin,G_Titsa.Kaprei,2,R1,501.1,14,0.05072
2019,jardin,G_Titsa.Kaprei,2,R2,391.7,14,0.06574
2019,jardin,G_Titsa.Kaprei,2,R3,812.5,15,0.03901
2019,jardin,G_Titsa.Kaprei,3,R1,320.9,14,0.05749
2019,jardin,G_Titsa.Kaprei,3,R2,367.1,14,0.07332
2019,jardin,G_Titsa.Kaprei,3,R3,483.7,15,0.07671
2019,jardin,G_Red,1,R1,514.7,15,0.01098
2019,jardin,G_Red,1,R2,891.6,16,0.00911
2019,jardin,G_Red,1,R3,828.8,13,0.01609
2019,jardin,G_Red,2,R1,557.4,14,0.00695
2019,jardin,G_Red,2,R2,897.7,14,0.0097
2019,jardin,G_Red,2,R3,283.7,14,0.01011
2019,jardin,G_Red,3,R1,483.1,14,0.01379
2019,jardin,G_Red,3,R2,613.7,14,0.01206
2019,jardin,G_Red,3,R3,509,14,0.01628
2018,jardin,G_AG.Isioum,1,R1,229,18.6,0.02461
2018,jardin,G_AG.Isioum,1,R2,222,19,0.02253
2018,jardin,G_AG.Isioum,1,R3,225,17,0.025060000000000006
2018,jardin,G_Agourane,1,R1,576,18.2,0.0641
2018,jardin,G_Agourane,1,R2,323,19,0.05957000000000001
2018,jardin,G_Agourane,2,R1,586,18.2,0.06716000000000001
2018,jardin,G_Agourane,2,R2,376,16,0.0595
2018,jardin,G_Agourane,3,R1,191,15.2,0.08375999999999999
2018,jardin,G_Agourane,3,R2,278,16,0.06670000000000001
2018,jardin,G_AK.ouziom,2,R2,139,18.1,0.049800000000000004
2018,jardin,G_AK.ouziom,1,R1,388,16,0.04137
2018,jardin,G_AK.ouziom,1,R2,258,16,0.03829
2018,jardin,G_AK.ouziom,2,R1,540,18,0.03548
2018,jardin,G_AK.ouziom,2,R3,503,18,0.04567
2018,jardin,G_Alburla,3,R1,794,14,0.05633999999999999
2018,jardin,G_Alburla,1,R1,395,16,0.05969
2018,jardin,G_Alburla,1,R2,488,15.6,0.08829000000000001
2018,jardin,G_Alburla,1,R3,374,14.8,0.07035
2018,jardin,G_Alburla,2,R1,724,16,0.08298999999999998
2018,jardin,G_Alburla,2,R2,825,14,0.06855
2018,jardin,G_Alburla,2,R3,604,14,0.07730999999999999
2018,jardin,G_Alburla,3,R2,759,15,0.0794
2018,jardin,G_Alburla,3,R3,717,17,0.07068999999999999
2018,jardin,G_Arna.Guirna,2,R2,229,19,0.05457999999999998
2018,jardin,G_Arna.Guirna,1,R1,483,19,0.07909000000000002
2018,jardin,G_Arna.Guirna,1,R2,347,19,0.09694
2018,jardin,G_Arna.Guirna,1,R3,404,19.3,0.10190999999999999
2018,jardin,G_Arna.Guirna,2,R1,520,20.5,0.05242
2018,jardin,G_Arna.Guirna,2,R3,271,20,0.09289
2018,jardin,G_Assyl.Kara,1,R1,274,15.8,0.026399999999999996
2018,jardin,G_Assyl.Kara,1,R2,327,17,0.031189999999999996
2018,jardin,G_Assyl.Kara,1,R3,479,15.1,0.051370000000000006
2018,jardin,G_Assyl.Kara,2,R1,534,15,0.03855000000000001
2018,jardin,G_Assyl.Kara,2,R2,272,16,0.04243999999999999
2018,jardin,G_Assyl.Kara,2,R3,465,16,0.059210000000000006
2018,jardin,G_Assyl.Kara,3,R1,316,15.2,0.03604999999999999
2018,jardin,G_Assyl.Kara,3,R2,392,15,0.0517
2018,jardin,G_Assyl.Kara,3,R3,338,16.8,0.046040000000000005
2018,jardin,G_Autumn.Royal,1,R1,553,18,0
2018,jardin,G_Autumn.Royal,1,R2,508,17,0.007489999999999997
2018,jardin,G_Autumn.Royal,2,R1,662,16,0
2018,jardin,G_Autumn.Royal,2,R2,566,19.6,0
2018,jardin,G_Autumn.Royal,2,R3,440,17,0
2018,jardin,G_Autumn.Royal,3,R1,623,16.4,0.008439999999999998
2018,jardin,G_Autumn.Royal,3,R2,692,18,0.003920000000000002
2018,jardin,G_Autumn.Royal,3,R3,783,18,0.010020000000000001
2018,jardin,G_Autumn.Seedless,1,R1,708,17.2,0
2018,jardin,G_Autumn.Seedless,1,R2,605,18,0
2018,jardin,G_Autumn.Seedless,1,R3,927,16.4,0
2018,jardin,G_Beauty,2,R2,384,17.8,0.0012900000000000023
2018,jardin,G_Beauty,1,R1,761,17.6,0.0010899999999999966
2018,jardin,G_Beauty,1,R2,867,17.8,0.001200000000000001
2018,jardin,G_Beauty,1,R3,560,17.8,0.0017800000000000038
2018,jardin,G_Beauty,2,R1,442,19.4,0.0023999999999999968
2018,jardin,G_Beauty,2,R3,347,16.6,9.80000000000003e-4
2018,jardin,G_Big.Red,1,R1,843,15.6,0.010609999999999998
2018,jardin,G_Big.Red,1,R2,387,17,0.010649999999999998
2018,jardin,G_Big.Red,1,R3,538,18.6,0.0032600000000000016
2018,jardin,G_Big.Red,2,R1,370,16.4,0.009399999999999997
2018,jardin,G_Big.Red,2,R2,400,16.2,0.005939999999999996
2018,jardin,G_Big.Red,2,R3,366,17.2,0.0065800000000000025
2018,jardin,G_Big.Red,3,R1,579,17.8,0.009400000000000002
2018,jardin,G_Big.Red,3,R2,465,17.8,0.009489999999999998
2018,jardin,G_Big.Red,3,R3,497,19.6,0.009749999999999998
2018,jardin,G_Black,1,R1,345,21,0.002429999999999999
2018,jardin,G_Black,1,R2,369,18.2,0.002090000000000003
2018,jardin,G_Black,1,R3,566,20,0.0042899999999999995
2018,jardin,G_Blush,1,R1,282,16.7,0.011110000000000004
2018,jardin,G_Blush,1,R2,366,14,0.012439999999999996
2018,jardin,G_Blush,1,R3,473,15,0.011120000000000001
2018,jardin,G_Blush,2,R1,310,13,0.013040000000000001
2018,jardin,G_Blush,2,R2,406,12,0.007880000000000003
2018,jardin,G_Blush,2,R3,493,13,0.008750000000000003
2018,jardin,G_Bogazkere,1,R2,424,20.4,0.05025999999999999
2018,jardin,G_Bogazkere,1,R1,308,18,0.05193000000000001
2018,jardin,G_Bogazkere,1,R3,436,18,0.04629
2018,jardin,G_Bogazkere,2,R1,333,19,0.03456
2018,jardin,G_Bogazkere,2,R2,269,17,0.039290000000000005
2018,jardin,G_Bogazkere,2,R3,325,18,0.04806
2018,jardin,G_Calmeria,1,R1,666,19,0.07221999999999999
2018,jardin,G_Calmeria,1,R2,368,20,0.09191
2018,jardin,G_Calmeria,2,R1,449,20.2,0.09743000000000002
2018,jardin,G_Calmeria,2,R2,346,22,0.07149
2018,jardin,G_Calmeria,3,R1,441,16,0.09616
2018,jardin,G_Calmeria,3,R2,223,15,0.07246
2018,jardin,G_Canner,2,R3,427,16,0
2018,jardin,G_Canner,1,R1,423,19,0
2018,jardin,G_Canner,1,R2,316,19,0
2018,jardin,G_Canner,1,R3,219,18.5,0
2018,jardin,G_Canner,2,R1,425,16,0
2018,jardin,G_Canner,2,R2,352,17,0
2018,jardin,G_Cardinal,2,R3,411,16,0.06297
2018,jardin,G_Cardinal,3,R1,276,16,0.05944000000000001
2018,jardin,G_Cardinal,1,R1,302,15,0.06412
2018,jardin,G_Cardinal,1,R2,281,19.6,0.05029999999999999
2018,jardin,G_Cardinal,1,R3,428,13.8,0.06893
2018,jardin,G_Cardinal,2,R1,251,19.2,0.052489999999999995
2018,jardin,G_Cardinal,2,R2,192,18.2,0.07074
2018,jardin,G_Cardinal,3,R2,133,15,0.06438999999999999
2018,jardin,G_Cardinal,3,R3,266,15,0.06846
2018,jardin,G_Centennial,3,R2,411,19.6,0
2018,jardin,G_Centennial,1,R1,395,19.8,7.599999999999996e-4
2018,jardin,G_Centennial,1,R2,652,20,0.0015400000000000025
2018,jardin,G_Centennial,2,R1,370,22.6,0
2018,jardin,G_Centennial,3,R1,357,19.4,8.900000000000019e-4
2018,jardin,G_Centennial,3,R3,388,18.8,0
2018,jardin,G_Centennial,3,R4,602,18.8,0
2018,jardin,G_Centennial,3,R5,413,19.2,0
2018,jardin,G_Cesar,1,R1,158,19.2,0.07461000000000001
2018,jardin,G_Cesar,1,R2,144,16.6,0.07317
2018,jardin,G_Cesar,1,R3,217,18,0.09195
2018,jardin,G_Cesar,2,R1,200,18,0.09219
2018,jardin,G_Cesar,2,R2,208,18,0.05628999999999999
2018,jardin,G_Cesar,2,R3,219,16,0.050649999999999994
2018,jardin,G_Cesar,3,R1,162,18.6,0.07381
2018,jardin,G_Cesar,3,R2,310,17,0.07083999999999999
2018,jardin,G_Cesar,3,R3,255,17,0.08817000000000001
2018,jardin,G_Chaselas.Musque,1,R1,210,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R2,199,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R3,238,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,2,R1,265,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R2,89,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R3,298,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,3,R1,267,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R2,196,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R3,240,16,0.045880000000000004
2018,jardin,G_Chirai.Obak,2,R2,822,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,1,R1,935,19,0.08679
2018,jardin,G_Chirai.Obak,1,R2,849,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R3,845,18,0.07142
2018,jardin,G_Chirai.Obak,2,R1,930,16.6,0.08909
2018,jardin,G_Chirai.Obak,3,R1,607,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R2,741,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R3,630,18,0.07821000000000002
2018,jardin,G_Chouchillon,1,R1,351,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R2,412,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R3,335,18.4,0.07568
2018,jardin,G_Crimson,2,R2,612,13,0
2018,jardin,G_Crimson,1,R1,520,17.1,0
2018,jardin,G_Crimson,1,R2,399,18.2,0
2018,jardin,G_Crimson,1,R3,279,18.8,0
2018,jardin,G_Crimson,2,R1,424,16,0
2018,jardin,G_Crimson,2,R3,467,14,0
2018,jardin,G_Csaba.Gyangye,2,R2,257,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,1,R1,275,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R2,228,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,2,R1,349,17.4,0.03194999999999999
2018,jardin,G_Csaba.Gyangye,3,R1,148,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,4,R1,209,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R2,274,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R3,277,16.2,0.05489999999999999
2018,jardin,G_Delizia.di.Vaprio,1,R1,260,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R2,416,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R3,495,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,2,R1,132,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R2,151,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R3,168,20.4,0.04894
2018,jardin,G_Dawn,2,R3,487,19.4,0
2018,jardin,G_Dawn,1,R1,322,16.4,0
2018,jardin,G_Dawn,1,R2,341,15.4,8.599999999999997e-4
2018,jardin,G_Dawn,1,R3,618,15.8,0.001100000000000001
2018,jardin,G_Dawn,2,R1,492,20,0.002889999999999998
2018,jardin,G_Dawn,2,R2,153,16.8,7.900000000000019e-4
2018,jardin,G_Duc.Magenta,1,R1,639,14.5,0.05992000000000001
2018,jardin,G_Duc.Magenta,1,R2,459,17.1,0.07443
2018,jardin,G_Duc.Magenta,1,R3,592,15,0.07888999999999999
2018,jardin,G_Duc.Magenta,2,R1,228,14,0.09302000000000002
2018,jardin,G_Duc.Magenta,2,R2,257,16,0.07826
2018,jardin,G_Duc.Magenta,2,R3,179,18,0.08229
2018,jardin,G_Duc.Magenta,3,R1,280,16.5,0.10384
2018,jardin,G_Duc.Magenta,3,R2,337,16.7,0.07839
2018,jardin,G_Duc.Magenta,3,R3,359,15,0.08732
2018,jardin,G_Emperor,2,R2,435,16.2,0.06432
2018,jardin,G_Emperor,1,R1,541,16.4,0.06731000000000001
2018,jardin,G_Emperor,1,R2,570,16.8,0.10407999999999999
2018,jardin,G_Emperor,1,R3,584,18,0.07185
2018,jardin,G_Emperor,2,R1,291,16,0.08832
2018,jardin,G_Emperor,2,R3,339,16,0.09949000000000001
2018,jardin,G_Espadeiro.Tinto,1,R1,180,17.8,0.060529999999999994
2018,jardin,G_Espadeiro.Tinto,1,R2,180,16,0.05942000000000001
