season,family,gid,plant,replicated,H_cluster,soluble_solids,S_dry
2020,406,G_5.4.64,1,R1,416,19,0.055069999999999994
2020,406,G_5.4.64,1,R2,206,17,0.049940000000000005
2020,406,G_5.4.64,1,R3,93,18,0.04629
2020,406,G_5.4.68,1,R1,569,19,0.014100000000000001
2020,406,G_5.4.68,1,R2,446,19,0.002100000000000002
2020,406,G_5.4.68,1,R3,308,18,0.0031799999999999997
2020,406,G_5.4.69,1,R1,137,18,0.00686
2020,406,G_5.4.69,1,R2,182,22,0.0013900000000000023
2020,406,G_5.4.69,1,R3,436,24,0.0027
2020,111,G_5.5.8,1,R1,100,21,0
2020,111,G_5.5.62,1,R1,637,21,0.06775
2020,111,G_5.5.62,1,R2,440,21,0.11393
2020,111,G_5.5.62,1,R3,508,18,0.06948
2020,111,G_5.5.67,1,R1,418,19,0.09706000000000001
2020,111,G_5.5.67,1,R2,480,21,0.10964
2020,111,G_5.5.67,1,R3,482,22,0.08864999999999999
2020,111,G_5.5.68,1,R1,358,13,0.06096
2020,111,G_5.5.68,1,R2,491,17,0.09872
2020,111,G_5.5.68,1,R3,512,16,0.08384
2020,111,G_5.5.70,1,R1,83,25,0.011860000000000004
2020,111,G_5.5.70,1,R2,108,23,0.015029999999999998
2020,111,G_5.5.90,1,R1,66,20,0
2020,111,G_5.5.90,1,R2,72,19,0
2020,111,G_5.5.90,1,R3,80,22,0
2020,406,G_5.5.156,1,R1,524,18,0.0015000000000000013
2020,406,G_5.5.156,1,R2,781,16,0.0015
2020,406,G_5.5.156,1,R3,645,18,0.00388
2020,411,G_5.6.103,1,R1,441,18,0.05974
2020,411,G_5.6.103,1,R2,327,21,0.02891
2020,411,G_5.6.103,1,R3,283,21,0.0371
2020,411,G_5.6.105,1,R1,350,21,0.07924
2020,411,G_5.6.105,1,R2,410,19,0.044469999999999996
2020,411,G_5.6.105,1,R3,295,25,0.00827
2020,411,G_5.6.107,1,R1,823,19,0.07497999999999999
2020,411,G_5.6.107,1,R2,733,18,0.08220999999999999
2020,411,G_5.6.107,1,R3,773,20,0.08229
2020,411,G_5.6.108,1,R1,281,20,0
2020,411,G_5.6.108,1,R2,366,20,0
2020,411,G_5.6.108,1,R3,424,21,0
2020,411,G_5.6.126,1,R1,165,20,0.005830000000000002
2020,411,G_5.6.126,1,R2,127,24,0.0069099999999999995
2020,411,G_5.6.126,1,R3,229,22,0.00272
2020,411,G_5.6.129,1,R1,280,21,0.015750000000000004
2020,411,G_5.6.129,1,R2,130,18,0.04966
2020,411,G_5.6.129,1,R3,130,20,0.0089400000000000035
2020,411,G_5.6.130,1,R1,165,19,0
2020,411,G_5.6.130,1,R2,57,15,0
2020,411,G_5.6.135,1,R1,264,27,0.10659999999999999
2020,411,G_5.6.135,1,R2,497,26,0.07909000000000001
2020,411,G_5.6.135,1,R3,416,25,0.05740000000000001
2020,411,G_5.6.146,1,R1,147,20,0
2020,411,G_5.6.146,1,R2,92,21,0
2020,411,G_5.6.158,1,R1,630,19,0.07828
2020,411,G_5.6.158,1,R2,911,20,0.08482999999999999
2020,411,G_5.6.158,1,R3,262,23,0.07173
2020,111,G_5.7.77,1,R1,982,18,0.046810000000000004
2020,111,G_5.7.77,1,R2,953,20,0.03232
2020,406,G_5.7.158,1,R1,511,21,0.017480000000000002
2020,406,G_5.7.158,1,R2,940,17,0.012030000000000002
2020,406,G_5.7.158,1,R3,468,19,0.0196
2020,406,G_5.7.164,1,R1,833,22,0.08974000000000001
2020,406,G_5.7.164,1,R2,977,23,0.09121
2020,406,G_5.7.169,1,R1,515,17,0.008979999999999998
2020,406,G_5.7.169,1,R2,608,20,0.006509999999999999
2020,406,G_5.7.169,1,R3,469,18,0.011460000000000003
2020,406,G_5.7.170,1,R1,323,20,0.11028000000000002
2020,406,G_5.7.170,1,R2,322,18,0.09683
2020,411,G_5.8.51,1,R1,65,22,0
2020,411,G_5.8.51,1,R2,94,22,0
2020,411,G_5.8.51,1,R3,92,23,0
2020,411,G_5.8.63,1,R1,401,18,0.005710000000000004
2020,411,G_5.8.63,1,R2,275,17,0.006030000000000002
2020,411,G_5.8.63,1,R3,422,17,0.005299999999999999
2020,411,G_5.8.69,1,R1,292,21,0.014050000000000002
2020,411,G_5.8.69,1,R2,376,22,0.022560000000000004
2020,411,G_5.8.69,1,R3,294,22,0.016190000000000003
2020,411,G_5.8.71,1,R1,404,25,0.07055
2020,411,G_5.8.72,1,R1,340,23,0.004900000000000004
2020,411,G_5.8.72,1,R2,260,23,0.006040000000000001
2020,411,G_5.8.83,1,R1,185,19,0.03752
2020,411,G_5.8.96,1,R1,480,22,0.017360000000000004
2020,411,G_5.8.96,1,R2,361,20,0.011570000000000002
2020,411,G_5.8.148,1,R1,482,21,0.06769
2020,411,G_5.8.148,1,R2,351,21,0.04431
2020,411,G_5.8.150,1,R1,738,23,0
2020,406,G_5.8.153,1,R1,314,17,0.006659999999999999
2020,406,G_5.8.153,1,R2,212,29,0.01023
2020,406,G_5.8.155,1,R1,335,22,0
2020,406,G_5.8.158,1,R1,234,22,0
2020,406,G_5.8.158,1,R2,237,21,0
2020,902,G_5.9.9,1,R1,61,29,0
2020,902,G_5.9.9,1,R2,334,25,0
2020,902,G_5.9.9,1,R3,75,29,0
2020,900,G_5.9.104,1,R1,824,19,0.087790000000000007
2020,900,G_5.9.104,1,R2,715,20,0.0417
2020,900,G_5.9.104,1,R3,882,19,0.06654
2020,900,G_5.9.106,1,R1,163,21,0.01557
2020,900,G_5.9.106,1,R2,68,21,0.01043
2020,900,G_5.9.109,1,R1,465,22,0.014590000000000002
2020,900,G_5.9.109,1,R2,571,26,0.004880000000000001
2020,900,G_5.9.109,1,R3,638,21,0.009910000000000002
2020,900,G_5.9.112,1,R1,416,23,0.011520000000000002
2020,900,G_5.9.112,1,R2,192,24,0.00937
2020,900,G_5.9.112,1,R3,198,29,0.00686
2020,900,G_5.9.115,1,R1,1299,18,0.10271
2020,900,G_5.9.115,1,R2,1277,20,0.10042
2020,900,G_5.9.115,1,R3,621,17,0.060140000000000006
2020,900,G_5.9.117,1,R1,769,21,0.09643
2020,900,G_5.9.117,1,R2,904,20,0.0721
2020,900,G_5.9.117,1,R3,481,17,0.11730999999999998
2020,900,G_5.9.119,1,R1,544,14,0.14154
2020,900,G_5.9.119,1,R2,288,11,0.12269000000000001
2020,900,G_5.9.119,1,R3,684,13,0.1076
2020,900,G_5.9.121,1,R1,203,25,0.023430000000000006
2020,900,G_5.9.121,1,R2,302,28,0.04147000000000001
2020,900,G_5.9.121,1,R3,205,26,0.038290000000000005
2020,900,G_5.9.123,1,R1,246,22,0.006140000000000001
2020,900,G_5.9.123,1,R2,257,23,0.008850000000000002
2020,900,G_5.9.123,1,R3,467,23,0.006720000000000004
2020,900,G_5.9.124,1,R1,516,19,0.07954
2020,900,G_5.9.124,1,R2,779,18,0.09925
2020,900,G_5.9.124,1,R3,597,17,0.09836999999999999
2020,900,G_5.9.125,1,R1,505,18,0.07605
2020,900,G_5.9.125,1,R2,615,18,0.10501
2020,900,G_5.9.125,1,R3,610,19,0.09003
2020,900,G_5.9.128,1,R1,393,21,0.020790000000000003
2020,900,G_5.9.128,1,R2,198,20,0.0050700000000000025
2020,900,G_5.9.128,1,R3,393,21,0.008440000000000003
2020,900,G_5.9.131,1,R1,129,19,0
2020,900,G_5.9.131,1,R2,96,17,0
2020,900,G_5.9.133,1,R1,762,18,0.12639
2020,900,G_5.9.134,1,R1,735,17,0.013900000000000001
2020,900,G_5.9.134,1,R2,570,16,0.013130000000000003
2020,900,G_5.9.134,1,R3,462,17,0.011320000000000002
2020,900,G_5.9.139,1,R1,411,17,0.08664999999999999
2020,900,G_5.9.139,1,R2,560,16,0.12162999999999999
2020,900,G_5.9.139,1,R3,304,16,0.07986000000000001
2020,900,G_5.9.140,1,R1,389,26,0.06724
2020,900,G_5.9.140,1,R2,517,23,0.05974
2020,900,G_5.9.140,1,R3,517,25,0.07537999999999999
2020,900,G_5.9.143,1,R1,633,15,0.014410000000000001
2020,900,G_5.9.143,1,R2,752,16,0.014660000000000001
2020,900,G_5.9.143,1,R3,428,16,0.01617
2020,900,G_5.9.144,1,R1,118,23,0.01779
2020,900,G_5.9.144,1,R2,129,23,0.0177
2020,900,G_5.9.144,1,R3,95,25,0.006820000000000004
2020,900,G_5.9.146,1,R1,254,27,0.0142
2020,900,G_5.9.146,1,R2,353,28,0.0121
2020,900,G_5.9.146,1,R3,197,28,0.010920000000000003
2020,900,G_5.9.147,1,R1,411,25,0.02014
2020,900,G_5.9.147,1,R2,308,18,0.01713
2020,900,G_5.9.147,1,R3,388,26,0.011980000000000001
2020,900,G_5.9.149,1,R1,85,18,0.05288
2020,912,G_5.9.153,1,R1,382,15,0.05283
2020,912,G_5.9.153,1,R2,234,16,0.060309999999999996
2020,912,G_5.9.153,1,R3,443,15,0.03168
2020,912,G_5.9.157,1,R1,781,18,0.02521
2020,912,G_5.9.157,1,R2,245,15,0.022130000000000004
2020,912,G_5.9.157,1,R3,544,19,0.030380000000000008
2020,912,G_5.9.158,1,R1,453,18,0
2020,912,G_5.9.158,1,R2,494,20,0
2020,912,G_5.9.158,1,R3,263,17,0
2020,912,G_5.9.161,1,R1,527,19,0.012460000000000004
2020,912,G_5.9.161,1,R2,216,16,0.022150000000000003
2020,912,G_5.9.161,1,R3,506,16,0.02409
2020,912,G_5.9.162,1,R1,522,21,0.012870000000000003
2020,912,G_5.9.162,1,R2,142,21,0.10491999999999999
2020,912,G_5.9.163,1,R1,671,15,0.04621000000000001
2020,912,G_5.9.163,1,R2,688,16,0.07131000000000001
2020,912,G_5.9.163,1,R3,996,15,0.08329
2020,912,G_5.9.164,1,R1,481,20,0.013840000000000002
2020,912,G_5.9.164,1,R2,747,20,0.02239
2020,912,G_5.9.164,1,R3,486,20,0.02912
2020,406,G_5.1.64,1,R1,148.3,19,0
2020,406,G_5.1.64,1,R2,297.3,17,0
2020,406,G_5.1.64,1,R3,217.4,15,0
2020,406,G_5.1.84,1,R1,49.5,21,0
2020,406,G_5.1.84,1,R2,33.9,20,0
2020,406,G_5.1.90,1,R1,128.9,16,0
2020,406,G_5.1.90,1,R2,142,17,0
2020,406,G_5.1.165,1,R1,145.2,22,0
2020,406,G_5.1.165,1,R2,130.5,21,0
2020,406,G_5.1.165,1,R3,283.5,20,0
2020,411,G_5.2.112,1,R1,215.1,24,0
2020,411,G_5.2.112,1,R2,571,24,0
2020,411,G_5.2.112,1,R3,120.4,24,0
2020,411,G_5.2.139,1,R1,342.5,21,0.12799999999999997
2020,411,G_5.2.139,1,R2,221.6,21,0.09658000000000001
2020,411,G_5.2.139,1,R3,261.9,21,0.15941999999999998
2020,900,G_5.3.14,1,R1,380.5,18,0.07766
2020,900,G_5.3.14,1,R2,292.8,18,0.06422
2020,900,G_5.3.14,1,R3,426.6,17,0.08120999999999999
2020,900,G_5.3.33,1,R1,172.3,16,0.09359
2020,900,G_5.3.33,1,R2,207.6,17,0.09885000000000001
2020,900,G_5.3.37,1,R1,490.3,20,0.0361
2020,900,G_5.3.37,1,R2,182.1,17,0.026860000000000005
2020,900,G_5.3.37,1,R3,266.9,20,0.10245000000000001
2020,912,G_5.3.56,1,R1,503.6,13,0.032420000000000004
2020,912,G_5.3.56,1,R2,499.7,16,0.023940000000000006
2020,912,G_5.3.56,1,R3,480.2,15,0.018560000000000004
2020,912,G_5.3.101,1,R1,443.5,23,0.0791
2020,912,G_5.3.101,1,R2,129,21,0.044520000000000004
2020,912,G_5.3.101,1,R3,190.9,24,0.0601
2020,912,G_5.3.122,1,R1,862.1,18,0.07038
2020,912,G_5.3.122,1,R2,580,17,0.10910000000000002
2020,912,G_5.3.122,1,R3,283.2,20,0.07866000000000001
2020,411,G_5.4.5,1,R1,198.5,20,0
2020,411,G_5.4.5,1,R2,447.6,20,0
2020,411,G_5.4.5,1,R3,220.4,20,0
2020,411,G_5.4.8,1,R1,100.3,29,0.016460000000000002
2020,411,G_5.4.15,1,R1,527.2,23,0.029059999999999996
2020,411,G_5.4.15,1,R2,427.7,21,0.0367
2020,411,G_5.4.15,1,R3,642.1,20,0.13117
2020,406,G_5.4.35,1,R1,58.5,24,0.011820000000000002
2020,406,G_5.4.49,1,R1,147.4,20,0
2020,406,G_5.4.49,1,R2,101.4,20,0
2020,406,G_5.4.51,1,R1,70.4,21,0
2020,406,G_5.4.51,1,R2,46.5,23,0
2020,406,G_5.4.73,1,R1,273.1,22,0.06386
2020,406,G_5.4.73,1,R2,401.7,21,0.08068
2020,406,G_5.4.73,1,R3,373.2,23,0.07859
2020,406,G_5.4.82,1,R1,267.4,18,0.09406
2020,406,G_5.4.82,1,R2,122.9,21,0.09181
2020,406,G_5.4.82,1,R3,110.7,21,0.03229
2020,406,G_5.4.85,1,R1,306.6,24,0
2020,406,G_5.4.85,1,R2,171.9,20,0
2020,406,G_5.4.85,1,R3,212.8,23,0
2020,406,G_5.4.92,1,R1,67.6,21,0.07619
2020,406,G_5.4.92,1,R2,114.5,22,0.06755
2020,406,G_5.4.94,1,R1,367.3,20,0.045
2020,406,G_5.4.94,1,R2,491,20,0.020480000000000005
2020,406,G_5.4.94,1,R3,330.6,19,0.015
2020,406,G_5.4.97,1,R1,226.8,19,0.011130000000000001
2020,406,G_5.4.97,1,R2,328.5,18,0.013120000000000003
2020,406,G_5.4.97,1,R3,265.3,17,0.011120000000000001
2020,406,G_5.4.106,1,R1,428.1,19,0.01406
2020,406,G_5.4.106,1,R2,513.6,20,0.013620000000000004
2020,406,G_5.4.106,1,R3,437.9,19,0.01568
2020,406,G_5.4.112,1,R1,91.5,21,0.015790000000000005
2020,406,G_5.4.112,1,R2,427.1,20,0.01763
2020,406,G_5.4.112,1,R3,269.3,22,0.016610000000000003
2020,406,G_5.4.130,1,R1,194.3,23,0
2020,406,G_5.4.130,1,R2,121.9,22,0
2020,406,G_5.4.130,1,R3,155.2,22,0
2020,111,G_5.4.144,1,R1,171.2,21,0
2020,111,G_5.4.144,1,R2,287.1,22,0
2020,111,G_5.4.165,1,R1,151.3,21,0.07762000000000001
2020,111,G_5.4.165,1,R2,184.1,23,0.11978
2020,111,G_5.5.65,1,R1,45.5,20,0.01562
2020,111,G_5.5.65,1,R2,90.7,19,0.017810000000000003
2020,111,G_5.5.65,1,R3,41,20,0.01386
2020,111,G_5.5.70,1,R1,45.6,25,0.011860000000000004
2020,406,G_5.5.123,1,R1,69.1,22,0.012
2020,406,G_5.5.123,1,R2,311.2,22,0.013040000000000001
2020,406,G_5.5.123,1,R3,167.4,20,0.010920000000000003
2020,111,G_5.5.94,1,R1,333.4,17,0.08137
2020,111,G_5.5.94,1,R2,182.9,16,0.0832
2020,111,G_5.5.94,1,R3,246.2,19,0.0748
2020,406,G_5.5.116,1,R1,346,18,0.09917
2020,406,G_5.5.116,1,R2,320.5,18,0.05819
2020,406,G_5.5.116,1,R3,186.8,19,0.0339
2020,406,G_5.5.119,1,R1,608.5,19,0.051770000000000004
2020,406,G_5.5.119,1,R2,528.9,19,0.07761000000000001
2020,406,G_5.5.119,1,R3,886.5,20,0.09265999999999999
2020,406,G_5.5.131,1,R1,71.3,21,0.013430000000000003
2020,406,G_5.5.131,1,R2,144,20,0.014750000000000003
2020,406,G_5.5.131,1,R3,81.8,19,0
2020,406,G_5.5.145,1,R1,138.1,10,0
2020,406,G_5.5.145,1,R2,173,17,0
2020,406,G_5.5.145,1,R3,160.9,15,0
2020,411,G_5.6.162,1,R1,276.4,25,0.09293000000000001
2020,411,G_5.6.162,1,R2,387.7,23,0.11209000000000002
2020,411,G_5.6.162,1,R3,361.9,25,0.06852
2020,111,G_5.7.61,1,R1,162.1,17,0
2020,111,G_5.7.61,1,R2,106.8,20,0
2020,111,G_5.7.61,1,R3,104.8,20,0
2020,111,G_5.7.71,1,R1,114.4,15,0.013070000000000003
2020,111,G_5.7.71,1,R2,169.6,12,0.01386
2020,111,G_5.7.71,1,R3,124.3,18,0.013340000000000001
2020,111,G_5.7.76,1,R1,96.9,19,0.014990000000000003
2020,406,G_5.7.128,1,R1,547.7,21,0.0142
2020,406,G_5.7.128,1,R2,289.7,21,0.016980000000000002
2020,406,G_5.7.128,1,R3,662.8,20,0.012199999999999999
2020,406,G_5.7.157,1,R1,522.2,20,0.014000000000000002
2020,406,G_5.7.165,1,R1,104.6,23,0
2020,406,G_5.7.165,1,R2,134,20,0
2020,406,G_5.7.165,1,R3,79.9,23,0
2020,406,G_5.7.167,1,R1,73.9,23,0
2020,406,G_5.7.167,1,R2,83.2,16,0
2020,406,G_5.7.167,1,R3,95.7,21,0
2020,411,G_5.8.100,1,R1,165.5,25,0
2020,411,G_5.8.100,1,R2,54.4,25,0
2020,411,G_5.8.100,1,R3,126.9,25,0
2020,411,G_5.8.116,1,R1,281.1,15,0.06423
2020,411,G_5.8.116,1,R2,338,18,0.07
2020,411,G_5.8.116,1,R3,407.9,16,0.08635000000000001
2020,411,G_5.8.117,1,R1,256.1,26,0
2020,411,G_5.8.117,1,R2,88.6,23,0
2020,411,G_5.8.117,1,R3,89.3,20,0.013240000000000002
2020,411,G_5.8.145,1,R1,189.6,21,0.012220000000000003
2020,411,G_5.8.145,1,R2,95,25,0.012
2020,411,G_5.8.145,1,R3,135.5,24,0.013680000000000003
2020,411,G_5.8.147,1,R1,68,22,0
2020,411,G_5.8.147,1,R2,97.7,22,0
2020,411,G_5.8.147,1,R3,58.8,21,0
2020,900,G_5.9.118,1,R1,291.6,17,0.07067
2020,900,G_5.9.118,1,R2,374.6,16,0.07254
2020,900,G_5.9.118,1,R3,390.9,15,0.08125000000000002
2020,900,G_5.9.122,1,R1,79.5,17,0.020930000000000004
2020,900,G_5.9.122,1,R2,328.2,17,0.021679999999999998
2020,900,G_5.9.122,1,R3,129.8,20,0.016989999999999998
2020,900,G_5.9.150,1,R1,199.9,16,0.07749
2020,900,G_5.9.150,1,R2,166.5,15,0.06905
2020,900,G_5.9.150,1,R3,171.6,16,0.08845
2020,912,G_5.3.121,1,R1,171.7,24,0
2020,912,G_5.3.121,1,R2,323.9,22,0
2020,912,G_5.3.121,1,R3,262.7,22,0
2020,406,G_5.4.98,1,R1,381.8,21,0.09214000000000001
2020,406,G_5.4.111,1,R1,86.6,20,0
2020,406,G_5.4.111,1,R2,44.9,26,0
2020,111,G_5.7.113,1,R1,58.1,20,0
2020,111,G_5.7.113,1,R2,30.1,22,0
2020,411,G_5.8.65,1,R1,207.9,22,0
2020,411,G_5.8.65,1,R2,143,21,0
2020,411,G_5.8.65,1,R3,228.2,21,0
2020,929,G_5.10.141,1,R1,210.5,20,0.0649
2020,929,G_5.10.141,1,R2,581.3,21,0.06462
2020,929,G_5.10.141,1,R3,383.3,20,0.06508
2019,902,G_5.9.12,1,R1,84,19,0
2019,902,G_5.9.12,1,R2,39,18,3.4e-4
2019,902,G_5.9.12,1,R3,75,18,3e-4
2019,111,G_5.5.96,1,R1,33,16,0.00207
2019,111,G_5.5.96,1,R2,98,17,0.00232
2019,111,G_5.5.96,1,R3,118,18,0.00184
2019,902,G_5.6.31,1,R1,39,16,5.5e-4
2019,902,G_5.6.31,1,R2,24,16,2.2e-4
2019,902,G_5.6.31,1,R3,35,16,6.6e-4
2019,902,G_5.2.78,1,R1,55.5,18,0
2019,902,G_5.2.78,1,R2,47.8,19,6.1e-4
2019,902,G_5.2.78,1,R3,89.9,22,4.1e-4
2019,111,G_5.5.101,1,R1,396.3,20,0.00123
2019,111,G_5.5.101,1,R2,470.8,18,0.0017
2019,111,G_5.5.101,1,R3,246.7,19,0.00235
2019,902,G_5.6.39,1,R1,97.1,16,0
2019,902,G_5.6.39,1,R2,232.4,15,0
2019,902,G_5.6.39,1,R3,188.5,18,0
2019,111,G_5.7.107,1,R1,202.4,17,0
2019,111,G_5.7.107,1,R2,86.2,15,0
2019,111,G_5.7.107,1,R3,175.2,16,0
2019,902,G_5.9.5,1,R1,250.1,19,0.00601
2019,902,G_5.9.5,1,R2,243.6,18,0.00379
2019,902,G_5.9.5,1,R3,200.2,15,0.00373
2019,111,G_5.7.82,1,R1,410.5,17,0.041
2019,111,G_5.7.82,1,R2,226.8,15,0.04357
2019,111,G_5.7.82,1,R3,306.8,18,0.03177
2019,111,G_5.5.78,1,R1,252.2,18,0.06522
2019,111,G_5.5.78,1,R2,262.3,15,0.04077
2019,111,G_5.5.78,1,R3,223.6,21,0.04127
2019,902,G_5.6.65,1,R1,269.8,16,0.00355
2019,902,G_5.6.65,1,R2,264.1,15,0.00554
2019,902,G_5.6.65,1,R3,298.2,15,0.00326
2019,902,G_5.6.41,1,R1,96.6,19,0.00535
2019,902,G_5.6.41,1,R2,171.4,17,0.00657
2019,902,G_5.6.15,1,R1,86.3,16,6.1e-4
2019,902,G_5.6.15,1,R2,21.1,16,3.3e-4
2019,902,G_5.6.15,1,R3,50.2,16,5e-4
2019,902,G_5.6.75,1,R1,186.8,17,0.00101
2019,902,G_5.6.75,1,R2,166.3,17,0.00353
2019,902,G_5.6.75,1,R3,190.6,18,0.00271
2019,111,G_5.4.138,1,R1,102.7,19,0
2019,111,G_5.4.138,1,R2,77.7,19,0
2019,111,G_5.4.138,1,R3,132.7,18,4.2e-4
2019,111,G_5.5.97,1,R1,255.8,15,0.00271
2019,111,G_5.5.97,1,R2,309.4,14,0.00139
2019,111,G_5.5.97,1,R3,499,14,0.00251
2019,902,G_5.6.25,1,R1,201.5,16,0.00221
2019,902,G_5.6.25,1,R2,232.5,19,0.00197
2019,902,G_5.6.25,1,R3,282.4,17,0.003
2019,111,G_5.4.135,1,R1,334.9,21,0.00928
2019,111,G_5.4.135,1,R2,345.7,16,0.00918
2019,111,G_5.4.135,1,R3,237.3,18,0.00817
2019,902,G_5.6.19,1,R1,178.9,17,0
2019,902,G_5.6.19,1,R2,114.6,17,0
2019,411,G_5.4.21,1,R1,179.3,14,0.001
2019,411,G_5.4.21,1,R2,254.6,14,0.00183
2019,411,G_5.4.21,1,R3,282.8,13,0.00207
2019,111,G_5.3.171,1,R1,67.5,22,0
2019,111,G_5.3.171,1,R2,26,23,2.2e-4
2019,111,G_5.3.171,1,R3,22,23,0
2019,111,G_5.4.156,1,R1,357.2,16,0.08719
2019,111,G_5.4.156,1,R2,598,19,0.06467
2019,111,G_5.4.156,1,R3,313.1,15,0.07423
2019,902,G_5.6.60,1,R1,51.7,15,6.3e-4
2019,111,G_5.7.119,1,R1,46.6,21,0
2019,111,G_5.7.119,1,R2,69,20,0
2019,111,G_5.7.119,1,R3,80.9,18,0
2019,111,G_5.7.93,1,R1,300.1,16,0.02577
2019,111,G_5.7.93,1,R2,237.3,21,0.03328
2019,111,G_5.7.93,1,R3,193.2,20,0.04325
2019,111,G_5.7.43,1,R1,41.4,23,7.8e-4
2019,111,G_5.7.43,1,R2,170.5,22,0.00131
2019,111,G_5.7.43,1,R3,56.1,19,5.9e-4
2019,111,G_5.7.122,1,R1,225.9,18,0.002
2019,111,G_5.7.122,1,R2,134.7,13,0.00569
2019,111,G_5.7.122,1,R3,110.5,20,4.5e-4
2019,406,G_5.7.140,1,R1,388.4,23,6.2e-4
2019,406,G_5.7.140,1,R2,438.8,24,8.3e-4
2019,406,G_5.7.140,1,R3,512.6,23,4.1e-4
2019,902,G_5.6.36,1,R1,534.5,15,0.06398
2019,902,G_5.6.36,1,R2,598.7,15,0.06317
2019,902,G_5.6.36,1,R3,322.7,10,0.06627
2019,111,G_5.7.60,1,R1,184,16,9.2e-4
2019,111,G_5.7.60,1,R2,219.3,22,7.9e-4
2019,111,G_5.7.60,1,R3,276.3,21,0
2019,111,G_5.5.91,1,R1,111,17,0
2019,111,G_5.5.91,1,R2,45.2,17,0
2019,111,G_5.5.91,1,R3,32.3,15,0
2019,902,G_5.2.72,1,R1,81.9,16,1.9e-4
2019,902,G_5.2.72,1,R2,33.6,19,2.7e-4
2019,902,G_5.2.72,1,R3,101.3,19,4.7e-4
2019,111,G_5.5.86,1,R1,59,19,7e-4
2019,111,G_5.5.86,1,R2,146.1,20,8.7e-4
2019,111,G_5.5.86,1,R3,89.2,20,8.1e-4
2019,111,G_5.4.174,1,R1,972.1,20,0.07129
2019,111,G_5.4.174,1,R2,761.1,20,0.10698
2019,902,G_5.6.58,1,R1,79,17,0
2019,902,G_5.6.58,1,R2,110.5,20,0
2019,902,G_5.6.58,1,R3,175.4,19,0
2019,111,G_5.5.71,1,R1,231.2,17,6.9e-4
2019,111,G_5.5.71,1,R2,273.6,21,0.00257
2019,111,G_5.5.71,1,R3,140.1,19,0.00169
2019,902,G_5.6.45,1,R1,204.8,16,0.00923
2019,902,G_5.6.45,1,R2,266.3,19,0.01045
2019,902,G_5.6.45,1,R3,206.1,18,0.01089
2019,411,G_5.4.14,1,R1,961,16,0.00792
2019,411,G_5.4.14,1,R2,230.5,18,0.0014
2019,902,G_5.2.74,1,R1,404.7,18,0.00129
2019,902,G_5.2.74,1,R2,168.7,18,0.00126
2019,902,G_5.2.74,1,R3,173.4,21,0.0011
2019,111,G_5.4.140,1,R1,479.5,18,0.0329
2019,111,G_5.4.140,1,R2,314.5,17,0.03819
2019,111,G_5.4.140,1,R3,550.2,17,0.0441
2019,902,G_5.2.77,1,R1,452.6,18,0.01046
2019,902,G_5.2.77,1,R2,451,19,0.0146
2019,902,G_5.2.77,1,R3,725.1,17,0.02031
2019,111,G_5.7.73,1,R1,79.4,20,0.04905
2019,111,G_5.7.73,1,R2,86.8,21,0.03647
2019,111,G_5.7.73,1,R3,105.7,17,0.04965
2019,111,G_5.7.32,1,R1,752,17,0.00619
2019,111,G_5.7.32,1,R2,335.6,17,0.00623
2019,111,G_5.7.32,1,R3,313.6,18,0.00631
2019,111,G_5.7.123,1,R1,159.6,18,0.00592
2019,111,G_5.7.123,1,R2,356.3,18,0.00739
2019,111,G_5.7.123,1,R3,257.3,19,0.00961
2019,111,G_5.7.98,1,R1,222.2,18,0
2019,111,G_5.7.98,1,R2,346.9,17,0
2019,111,G_5.7.98,1,R3,446.8,17,0
2019,111,G_5.7.124,1,R1,109.2,19,0.02734
2019,111,G_5.7.124,1,R2,82.6,17,0.02031
2019,111,G_5.7.124,1,R3,78.5,19,0.01417
2019,111,G_5.5.99,1,R1,97.2,19,0.00224
2019,111,G_5.5.99,1,R2,64,18,0.00205
2019,111,G_5.5.99,1,R3,33.8,18,0.0022
2019,111,G_5.5.105,1,R1,389.1,12,0.01363
2019,111,G_5.5.105,1,R2,139.6,19,0.05201
2019,111,G_5.5.105,1,R3,378.2,16,0.07844
2019,111,G_5.5.109,1,R1,261.3,15,0.00346
2019,111,G_5.5.109,1,R2,166.6,18,0.00913
2019,111,G_5.5.109,1,R3,509.8,18,0.01019
2019,902,G_5.6.71,1,R1,888.3,15,0.04674
2019,902,G_5.6.71,1,R2,286.2,13,0.0385
2019,902,G_5.6.71,1,R3,789.1,15,0.05897
2019,902,G_5.6.72,1,R1,581.4,17,0.03846
2019,902,G_5.6.72,1,R2,707.5,16,0.0423
2019,902,G_5.6.72,1,R3,997.4,16,0.05624
2019,902,G_5.6.20,1,R1,436.6,20,0.06394
2019,902,G_5.6.20,1,R2,231.9,17,0.08578
2019,902,G_5.6.20,1,R3,397,21,0.07926
2019,902,G_5.6.33,1,R1,230.6,19,0.0058
2019,902,G_5.6.33,1,R2,373.9,17,0.00495
2019,902,G_5.6.33,1,R3,529.5,18,0.0089
2019,902,G_5.6.34,1,R1,196.5,18,0.00522
2019,902,G_5.6.34,1,R2,103.2,18,0.00755
2019,902,G_5.6.34,1,R3,267.3,17,0.00432
2019,902,G_5.6.44,1,R1,172.4,18,0.00332
2019,111,G_5.7.26,1,R1,127.4,20,7.2e-4
2019,111,G_5.7.26,1,R2,328.2,20,0.00123
