season,family,gid,plant,replicated,B_shape,soluble_solids,S_dry
2020,jardin,G_AK.ouziom,2,R3,1.089385474860335,17,0.05836
2020,jardin,G_AK.ouziom,2,R3,1.0640394088669953,17,0.05836
2020,jardin,G_AK.ouziom,3,R1,1.0561797752808988,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.0730337078651684,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.062111801242236,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.0470588235294118,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.0621468926553672,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.10828025477707,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.036144578313253,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.0843373493975905,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.0526315789473684,20,0.04518
2020,jardin,G_AK.ouziom,3,R1,1.122093023255814,20,0.04518
2020,jardin,G_AK.ouziom,3,R2,1.1616766467065869,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.140449438202247,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.0196078431372548,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.0606060606060606,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.1047120418848166,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.0459183673469388,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.0806451612903225,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.0353535353535352,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.0718562874251498,18,0.055349999999999996
2020,jardin,G_AK.ouziom,3,R2,1.1436170212765957,18,0.055349999999999996
2020,jardin,G_Alburla,1,R1,1.0467836257309941,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.0187499999999998,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.0886075949367089,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.0297619047619049,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.0804597701149425,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.098159509202454,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.0429447852760736,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.0598802395209581,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.114864864864865,19,0.08186000000000002
2020,jardin,G_Alburla,1,R1,1.0446927374301676,19,0.08186000000000002
2020,jardin,G_Alburla,1,R2,1.1802325581395348,19,0.0896
2020,jardin,G_Alburla,1,R2,1.022099447513812,19,0.0896
2020,jardin,G_Alburla,1,R2,1.1079545454545454,19,0.0896
2020,jardin,G_Alburla,1,R2,1.122093023255814,19,0.0896
2020,jardin,G_Alburla,1,R2,1.0363636363636364,19,0.0896
2020,jardin,G_Alburla,1,R2,1.0982658959537572,19,0.0896
2020,jardin,G_Alburla,1,R2,1.127906976744186,19,0.0896
2020,jardin,G_Alburla,1,R2,1.0397727272727273,19,0.0896
2020,jardin,G_Alburla,1,R2,1.1265822784810127,19,0.0896
2020,jardin,G_Alburla,1,R2,1.0621468926553672,19,0.0896
2020,jardin,G_Alburla,1,R3,1.0764331210191083,21,0.08828
2020,jardin,G_Alburla,1,R3,1.046242774566474,21,0.08828
2020,jardin,G_Alburla,1,R3,1.048780487804878,21,0.08828
2020,jardin,G_Alburla,1,R3,1.0933333333333333,21,0.08828
2020,jardin,G_Alburla,1,R3,1.0335195530726258,21,0.08828
2020,jardin,G_Alburla,1,R3,1.0121212121212122,21,0.08828
2020,jardin,G_Alburla,1,R3,1.0248447204968942,21,0.08828
2020,jardin,G_Alburla,1,R3,1.0980392156862744,21,0.08828
2020,jardin,G_Alburla,1,R3,1.0406976744186047,21,0.08828
2020,jardin,G_Alburla,1,R3,1.0742857142857143,21,0.08828
2020,jardin,G_Alburla,2,R1,1.038709677419355,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.038961038961039,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.0838709677419354,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.070063694267516,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.0681818181818181,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.0384615384615385,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.0060975609756098,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.011764705882353,19,0.09452999999999999
2020,jardin,G_Alburla,2,R1,1.0657894736842106,19,0.09452999999999999
2020,jardin,G_Alburla,2,R2,1.0785714285714287,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.0431654676258992,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.060810810810811,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.0516129032258064,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.0308641975308641,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.0492957746478875,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.033898305084746,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.0683760683760684,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.0606060606060606,17,0.08770000000000001
2020,jardin,G_Alburla,2,R2,1.0240963855421688,17,0.08770000000000001
2020,jardin,G_Alburla,2,R3,1.1049382716049383,18,0.08924
2020,jardin,G_Alburla,2,R3,1.0225563909774436,18,0.08924
2020,jardin,G_Alburla,2,R3,1.0676691729323307,18,0.08924
2020,jardin,G_Alburla,2,R3,1.1007194244604317,18,0.08924
2020,jardin,G_Alburla,2,R3,1.1282051282051282,18,0.08924
2020,jardin,G_Alburla,2,R3,1.0969696969696972,18,0.08924
2020,jardin,G_Alburla,2,R3,1.048951048951049,18,0.08924
2020,jardin,G_Alburla,2,R3,1.0773809523809526,18,0.08924
2020,jardin,G_Alburla,2,R3,1.0595238095238095,18,0.08924
2020,jardin,G_Alburla,2,R3,1.1656050955414012,18,0.08924
2020,jardin,G_Alburla,3,R1,1.0324675324675325,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.076923076923077,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.089171974522293,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.193939393939394,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.0479041916167666,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.0437158469945353,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.081081081081081,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.0289017341040463,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.0625,17,0.10952000000000002
2020,jardin,G_Alburla,3,R1,1.0842696629213482,17,0.10952000000000002
2020,jardin,G_Alburla,3,R2,1.0410958904109588,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.0588235294117647,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.0472972972972974,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.0925925925925926,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.0254777070063694,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.1851851851851851,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.09375,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.1265060240963856,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.0719424460431655,16,0.09096000000000001
2020,jardin,G_Alburla,3,R2,1.0606060606060606,16,0.09096000000000001
2020,jardin,G_Alburla,3,R3,1.069182389937107,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.0813953488372094,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.027777777777778,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.1676300578034682,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.0609756097560976,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.0935672514619883,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.047337278106509,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.0424242424242425,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.0647058823529412,18,0.09440000000000001
2020,jardin,G_Alburla,3,R3,1.0604395604395604,18,0.09440000000000001
2020,jardin,G_Arna.Guirna,1,R1,1.0542168674698795,18,0.061919999999999996
2020,jardin,G_Arna.Guirna,1,R1,1.0285714285714287,18,0.061919999999999996
2020,jardin,G_Arna.Guirna,1,R1,1.0987654320987654,18,0.061919999999999996
2020,jardin,G_Arna.Guirna,1,R1,1.037037037037037,18,0.061919999999999996
