season,family,gid,plant,replicated,B_width,soluble_solids,S_dry
2018,jardin,G_Chaselas.Musque,1,R1,1.59025050621101,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R1,1.75764529633848,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R1,1.4647044136154,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R1,1.79949399387035,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R1,1.50655311114727,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R1,1.42285571608353,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R1,1.7235140141649,17,0.04582000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.67175351811429,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.75693147802592,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.37919665244429,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.74360966746834,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.54637200425571,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.58816584220857,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.79713503197286,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.74456009687228,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R2,1.75534119402,21,0.05117000000000001
2018,jardin,G_Chaselas.Musque,1,R3,1.5098275783642,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.50721315635359,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.86677123519158,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.63281425271639,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.74687547215118,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.59094722059546,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.56903650300594,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.71654831695825,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,1,R3,1.80028238120012,19,0.044160000000000005
2018,jardin,G_Chaselas.Musque,2,R1,1.67321548036842,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R1,1.80429156914609,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R1,1.79870664139605,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R1,1.38040277130394,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R1,1.65639881757674,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R1,2.0078585764421,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R1,1.75687625438684,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R1,1.88236741541447,18.4,0.05639000000000001
2018,jardin,G_Chaselas.Musque,2,R2,1.63784604970665,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R2,1.72183815481981,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R2,1.67984210226323,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R2,1.5118578920369,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R2,1.56707609152533,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R2,1.56494983435854,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R2,1.80583025993297,18,0.05778000000000001
2018,jardin,G_Chaselas.Musque,2,R3,1.59374326356208,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,2,R3,1.50986203916407,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,2,R3,1.71956510015908,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,2,R3,1.76150571235809,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,2,R3,1.88732754895509,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,2,R3,1.42598081476607,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,2,R3,1.63568387576108,22,0.041780000000000005
2018,jardin,G_Chaselas.Musque,3,R1,1.80186226950874,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R1,1.75995849579923,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R1,1.84376604321824,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R1,1.5085358535422,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R1,1.5504396272517,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R1,1.88566981692775,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R1,1.38282453241368,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R1,1.71805472208973,20.4,0.046299999999999994
2018,jardin,G_Chaselas.Musque,3,R2,1.64766909655495,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R2,1.75841534907919,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R2,1.80028238120012,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R2,1.53532706080559,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R2,1.63281425271639,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R2,1.72113734485652,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R2,1.67468128483732,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R2,1.71654831695825,20,0.06417999999999999
2018,jardin,G_Chaselas.Musque,3,R3,1.65420590712048,16,0.045880000000000004
2018,jardin,G_Chaselas.Musque,3,R3,1.76539167717863,16,0.045880000000000004
2018,jardin,G_Chaselas.Musque,3,R3,1.62162982656267,16,0.045880000000000004
2018,jardin,G_Chaselas.Musque,3,R3,1.72335854200771,16,0.045880000000000004
2018,jardin,G_Chaselas.Musque,3,R3,1.84945794752047,16,0.045880000000000004
2018,jardin,G_Chaselas.Musque,3,R3,1.59725913649495,16,0.045880000000000004
2018,jardin,G_Chaselas.Musque,3,R3,1.55522600132403,16,0.045880000000000004
2018,jardin,G_Chirai.Obak,1,R1,2.05148457392572,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.71654831695825,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.68075705499441,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.59094722059546,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.80028238120012,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.83490244204402,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.76085690906367,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.78733493504331,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,2.01310163090677,19,0.08679
2018,jardin,G_Chirai.Obak,1,R1,1.96775050968385,19,0.08679
2018,jardin,G_Chirai.Obak,1,R2,1.99502963575207,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R2,1.99683865671181,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R2,1.82689534019096,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R2,1.31706379485247,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R2,1.57197936804972,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R2,1.44452158145109,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R2,1.74192308351455,17,0.06383000000000001
2018,jardin,G_Chirai.Obak,1,R3,1.79824475823694,18,0.07142
2018,jardin,G_Chirai.Obak,1,R3,1.56972362220919,18,0.07142
2018,jardin,G_Chirai.Obak,1,R3,1.84295719648346,18,0.07142
2018,jardin,G_Chirai.Obak,1,R3,1.63353024233761,18,0.07142
2018,jardin,G_Chirai.Obak,1,R3,1.54975946067927,18,0.07142
2018,jardin,G_Chirai.Obak,1,R3,1.67541563316678,18,0.07142
2018,jardin,G_Chirai.Obak,1,R3,1.75918641482512,18,0.07142
2018,jardin,G_Chirai.Obak,2,R1,1.65006952464562,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,2.01196463863484,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,1.55348695940242,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,1.95259125589884,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,1.59222979942933,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,1.74035307590983,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,1.61077453251365,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,1.86769598390323,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,2.06559111797728,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R1,1.69790543991203,16.6,0.08909
2018,jardin,G_Chirai.Obak,2,R2,1.894,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,1.978,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,2.018,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,1.429,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,1.587,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,1.793,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,1.868,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,1.565,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,2,R2,1.826,19.6,0.09251000000000001
2018,jardin,G_Chirai.Obak,3,R1,1.7270701376381,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R1,1.73016057871609,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R1,1.76862165304013,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R1,1.84841058963619,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R1,1.68206853412472,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R1,1.59796510741848,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R1,1.51386168071224,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R1,1.55591339406536,17.6,0.07259
2018,jardin,G_Chirai.Obak,3,R2,1.85373017311279,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.79685824470643,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.63528475848123,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.60938948957298,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.6940941995505,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.81829356646146,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.77879890952803,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.63394403620204,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R2,1.65174184456174,16.8,0.061860000000000005
2018,jardin,G_Chirai.Obak,3,R3,1.716151471986,18,0.07821000000000002
2018,jardin,G_Chirai.Obak,3,R3,1.68616577824709,18,0.07821000000000002
2018,jardin,G_Chirai.Obak,3,R3,1.56572536551516,18,0.07821000000000002
2018,jardin,G_Chirai.Obak,3,R3,1.74586676771899,18,0.07821000000000002
2018,jardin,G_Chirai.Obak,3,R3,1.59583546869814,18,0.07821000000000002
2018,jardin,G_Chirai.Obak,3,R3,1.57553830257567,18,0.07821000000000002
2018,jardin,G_Chirai.Obak,3,R3,1.65627320487023,18,0.07821000000000002
2018,jardin,G_Chirai.Obak,3,R3,1.78844888400482,18,0.07821000000000002
2018,jardin,G_Chouchillon,1,R1,1.52677257073822,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.66090959707479,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.57103555329392,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.3702504175867,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.40990350072441,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.24568219780609,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.41177315751357,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.48376108845313,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R1,1.76166065854411,18.9,0.07626999999999999
2018,jardin,G_Chouchillon,1,R2,1.39840259573256,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.32134422242453,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.38397811864374,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.21420321174119,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.56909626412913,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.62194067431077,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.69890504133173,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.48781754645999,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.24183366789015,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R2,1.52780425717836,18,0.07571000000000001
2018,jardin,G_Chouchillon,1,R3,1.5545395188358,18.4,0.07568
2018,jardin,G_Chouchillon,1,R3,1.39504861402068,18.4,0.07568
2018,jardin,G_Chouchillon,1,R3,1.52791038678455,18.4,0.07568
2018,jardin,G_Chouchillon,1,R3,1.59655410042595,18.4,0.07568
2018,jardin,G_Chouchillon,1,R3,1.34446661088501,18.4,0.07568
2018,jardin,G_Chouchillon,1,R3,1.47051035565548,18.4,0.07568
2018,jardin,G_Chouchillon,1,R3,1.5677672967659,18.4,0.07568
2018,jardin,G_Chouchillon,1,R3,1.54485736865799,18.4,0.07568
2018,jardin,G_Crimson,1,R1,1.73169208514484,17.1,0
2018,jardin,G_Crimson,1,R1,1.80982458080502,17.1,0
2018,jardin,G_Crimson,1,R1,1.87828393992004,17.1,0
2018,jardin,G_Crimson,1,R1,1.59925063159162,17.1,0
2018,jardin,G_Crimson,1,R1,1.97015764475251,17.1,0
2018,jardin,G_Crimson,1,R1,1.75592127434592,17.1,0
2018,jardin,G_Crimson,1,R1,1.64146880584642,17.1,0
2018,jardin,G_Crimson,1,R1,1.78568265187721,17.1,0
2018,jardin,G_Crimson,1,R1,1.54759163162691,17.1,0
2018,jardin,G_Crimson,1,R2,1.78726640620349,18.2,0
2018,jardin,G_Crimson,1,R2,1.57191280539651,18.2,0
2018,jardin,G_Crimson,1,R2,1.60079838111031,18.2,0
2018,jardin,G_Crimson,1,R2,1.65787147947212,18.2,0
2018,jardin,G_Crimson,1,R2,1.61190035545022,18.2,0
2018,jardin,G_Crimson,1,R2,1.60853976558314,18.2,0
2018,jardin,G_Crimson,1,R2,1.60135257824691,18.2,0
2018,jardin,G_Crimson,1,R2,1.54896421870969,18.2,0
2018,jardin,G_Crimson,1,R2,1.66811531245659,18.2,0
2018,jardin,G_Crimson,1,R2,1.84684195307694,18.2,0
2018,jardin,G_Crimson,1,R3,1.59599690051688,18.8,0
2018,jardin,G_Crimson,1,R3,2.02829672623198,18.8,0
2018,jardin,G_Crimson,1,R3,1.70016746087489,18.8,0
2018,jardin,G_Crimson,1,R3,1.81384552462127,18.8,0
2018,jardin,G_Crimson,1,R3,1.63976003020555,18.8,0
2018,jardin,G_Crimson,1,R3,1.47219952402669,18.8,0
2018,jardin,G_Crimson,1,R3,1.6405124622477,18.8,0
2018,jardin,G_Crimson,1,R3,1.73410421766467,18.8,0
2018,jardin,G_Crimson,1,R3,1.72948061649935,18.8,0
2018,jardin,G_Crimson,1,R3,1.75440530182896,18.8,0
2018,jardin,G_Crimson,2,R1,1.83870246016783,16,0
2018,jardin,G_Crimson,2,R1,1.6478777585324,16,0
2018,jardin,G_Crimson,2,R1,1.69042000370269,16,0
2018,jardin,G_Crimson,2,R1,1.63110702111663,16,0
2018,jardin,G_Crimson,2,R1,1.86149294471874,16,0
2018,jardin,G_Crimson,2,R1,1.42598081476607,16,0
2018,jardin,G_Crimson,2,R1,1.50986203916407,16,0
2018,jardin,G_Crimson,2,R1,1.72007649499572,16,0
2018,jardin,G_Crimson,2,R1,1.91315402185682,16,0
2018,jardin,G_Crimson,2,R1,1.57179403853057,16,0
2018,jardin,G_Crimson,2,R2,1.918,13,0
2018,jardin,G_Crimson,2,R2,1.868,13,0
2018,jardin,G_Crimson,2,R2,2.023,13,0
2018,jardin,G_Crimson,2,R2,1.583,13,0
2018,jardin,G_Crimson,2,R2,1.679,13,0
2018,jardin,G_Crimson,2,R2,1.931,13,0
2018,jardin,G_Crimson,2,R2,1.698,13,0
2018,jardin,G_Crimson,2,R2,1.702,13,0
2018,jardin,G_Crimson,2,R2,1.861,13,0
2018,jardin,G_Crimson,2,R3,1.75204591920367,14,0
2018,jardin,G_Crimson,2,R3,1.57387175792872,14,0
2018,jardin,G_Crimson,2,R3,1.72135606664197,14,0
2018,jardin,G_Crimson,2,R3,1.71830800075299,14,0
2018,jardin,G_Crimson,2,R3,1.69080007175021,14,0
2018,jardin,G_Crimson,2,R3,1.63784604970665,14,0
2018,jardin,G_Crimson,2,R3,1.60737043843043,14,0
2018,jardin,G_Crimson,2,R3,1.59584999715007,14,0
2018,jardin,G_Crimson,2,R3,1.64675992390934,14,0
2018,jardin,G_Crimson,2,R3,1.59213294746916,14,0
2018,jardin,G_Csaba.Gyangye,1,R1,1.61714884821037,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.35660802246529,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.7237006517356,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.30545982401323,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.06058900395757,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.38457860122616,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.41684325573396,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.6698596739352,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R1,1.49149249484783,15.8,0.02857
2018,jardin,G_Csaba.Gyangye,1,R2,1.37228524541119,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R2,1.33076873520342,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R2,1.48990969501786,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R2,1.52911784488675,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R2,1.56832599475564,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R2,1.640223241297,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R2,1.69277012866959,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,1,R2,1.54643533038378,17.2,0.028130000000000006
2018,jardin,G_Csaba.Gyangye,2,R2,2.127,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.823,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.937,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.676,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.54,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.645,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.872,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.828,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,2,R2,1.871,18.2,0.043129999999999995
2018,jardin,G_Csaba.Gyangye,3,R1,1.60200256358735,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R1,1.56292933032912,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R1,1.40663639729621,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R1,1.68014903010381,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R1,1.48478286381267,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R1,1.60920581061358,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R1,1.52385609707089,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,3,R1,1.49333392000067,18.8,0.021699999999999997
2018,jardin,G_Csaba.Gyangye,4,R1,1.40129809949074,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R1,1.28452325786651,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R1,1.36237315228266,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R1,1.26296588962839,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R1,1.56108726162854,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R1,1.32344820507458,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R1,1.60232628426205,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R1,1.35400640077266,15.6,0.033389999999999996
2018,jardin,G_Csaba.Gyangye,4,R2,1.255,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,1.712,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,1.695,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,1.599,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,1.648,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,1.831,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,1.683,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,2,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,2.031,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R2,1.852,16.8,0.04301000000000001
2018,jardin,G_Csaba.Gyangye,4,R3,1.58886803641309,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.33461674236406,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.43991021376538,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.62610597681297,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.79057625590153,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.60939077755666,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.17013121662623,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.53088391035877,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.74122659420362,16.2,0.05489999999999999
2018,jardin,G_Csaba.Gyangye,4,R3,1.26820487479909,16.2,0.05489999999999999
2018,jardin,G_Delizia.di.Vaprio,1,R1,2.08545612272211,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R1,2.01520067923459,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R1,1.776051631282,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R1,1.859386208718,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R1,1.8365245164853,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R1,1.87826371004178,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R1,1.9774424759382,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R1,1.83360261916854,19.4,0.07050000000000001
2018,jardin,G_Delizia.di.Vaprio,1,R2,2.21353354430111,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,2.11828757728655,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.97414983500428,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.77022723081464,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.77018993518155,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.97818035576363,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.80595895354183,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.85191352454467,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.86893512852088,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R2,1.89400246828433,17,0.060529999999999994
2018,jardin,G_Delizia.di.Vaprio,1,R3,1.92731877504563,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,2.01581052271587,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,2.26778683805536,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,1.75300216299869,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,1.90285644059887,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,1.74172714435371,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,1.91243932176168,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,2.00532759482238,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,1,R3,1.87943012682185,17.4,0.06282999999999998
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.87144017274466,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.87812056606337,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.91087548142448,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.784847059111,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.80583025993297,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.67984210226323,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.72183815481981,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.59584999715007,21,0.043550000000000005
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.99168673562401,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.70861823795773,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.75543042386512,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.73034484579105,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.63856868201611,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.72259784519642,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.76461242678658,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.72512296150287,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.80662700837674,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.74742276496188,20.8,0.05396000000000001
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.86712580692959,20.4,0.04894
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.6400168207716,20.4,0.04894
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.72123014642276,20.4,0.04894
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.72412024747783,20.4,0.04894
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.59747948203571,20.4,0.04894
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.74896710707945,20.4,0.04894
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.97643052759654,20.4,0.04894
2018,jardin,G_Delizia.di.Vaprio,2,R3,2.02960681030774,20.4,0.04894
2018,jardin,G_Dawn,1,R1,1.59725913649495,16.4,0
2018,jardin,G_Dawn,1,R1,1.55522600132403,16.4,0
