season,family,gid,plant,replicated,P_cluster_weight,soluble_solids
2019,111,G_5.7.43,1,R2,43.3,22
2019,111,G_5.7.43,1,R3,147,19
2019,902,G_5.6.45,1,R1,407.1,16
2019,902,G_5.6.45,1,R2,480.5,19
2019,902,G_5.6.45,1,R3,197.4,18
2019,406,G_5.7.140,1,R1,244.7,23
2019,406,G_5.7.140,1,R2,361.1,24
2019,406,G_5.7.140,1,R3,132.3,23
2019,111,G_5.7.93,1,R1,141.3,16
2019,111,G_5.7.93,1,R2,141.8,21
2019,111,G_5.7.93,1,R3,227.3,20
2019,111,G_5.5.86,1,R1,78.2,19
2019,111,G_5.5.86,1,R2,111.8,20
2019,111,G_5.5.86,1,R3,121.3,20
2019,111,G_5.7.119,1,R1,36.5,21
2019,111,G_5.7.60,1,R1,104.5,16
2019,111,G_5.5.71,1,R1,175,17
2019,111,G_5.5.71,1,R2,201,21
2019,111,G_5.7.98,1,R1,222.8,18
2019,111,G_5.7.98,1,R2,164.5,17
2019,111,G_5.7.98,1,R3,130,17
2019,111,G_5.5.99,1,R1,72.4,19
2019,111,G_5.5.99,1,R2,37.8,18
2019,111,G_5.5.99,1,R3,68.8,18
2019,111,G_5.7.123,1,R1,181,18
2019,111,G_5.7.123,1,R2,114.4,18
2019,111,G_5.7.123,1,R3,130.7,19
2019,902,G_5.2.77,1,R1,128.2,18
2019,902,G_5.6.34,1,R1,150.9,18
2019,111,G_5.7.32,1,R1,140.9,17
2019,111,G_5.7.32,1,R2,393,17
2019,111,G_5.7.32,1,R3,163.7,18
2019,902,G_5.6.20,1,R1,201.7,20
2019,902,G_5.6.20,1,R2,178.4,17
2019,902,G_5.6.71,1,R1,528.9,15
2019,902,G_5.6.71,1,R2,354.5,13
2019,902,G_5.6.71,1,R3,592.4,15
2019,406,G_5.4.105,1,R1,200,19
2019,902,G_5.6.72,1,R1,333,17
2019,902,G_5.6.72,1,R2,693.1,16
2019,902,G_5.6.72,1,R3,719.5,16
2019,111,G_5.7.26,1,R1,139,20
2019,111,G_5.7.26,1,R2,165,20
2019,111,G_5.7.26,1,R3,192.6,21
2019,111,G_5.7.57,1,R1,245.9,17
2019,111,G_5.7.57,1,R2,203.4,19
2019,111,G_5.7.57,1,R3,227.5,18
2019,111,G_5.7.52,1,R1,140.7,19
2019,111,G_5.7.52,1,R2,137.4,19
2019,111,G_5.7.52,1,R3,88.6,19
2019,111,G_5.7.31,1,R1,280,18
2019,111,G_5.7.31,1,R2,373.2,17
2019,111,G_5.7.31,1,R3,333.8,15
2019,111,G_5.7.51,1,R1,104,21
2019,111,G_5.7.51,1,R2,102.3,21
2019,111,G_5.7.59,1,R1,229.6,19
2019,111,G_5.7.59,1,R2,202.3,18
2019,111,G_5.7.59,1,R3,83,18
2019,111,G_5.5.59,1,R1,73.8,22
2019,111,G_5.5.59,1,R2,55.7,22
2019,111,G_5.5.66,1,R1,67.3,22
2019,111,G_5.5.66,1,R2,46.9,21
2019,929,G_5.10.73,1,R1,110,19
2019,929,G_5.10.73,1,R2,91.5,20
2019,111,G_5.5.76,1,R1,342.6,17
2019,111,G_5.5.76,1,R2,464.5,18
2019,111,G_5.5.76,1,R3,217.2,17
2019,111,G_5.5.98,1,R1,101.5,21
2019,111,G_5.5.98,1,R2,82.5,20
2019,111,G_5.5.98,1,R3,74.3,19
2019,111,G_5.5.84,1,R1,170.6,19
2019,111,G_5.5.84,1,R2,96.8,21
2019,111,G_5.5.104,1,R1,482.2,20
2019,111,G_5.5.100,1,R1,190,21
2019,111,G_5.5.100,1,R2,116.1,19
2019,111,G_5.5.100,1,R3,106.2,19
2019,111,G_5.4.164,1,R1,95.1,19
2019,111,G_5.4.164,1,R2,96.7,18
2019,111,G_5.5.48,1,R1,74.9,19
2019,111,G_5.5.48,1,R2,146.4,19
2019,111,G_5.5.48,1,R3,115,19
2019,111,G_5.5.55,1,R1,92.3,19
2019,111,G_5.5.55,1,R2,68.3,19
2019,111,G_5.5.55,1,R3,55.3,20
2019,111,G_5.5.15,1,R1,432,14
2019,111,G_5.5.15,1,R2,260,14
2019,111,G_5.5.15,1,R3,328,15
2019,902,G_5.2.73,1,R1,241.5,17
2019,902,G_5.2.73,1,R2,160,15
2019,902,G_5.2.73,1,R3,100.2,15
2019,902,G_5.6.43,1,R1,312.8,15
2019,902,G_5.6.43,1,R2,432.1,19
2019,902,G_5.6.43,1,R3,284.4,19
2019,411,G_5.2.147,1,R1,279.9,18
2019,411,G_5.2.147,1,R2,162.5,16
2019,902,G_5.6.30,1,R1,581.9,17
2019,902,G_5.6.30,1,R2,667.9,16
2019,902,G_5.6.30,1,R3,859.7,15
2019,111,G_5.7.83,1,R1,439.5,16
2019,111,G_5.7.83,1,R2,312.8,17
2019,111,G_5.7.83,1,R3,361,17
2019,902,G_5.9.4,1,R1,157.6,21
2019,902,G_5.9.4,1,R2,100.4,21
2019,902,G_5.9.4,1,R3,142.3,20
2019,902,G_5.9.11,1,R1,157.3,21
2019,902,G_5.9.11,1,R2,117,18
2019,902,G_5.9.11,1,R3,133.4,19
2019,900,G_5.2.13,1,R1,298.9,16
2019,900,G_5.2.13,1,R2,116,15
2019,900,G_5.2.13,1,R3,107.1,16
2019,406,G_5.4.75,1,R1,150.7,17
2019,406,G_5.4.75,1,R2,172.2,16
2019,406,G_5.4.75,1,R3,61.8,18
2019,111,G_5.7.115,1,R1,234,17
2019,111,G_5.7.115,1,R2,361.3,15
2019,929,G_5.10.66,1,R1,242.2,12
2019,929,G_5.10.66,1,R2,385.8,15
2019,929,G_5.10.66,1,R3,260,16
2019,929,G_5.10.158,1,R1,147.3,19
2019,929,G_5.10.158,1,R2,181.9,17
2019,929,G_5.10.156,1,R1,182.5,14
2019,929,G_5.10.156,1,R2,186.4,17
2019,929,G_5.10.156,1,R3,120.5,15
2019,406,G_5.7.146,1,R1,288.5,20
2019,406,G_5.7.146,1,R2,112.8,20
2019,406,G_5.7.146,1,R3,217.6,19
2019,902,G_5.2.76,1,R1,357.1,15
2019,902,G_5.2.76,1,R2,1074.8,15
2019,902,G_5.2.76,1,R3,219.6,14
2019,900,G_5.3.23,1,R1,525.5,16
2019,900,G_5.3.23,1,R2,470.7,16
2019,900,G_5.3.23,1,R3,136.3,18
2019,111,G_5.7.90,1,R1,82.1,18
2019,111,G_5.7.90,1,R2,110.1,20
2019,111,G_5.7.90,1,R3,95.4,17
2019,111,G_5.7.97,1,R1,118.9,19
2019,111,G_5.7.97,1,R2,166.8,17
2019,111,G_5.7.97,1,R3,142.3,17
2019,929,G_5.10.18,1,R1,129.7,19
2019,929,G_5.10.18,1,R2,261.4,21
2019,111,G_5.7.86,1,R1,140.4,24
2019,111,G_5.7.70,1,R1,88.3,20
2019,111,G_5.7.70,1,R2,84.1,21
2019,900,G_5.3.12,1,R1,146,19
2019,406,G_5.4.32,1,R1,150.6,18
2019,411,G_5.4.16,1,R1,713.7,19
2019,902,G_5.6.55,1,R1,350.5,18
2019,902,G_5.6.55,1,R1,350.5,10
2019,902,G_5.6.55,1,R2,64.8,20
2019,902,G_5.6.55,1,R2,64.8,14
2019,111,G_5.5.95,1,R1,193.5,17
2019,111,G_5.5.95,1,R2,807.4,16
2019,111,G_5.5.95,1,R3,264.3,17
2019,411,G_5.1.172,1,R1,54.9,17
2019,411,G_5.1.172,1,R2,62.6,17
2019,406,G_5.1.153,1,R1,137.2,18
2019,406,G_5.1.153,1,R2,252.5,21
2019,406,G_5.4.54,1,R1,527.4,15
2019,900,G_5.3.21,1,R1,393.1,15
2019,900,G_5.3.21,1,R2,759.5,15
2019,900,G_5.3.21,1,R3,817.8,16
2019,406,G_5.4.66,1,R1,166.4,19
2019,406,G_5.5.142,1,R1,570.2,17
2019,406,G_5.5.142,1,R2,505.9,16
2019,406,G_5.7.139,1,R1,128.5,18
2019,406,G_5.7.139,1,R2,399.5,17
2019,406,G_5.7.139,1,R3,204.1,18
2019,902,G_5.6.11,1,R1,945,20
2019,411,G_5.6.142,1,R1,454.4,18
2019,411,G_5.6.142,1,R2,737.8,18
2019,411,G_5.6.142,1,R3,277.4,19
2019,900,G_5.9.147,1,R1,751.1,19
2019,900,G_5.9.147,1,R2,716.2,19
2019,900,G_5.9.147,1,R3,168.8,18
2019,929,G_5.10.114,1,R1,223.9,18
2019,929,G_5.10.114,1,R2,220.4,19
2019,929,G_5.10.114,1,R3,233.1,19
2019,406,G_5.4.113,1,R1,128,21
2019,929,G_5.10.128,1,R1,209.1,19
2019,929,G_5.10.128,1,R2,356.8,20
2019,929,G_5.10.128,1,R3,270.8,NA
2019,929,G_5.10.86,1,R1,318.2,15
2019,929,G_5.10.86,1,R2,686.7,16
2019,929,G_5.10.86,1,R3,449.2,15
2019,411,G_5.8.96,1,R1,384.9,20
2019,411,G_5.8.89,1,R1,99.9,16
2019,411,G_5.8.89,1,R2,129.2,17
2019,411,G_5.8.89,1,R3,133.96,16
2019,411,G_5.6.156,1,R1,332.2,16
2019,929,G_5.10.106,1,R1,240.5,16
2019,929,G_5.10.106,1,R2,165.4,15
2019,929,G_5.10.108,1,R1,119.8,12
2019,929,G_5.10.108,1,R2,176.6,14
2019,929,G_5.10.108,1,R3,102.7,18
2019,929,G_5.10.104,1,R1,337.1,17
2019,929,G_5.10.104,1,R2,266.6,16
2019,929,G_5.10.88,1,R1,203.2,19
2019,929,G_5.10.88,1,R2,280,17
2019,929,G_5.10.88,1,R3,210.6,NA
2019,929,G_5.10.136,1,R1,266.1,18
2019,929,G_5.10.136,1,R2,230.9,18
2019,929,G_5.10.136,1,R3,187.2,17
2019,929,G_5.10.173,1,R1,290.1,18
2019,411,G_5.6.143,1,R1,261.9,18
2019,411,G_5.6.143,1,R2,391.3,19
2019,411,G_5.6.143,1,R3,496.9,18
2019,929,G_5.10.103,1,R1,164.1,19
2019,929,G_5.10.103,1,R2,155.7,18
2019,929,G_5.10.92,1,R1,246.1,20
2019,929,G_5.10.92,1,R2,166.1,18
2019,929,G_5.10.130,1,R1,219.7,20
2019,929,G_5.10.130,1,R2,145.2,23
2019,929,G_5.10.89,1,R1,221.3,17
2019,929,G_5.10.89,1,R2,161.9,18
2019,912,G_5.3.90,1,R1,960.4,18
2019,912,G_5.3.113,1,R1,410.3,17
2019,912,G_5.3.113,1,R2,307.4,16
2019,912,G_5.3.110,1,R1,667.1,17
2019,912,G_5.3.110,1,R2,759.7,15
2019,900,G_5.3.26,1,R1,836.4,19
2019,900,G_5.3.26,1,R2,525.3,20
2019,900,G_5.3.26,1,R3,533.4,19
2019,912,G_5.3.118,1,R1,244.3,18
2019,900,G_5.9.146,1,R1,370.3,21
2019,900,G_5.9.146,1,R2,602.7,21
2019,900,G_5.9.146,1,R3,583.1,21
2019,900,G_5.3.5,1,R1,433.5,16
2019,900,G_5.3.5,1,R2,739.3,18
2019,900,G_5.3.5,1,R3,631.9,20
2019,900,G_5.9.123,1,R1,207.4,18
2019,900,G_5.9.123,1,R2,197,16
2019,900,G_5.9.123,1,R3,95,20
2019,411,G_5.2.156,1,R1,201.8,21
2019,411,G_5.2.156,1,R2,249.7,19
2019,411,G_5.2.156,1,R3,184,19
2019,411,G_5.2.131,1,R1,594.9,18
2019,411,G_5.2.131,1,R2,546.3,18
2019,411,G_5.2.131,1,R3,500.9,17
2019,411,G_5.2.125,1,R1,274.6,19
2019,411,G_5.2.118,1,R1,235.9,17
2019,411,G_5.2.106,1,R1,71.9,20
2019,929,G_5.10.79,1,R1,316.1,21
2019,411,G_5.2.169,1,R1,880.6,17
2019,411,G_5.2.169,1,R2,332.3,19
2019,411,G_5.2.169,1,R3,204.8,18
2019,900,G_5.3.3,1,R1,216.2,18
2019,900,G_5.3.3,1,R2,168.7,18
2019,411,G_5.2.150,1,R1,257.6,20
2019,411,G_5.2.150,1,R2,409.9,18
2019,411,G_5.2.150,1,R3,489.1,18
2019,900,G_5.3.6,1,R1,194.3,20
2019,900,G_5.9.114,1,R1,280.2,18
2019,900,G_5.9.114,1,R2,376,17
2019,900,G_5.9.114,1,R3,380.8,19
2019,900,G_5.9.112,1,R1,185.9,16
2019,900,G_5.9.112,1,R2,240.9,17
2019,900,G_5.2.7,1,R1,331.8,18
2019,900,G_5.2.7,1,R2,234.9,19
2019,900,G_5.2.16,1,R1,399,17
2019,900,G_5.2.16,1,R2,250.1,17
2019,900,G_5.2.16,1,R3,183.5,16
2019,406,G_5.1.160,1,R1,303.4,16
2019,406,G_5.1.160,1,R2,711.7,15
2019,406,G_5.1.125,1,R1,418.7,18
2019,406,G_5.1.149,1,R1,75.4,17
2019,406,G_5.1.137,1,R1,189.6,18
2019,406,G_5.1.137,1,R2,163.8,18
2019,406,G_5.1.137,1,R3,187.3,18
2019,406,G_5.1.63,1,R1,194.6,17
2019,406,G_5.1.63,1,R2,417.3,19
2019,900,G_5.2.17,1,R1,260.6,21
2019,900,G_5.2.17,1,R2,328.4,20
2019,406,G_5.8.158,1,R1,148.8,19
2019,411,G_5.6.127,1,R1,229.3,21
2019,411,G_5.6.127,1,R2,153.2,19
2019,411,G_5.6.127,1,R3,486.6,18
2019,411,G_5.8.150,1,R1,232.3,21
2019,411,G_5.8.150,1,R2,209.7,23
2019,411,G_5.8.150,1,R3,167.7,22
2019,411,G_5.8.127,1,R1,921.4,16
2019,411,G_5.8.127,1,R2,365.7,16
2019,411,G_5.8.127,1,R3,937,17
2019,411,G_5.6.104,1,R1,715.6,19
2019,411,G_5.6.104,1,R2,391,18
2019,411,G_5.6.104,1,R3,397.9,19
2019,411,G_5.6.110,1,R1,792.8,16
2019,406,G_5.8.153,1,R1,417,20
2019,406,G_5.8.153,1,R2,345.8,21
2019,406,G_5.8.153,1,R3,279.9,NA
2019,411,G_5.6.144,1,R1,694.2,17
2019,411,G_5.6.115,1,R1,115.8,18
2019,411,G_5.6.115,1,R2,154.2,20
2019,411,G_5.6.115,1,R3,148.3,20
2019,406,G_5.4.78,1,R1,1603.2,NA
2019,111,G_5.5.70,1,R1,133.7,22
2019,411,G_5.8.80,1,R1,154.8,18
2019,411,G_5.8.80,1,R2,104.5,16
2019,411,G_5.8.80,1,R3,183.6,18
2019,411,G_5.8.82,1,R1,86.6,18
2019,411,G_5.8.82,1,R2,168,19
2019,411,G_5.8.82,1,R3,272.6,18
2019,411,G_5.8.135,1,R1,884.4,19
2019,411,G_5.8.135,1,R2,567.3,19
2019,411,G_5.8.135,1,R3,257.9,NA
2019,406,G_5.4.86,1,R1,239.4,18
2019,406,G_5.4.86,1,R2,190.8,17
2019,406,G_5.4.86,1,R3,328.7,17
2019,406,G_5.4.63,1,R1,142.5,20
2019,111,G_5.5.50,1,R1,133.3,21
2019,111,G_5.5.50,1,R2,105.9,20
2019,411,G_5.8.119,1,R1,85.5,18
2019,411,G_5.8.119,1,R2,151.9,17
2019,411,G_5.8.119,1,R3,100.9,21
2019,411,G_5.6.158,1,R1,770.8,19
2019,411,G_5.6.168,1,R1,155.2,19
2019,411,G_5.6.168,1,R2,558.5,20
2019,411,G_5.8.85,1,R1,212.7,18
2019,411,G_5.8.85,1,R2,343.1,17
2019,411,G_5.8.100,1,R1,146.7,21
2019,411,G_5.8.100,1,R2,85.6,18
2019,411,G_5.8.100,1,R3,271.7,18
2019,411,G_5.8.53,1,R1,207.7,21
2019,411,G_5.8.53,1,R2,144.4,18
2019,411,G_5.8.72,1,R1,216.1,20
2019,406,G_5.4.80,1,R1,167.6,18
2019,406,G_5.4.80,1,R2,206.4,18
2019,406,G_5.4.80,1,R3,167.8,19
2019,111,G_5.5.72,1,R1,339.5,18
2019,111,G_5.5.72,1,R2,429.2,21
2019,111,G_5.5.72,1,R3,293,21
2019,111,G_5.5.90,1,R1,113.2,20
2019,111,G_5.5.90,1,R2,86.8,21
2019,111,G_5.5.90,1,R3,54.2,18
2019,411,G_5.8.137,1,R1,121.3,20
2019,411,G_5.8.141,1,R1,159,20
2019,111,G_5.7.109,1,R1,1208.6,16
2019,111,G_5.7.109,1,R1,1208.6,19
2019,111,G_5.7.109,1,R2,612.4,18
2019,111,G_5.7.109,1,R3,245.6,16
2019,411,G_5.6.119,1,R1,526,19
2019,411,G_5.6.119,1,R2,264.9,20
2019,411,G_5.6.119,1,R3,324,19
2019,406,G_5.4.72,1,R1,449.8,19
2019,411,G_5.4.10,1,R1,100.7,18
2019,411,G_5.4.10,1,R2,87.8,16
2019,411,G_5.4.25,1,R1,531.2,18
2019,411,G_5.4.25,1,R2,180.4,19
2019,406,G_5.4.116,1,R1,274.9,20
2019,406,G_5.4.116,1,R2,184,18
2019,406,G_5.4.116,1,R3,126.9,21
2019,411,G_5.6.112,1,R1,546.3,18
2019,411,G_5.6.112,1,R2,254.1,NA
2019,411,G_5.6.112,1,R3,375.1,NA
2019,411,G_5.8.131,1,R1,451.7,18
2019,411,G_5.8.131,1,R2,221,18
2019,411,G_5.8.131,1,R3,817.9,18
2019,411,G_5.8.102,1,R1,815,16
2019,411,G_5.8.102,1,R2,1251.9,12
2019,411,G_5.8.102,1,R3,846.5,15
2019,406,G_5.7.179,1,R1,520.5,18
2019,406,G_5.7.179,1,R2,178.3,16
2019,406,G_5.7.179,1,R3,455.4,16
2019,111,G_5.7.121,1,R1,837.8,19
2019,111,G_5.7.121,1,R2,847.2,15
2019,111,G_5.7.121,1,R3,878.1,20
2019,900,G_5.2.1,1,R1,472.3,18
2019,900,G_5.2.1,1,R2,598.8,20
2019,900,G_5.2.1,1,R3,460.6,19
2019,900,G_5.3.11,1,R1,100.5,20
2019,411,G_5.4.27,1,R1,346.8,19
2019,411,G_5.4.27,1,R2,219.9,17
2019,411,G_5.4.27,1,R3,485.7,18
2019,411,G_5.6.165,1,R1,370.6,16
2019,411,G_5.6.165,1,R2,189.4,17
2019,411,G_5.6.165,1,R3,173.1,NA
2019,406,G_5.4.50,1,R1,201.2,18
2019,406,G_5.4.50,1,R2,361.6,20
2019,406,G_5.4.50,1,R3,383.1,11
2019,406,G_5.4.34,1,R1,453.7,18
2019,406,G_5.4.34,1,R2,811.1,21
2019,912,G_5.3.50,1,R1,737.2,19
2019,912,G_5.3.50,1,R2,360.1,19
2019,411,G_5.6.125,1,R1,299.3,22
2019,411,G_5.6.125,1,R2,560,14
2019,411,G_5.6.125,1,R3,103.8,16
2019,411,G_5.8.151,1,R1,170.6,17
2019,411,G_5.8.151,1,R2,378.8,17
2019,411,G_5.8.151,1,R3,286,18
2019,411,G_5.8.111,1,R1,206.5,18
2019,411,G_5.8.111,1,R2,290.9,19
2019,411,G_5.8.111,1,R3,344.3,18
2019,406,G_5.4.96,1,R1,280,19
2019,411,G_5.6.155,1,R1,92.6,15
2019,411,G_5.8.51,1,R1,93.6,19
2019,411,G_5.8.51,1,R2,162.7,20
2019,411,G_5.8.51,1,R3,109.6,18
2019,406,G_5.1.148,1,R1,187.4,19
2019,406,G_5.1.148,1,R2,104.2,19
2019,411,G_5.6.163,1,R1,217.8,19
2019,411,G_5.6.163,1,R2,176.2,19
2019,411,G_5.6.163,1,R3,267.8,18
2019,406,G_5.4.130,1,R1,145,20
2019,406,G_5.4.130,1,R2,91.5,18
2019,411,G_5.6.171,1,R1,102.4,19
2019,411,G_5.6.171,1,R2,226.6,15
2019,411,G_5.6.171,1,R3,184,22
2019,411,G_5.6.150,1,R1,464.9,16
2019,411,G_5.6.150,1,R2,136.6,17
2019,411,G_5.6.150,1,R3,261.4,17
2019,111,G_5.5.62,1,R1,212.3,13
2019,111,G_5.5.62,1,R2,460.7,11
2019,111,G_5.5.62,1,R3,480.3,14
2019,411,G_5.6.100,1,R1,208.8,19
2019,411,G_5.6.100,1,R2,284.6,20
2019,411,G_5.6.100,1,R3,211,20
2019,411,G_5.6.166,1,R1,272.7,18
2019,411,G_5.6.118,1,R1,136.8,19
2019,411,G_5.6.118,1,R2,276.5,16
2019,411,G_5.6.118,1,R3,306.7,15
2019,929,G_5.10.145,1,R1,500,17
2019,929,G_5.10.145,1,R2,299.6,18
2019,929,G_5.10.145,1,R3,219.2,17
2019,111,G_5.5.67,1,R1,269.6,20
2019,111,G_5.5.67,1,R2,323.9,19
2019,111,G_5.5.67,1,R3,237,20
2019,900,G_5.3.17,1,R1,123.7,18
2019,900,G_5.3.24,1,R1,326.6,20
2019,900,G_5.3.24,1,R1,326.6,22
2019,900,G_5.3.24,1,R2,216.5,19
2019,900,G_5.3.24,1,R3,617.7,21
2019,406,G_5.1.83,1,R1,249.7,19
2019,406,G_5.1.83,1,R2,248.5,18
2019,406,G_5.1.83,1,R3,222,17
2019,900,G_5.9.121,1,R1,393.2,19
2019,900,G_5.9.121,1,R2,332.1,19
2019,900,G_5.9.121,1,R3,326.5,21
2019,406,G_5.4.42,1,R1,195,19
2019,406,G_5.4.42,1,R2,104.6,19
2019,406,G_5.4.42,1,R3,85,19
2019,912,G_5.3.70,1,R1,156.3,20
2019,411,G_5.6.140,1,R1,1454.5,19
2019,411,G_5.6.140,1,R2,1236.5,16
2019,411,G_5.6.140,1,R3,190.2,19
2019,900,G_5.2.15,1,R1,100.8,22
2019,900,G_5.2.15,1,R2,62.3,21
2019,900,G_5.2.15,1,R3,139.13,25
2019,406,G_5.4.45,1,R1,229.5,15
2019,406,G_5.4.45,1,R2,185.1,19
2019,406,G_5.4.45,1,R3,465.9,14
2019,111,G_5.5.85,1,R1,466.4,20
2019,111,G_5.5.85,1,R2,351.2,20
2019,406,G_5.4.129,1,R1,416.3,21
2019,406,G_5.4.129,1,R2,387.7,15
2019,900,G_5.3.9,1,R1,443.5,16
2019,900,G_5.3.9,1,R2,566.2,18
2019,900,G_5.3.9,1,R3,350.7,18
2019,411,G_5.8.107,1,R1,513.3,21
2019,411,G_5.8.107,1,R2,317.3,18
2019,411,G_5.8.107,1,R3,252.6,19
2019,411,G_5.8.103,1,R1,102.7,20
2019,411,G_5.8.103,1,R2,153.8,21
2019,411,G_5.8.69,1,R1,240.2,19
2019,411,G_5.8.69,1,R2,248.8,16
2019,411,G_5.8.69,1,R3,238.5,18
2019,411,G_5.8.114,1,R1,338.5,16
2019,411,G_5.8.114,1,R2,182.7,18
2019,411,G_5.8.114,1,R3,484.5,17
2019,411,G_5.8.84,1,R1,310.8,19
2019,411,G_5.8.84,1,R2,303.5,21
2019,411,G_5.8.84,1,R3,392.6,18
2019,406,G_5.1.81,1,R1,313.6,16
2019,406,G_5.1.81,1,R2,310.3,18
2019,406,G_5.1.81,1,R3,420.5,16
2019,900,G_5.9.127,1,R1,151.5,22
2019,900,G_5.9.127,1,R2,519,21
2019,411,G_5.8.71,1,R1,617.9,19
2019,929,G_5.10.161,1,R1,150.1,21
2019,929,G_5.10.161,1,R2,189.3,20
2019,929,G_5.10.161,1,R3,240.7,19
2019,406,G_5.4.105,1,R1,224.1,19
2019,912,G_5.3.72,1,R1,382.5,19
2019,912,G_5.3.72,1,R2,359.9,20
2019,912,G_5.3.72,1,R3,421.7,20
2019,411,G_5.2.115,1,R1,265,17
2019,411,G_5.2.115,1,R2,202.1,20
2019,411,G_5.2.163,1,R1,134.5,20
2019,411,G_5.2.163,1,R2,353.5,19
2019,900,G_5.3.1,1,R1,233.3,16
2019,900,G_5.3.19,1,R1,559.1,17
2019,900,G_5.3.19,1,R2,204.8,15
2019,912,G_5.3.40,1,R1,174.1,20
2019,900,G_5.2.9,1,R1,444.4,18
2019,900,G_5.2.9,1,R2,373.4,16
2019,900,G_5.2.9,1,R3,603.8,16
2019,406,G_5.1.165,1,R1,86.9,19
2019,900,G_5.3.31,1,R1,651.4,19
2019,900,G_5.3.31,1,R2,681.4,17
2019,900,G_5.3.31,1,R3,525.1,NA
2019,912,G_5.3.74,1,R1,684.2,13
2019,912,G_5.3.74,1,R2,627.5,14
2019,912,G_5.3.74,1,R3,251.3,17
2019,912,G_5.3.79,1,R1,1868.7,15
2019,912,G_5.3.79,1,R2,485.8,16
2019,406,G_5.1.93,1,R1,906.3,17
2019,900,G_5.3.13,1,R1,363.3,19
2019,900,G_5.3.13,1,R2,405.3,17
2019,900,G_5.3.13,1,R3,427.3,17
2019,900,G_5.2.3,1,R1,245.1,16
2019,900,G_5.2.3,1,R2,175.7,17
2019,900,G_5.2.3,1,R3,353.8,16
2019,912,G_5.3.121,1,R1,245.5,18
2019,912,G_5.3.121,1,R2,207.8,17
2019,912,G_5.3.121,1,R3,510,17
2019,406,G_5.1.142,1,R1,610.7,15
2019,912,G_5.3.92,1,R1,326.4,20
2019,912,G_5.3.92,1,R2,470.6,19
2019,912,G_5.3.92,1,R3,191.3,21
2019,900,G_5.2.5,1,R1,244.6,17
2019,900,G_5.2.5,1,R2,305.4,16
2019,900,G_5.2.4,1,R1,1039.8,16
2019,411,G_5.2.138,1,R1,133.4,15
2019,411,G_5.2.138,1,R2,138.7,15
2019,411,G_5.2.138,1,R3,144.1,18
2019,406,G_5.4.124,1,R1,173.2,18
2019,912,G_5.3.45,1,R1,905.2,NA
2019,900,G_5.2.2,1,R1,438.7,17
2019,900,G_5.2.2,1,R2,1234.2,17
2019,900,G_5.2.2,1,R3,811.3,16
2019,406,G_5.4.115,1,R1,440.4,18
2019,406,G_5.4.115,1,R2,362.2,18
2019,406,G_5.4.115,1,R3,383.3,18
2019,411,G_5.2.124,1,R1,370.4,16
2019,411,G_5.2.124,1,R2,437.9,17
2019,411,G_5.2.124,1,R3,264.6,16
2019,406,G_5.4.118,1,R1,638.3,19
2019,912,G_5.3.78,1,R1,511.9,17
2019,912,G_5.3.78,1,R2,614,18
2019,912,G_5.3.78,1,R3,550.9,17
2019,411,G_5.2.154,1,R1,913.9,19
2019,411,G_5.2.154,1,R2,824,19
2019,411,G_5.2.154,1,R3,812.1,17
2019,900,G_5.3.25,1,R1,153.4,18
2019,900,G_5.3.25,1,R2,158.2,18
2019,411,G_5.4.12,1,R1,295.6,20
2019,411,G_5.4.5,1,R1,126.7,16
2019,411,G_5.4.5,1,R2,176.8,18
2019,411,G_5.4.5,1,R3,100.9,18
2019,406,G_5.4.85,1,R1,187.1,20
2019,406,G_5.4.85,1,R2,168.5,22
2019,406,G_5.1.163,1,R1,468.4,17
2019,406,G_5.1.163,1,R2,589.1,17
2019,406,G_5.1.163,1,R3,510.4,15
2019,912,G_5.3.83,1,R1,661.3,18
2019,912,G_5.3.83,1,R2,241.7,17
2019,912,G_5.3.83,1,R3,241.7,16
2019,406,G_5.4.119,1,R1,227.5,18
2019,406,G_5.4.68,1,R1,848.9,17
2019,411,G_5.2.134,1,R1,523.2,14
2019,411,G_5.2.134,1,R2,615.3,18
2019,411,G_5.2.134,1,R3,661.7,17
2019,411,G_5.1.173,1,R1,518.1,19
2019,411,G_5.1.173,1,R1,518.1,20
2019,411,G_5.1.173,1,R2,707.7,19
2019,411,G_5.1.173,1,R2,707.7,17
2019,411,G_5.1.173,1,R3,467.2,17
2019,912,G_5.3.96,1,R1,757.9,20
2019,912,G_5.3.96,1,R2,902.1,19
2019,912,G_5.3.96,1,R3,801.3,17
2019,406,G_5.1.130,1,R1,484.8,17
2019,406,G_5.1.130,1,R2,358,18
2019,406,G_5.1.130,1,R3,319.2,18
2019,411,G_5.2.137,1,R1,148,19
2019,912,G_5.3.116,1,R1,343.5,20
2019,912,G_5.3.116,1,R2,377.1,NA
2019,912,G_5.3.116,1,R3,310.8,NA
2019,411,G_5.1.167,1,R1,357.2,20
2019,411,G_5.1.167,1,R1,357.2,14
2019,411,G_5.1.167,1,R2,218.9,20
2019,411,G_5.1.167,1,R2,218.9,15
2019,411,G_5.1.167,1,R3,478.8,19
2019,411,G_5.1.167,1,R3,478.8,13
2019,411,G_5.4.2,1,R1,191.1,17
2019,912,G_5.3.45,1,R1,830.5,NA
2019,912,G_5.3.45,1,R2,1117.3,NA
2019,912,G_5.3.45,1,R3,1120.7,NA
2019,406,G_5.7.157,1,R1,396,17
