season,family,gid,plant,replicated,S_fresh
2020,jardin,G_Arna.Guirna,2,R1,0.09720000000000001
2020,jardin,G_Arna.Guirna,2,R2,0.12454000000000001
2020,jardin,G_Arna.Guirna,2,R3,0.11065999999999998
2020,jardin,G_Arna.Guirna,3,R1,0.10678000000000001
2020,jardin,G_Arna.Guirna,3,R2,0.13525
2020,jardin,G_Arna.Guirna,3,R3,0.10825
2020,jardin,G_Uva.Rey,1,R1,0.12705000000000002
2020,jardin,G_Uva.Rey,1,R2,0.10084
2020,jardin,G_Uva.Rey,1,R3,0.10646
2020,jardin,G_Uva.Rey,2,R1,0.13563
2020,jardin,G_Uva.Rey,2,R2,0.12536999999999998
2020,jardin,G_Uva.Rey,2,R3,0.08641
2020,jardin,G_Uva.Rey,3,R1,0.09486
2020,jardin,G_Uva.Rey,3,R2,0.1632
2020,jardin,G_Uva.Rey,3,R3,0.08271
2020,jardin,G_Varadi,1,R1,0.15710000000000002
2020,jardin,G_Varadi,1,R2,0.13182999999999997
2020,jardin,G_Varadi,1,R3,0.13803
2020,jardin,G_Varadi,2,R1,0.17033
2020,jardin,G_Varadi,2,R2,0.16802999999999998
2020,jardin,G_Varadi,2,R3,0.14633
2020,jardin,G_Varadi,3,R1,0.12126999999999999
2020,jardin,G_Varadi,3,R2,0.14723000000000003
2020,jardin,G_Varadi,3,R3,0.13258
2020,jardin,G_AK.ouziom,1,R1,0.11288000000000001
2020,jardin,G_AK.ouziom,1,R2,0.09843
2020,jardin,G_AK.ouziom,1,R3,0.11686
2020,jardin,G_AK.ouziom,2,R1,0.099030000000000007
2020,jardin,G_AK.ouziom,2,R2,0.13252999999999998
2020,jardin,G_AK.ouziom,2,R3,0.12103000000000001
2020,jardin,G_AK.ouziom,3,R1,0.09335000000000002
2020,jardin,G_AK.ouziom,3,R2,0.10672999999999999
2020,jardin,G_Korithi,1,R1,0.10375000000000001
2020,jardin,G_Korithi,1,R2,0.11999
2020,jardin,G_Korithi,1,R3,0.11253000000000002
2020,jardin,G_Korithi,2,R1,0.10053000000000001
2020,jardin,G_Korithi,2,R2,0.10502000000000003
2020,jardin,G_Korithi,2,R3,0.14725000000000002
2020,jardin,G_Emperor,1,R1,0.19639
2020,jardin,G_Emperor,1,R2,0.18982000000000002
2020,jardin,G_Emperor,1,R3,0.22160000000000002
2020,jardin,G_Emperor,2,R1,0.21355
2020,jardin,G_Emperor,2,R2,0.21470000000000003
2020,jardin,G_Emperor,2,R3,0.20003
2020,jardin,G_Emperor,3,R1,0.23293
2020,jardin,G_Emperor,3,R2,0.20763000000000004
2020,jardin,G_Emperor,3,R3,0.22717
2020,jardin,G_Orlovi.Nokti,1,R1,0.09293000000000001
2020,jardin,G_Orlovi.Nokti,1,R2,0.06458
2020,jardin,G_Orlovi.Nokti,1,R3,0.05743
2020,jardin,G_Orlovi.Nokti,2,R1,0.09901000000000001
2020,jardin,G_Orlovi.Nokti,2,R2,0.11303
2020,jardin,G_Orlovi.Nokti,2,R3,0.10043000000000002
2020,jardin,G_Orlovi.Nokti,3,R1,0.06881000000000001
2020,jardin,G_Orlovi.Nokti,3,R2,0.10880999999999999
2020,jardin,G_Orlovi.Nokti,3,R3,0.06825
2020,jardin,G_K.Belyi,1,R1,0.12004999999999999
2020,jardin,G_K.Belyi,1,R2,0.1157
2020,jardin,G_K.Belyi,1,R3,0.11415000000000002
2020,jardin,G_Autumn.Royal,1,R1,0.016140000000000005
2020,jardin,G_Autumn.Royal,1,R2,0.0307
2020,jardin,G_Autumn.Royal,1,R3,0.04535
2020,jardin,G_Autumn.Royal,2,R1,0.04311
2020,jardin,G_Autumn.Royal,2,R2,0.05463
2020,jardin,G_Autumn.Royal,2,R3,0.049030000000000004
2020,jardin,G_Autumn.Royal,3,R1,0.014040000000000002
2020,jardin,G_Autumn.Royal,3,R2,0.008560000000000002
2020,jardin,G_Autumn.Royal,3,R3,0.006180000000000002
2020,jardin,G_Red,1,R1,0.10074000000000001
2020,jardin,G_Red,1,R2,0.04963000000000001
2020,jardin,G_Red,1,R3,0.056990000000000006
2020,jardin,G_Red,2,R1,0.10588000000000002
2020,jardin,G_Red,2,R2,0.07606
2020,jardin,G_Red,2,R3,0.05061
2020,jardin,G_Red,3,R1,0.06534999999999999
2020,jardin,G_Red,3,R2,0.08769000000000002
2020,jardin,G_Red,3,R3,0.05695
2020,jardin,G_Espadeiro.Tinto,1,R1,0.10617999999999998
2020,jardin,G_Espadeiro.Tinto,1,R2,0.08925
2020,jardin,G_Espadeiro.Tinto,1,R3,0.09451999999999999
2020,jardin,G_Espadeiro.Tinto,2,R1,0.13589
2020,jardin,G_Espadeiro.Tinto,2,R2,0.09403
2020,jardin,G_Espadeiro.Tinto,2,R3,0.10609000000000002
2020,jardin,G_Espadeiro.Tinto,3,R1,0.08326000000000001
2020,jardin,G_Espadeiro.Tinto,3,R2,0.09412999999999999
2020,jardin,G_Espadeiro.Tinto,3,R3,0.11758000000000002
2020,jardin,G_Tsolikouri,1,R1,0.13041
2020,jardin,G_Tsolikouri,1,R2,0.08968999999999999
2020,jardin,G_Tsolikouri,1,R3,0.10908999999999999
2020,jardin,G_Tsolikouri,2,R1,0.13218999999999997
2020,jardin,G_Tsolikouri,2,R2,0.14495
2020,jardin,G_Tsolikouri,2,R3,0.12572999999999998
2020,jardin,G_Tsolikouri,3,R1,0.09857000000000002
2020,jardin,G_Tsolikouri,3,R2,0.11539000000000002
2020,jardin,G_Tsolikouri,3,R3,0.13218999999999997
2020,jardin,G_Exotic,1,R1,0.181
2020,jardin,G_Exotic,1,R2,0.16294
2020,jardin,G_Exotic,1,R3,0.16884000000000002
2020,jardin,G_Exotic,2,R1,0.19892000000000004
2020,jardin,G_Exotic,2,R2,0.18379000000000004
2020,jardin,G_Exotic,2,R3,0.14104
2020,jardin,G_Exotic,3,R1,0.2494
2020,jardin,G_Exotic,3,R2,0.16248
2020,jardin,G_Exotic,3,R3,0.19047
2020,jardin,G_Sultanina.Monococo,1,R1,0.09386
2020,jardin,G_Sultanina.Monococo,1,R2,0.06706
2020,jardin,G_Sultanina.Monococo,2,R1,0.13269000000000003
2020,jardin,G_Sultanina.Monococo,2,R2,0.08326000000000001
2020,jardin,G_Sultanina.Monococo,2,R3,0.08907
2020,jardin,G_Sultanina.Monococo,3,R1,0.07411999999999999
2020,jardin,G_Sultanina.Monococo,3,R2,0.08145000000000001
2020,jardin,G_Maravilla.de.Malaga,1,R1,0.13075
2020,jardin,G_Maravilla.de.Malaga,1,R2,0.10141
2020,jardin,G_Maravilla.de.Malaga,1,R3,0.16453
2020,jardin,G_Maravilla.de.Malaga,2,R1,0.1463
2020,jardin,G_Maravilla.de.Malaga,2,R2,0.13641
2020,jardin,G_Maravilla.de.Malaga,2,R3,0.16585
2020,jardin,G_Kapistroni.tetri,1,R1,0.07740000000000001
2020,jardin,G_Kapistroni.tetri,1,R2,0.08028
2020,jardin,G_Kapistroni.tetri,1,R3,0.07214999999999999
2020,jardin,G_Kapistroni.tetri,2,R1,0.08101
