season,family,gid,plant,replicated,S_dry
2020,jardin,G_Kyoho,1,R2,0.15228000000000003
2020,jardin,G_Kyoho,1,R3,0.16016
2020,jardin,G_Kyoho,2,R1,0.14643
2020,jardin,G_Kyoho,2,R2,0.18089
2020,jardin,G_Kyoho,2,R3,0.15068
2020,jardin,G_Kyoho,3,R1,0.13519
2020,jardin,G_Kyoho,3,R2,0.11909
2020,jardin,G_Kyoho,3,R3,0.18618
2020,jardin,G_Delizia.di.Vaprio,1,R1,0.06972999999999999
2020,jardin,G_Delizia.di.Vaprio,1,R2,0.07222
2020,jardin,G_Delizia.di.Vaprio,1,R3,0.08499999999999999
2020,jardin,G_Delizia.di.Vaprio,2,R1,0.0541
2020,jardin,G_Delizia.di.Vaprio,2,R2,0.04793000000000001
2020,jardin,G_Delizia.di.Vaprio,2,R3,0.054580000000000004
2020,jardin,G_Delizia.di.Vaprio,3,R1,0.055959999999999996
2020,jardin,G_Delizia.di.Vaprio,3,R2,0.05524
2020,jardin,G_Delizia.di.Vaprio,3,R3,0.0596
2020,jardin,G_Orbois,1,R1,0.049030000000000004
2020,jardin,G_Orbois,1,R2,0.05036
2020,jardin,G_Orbois,1,R3,0.04062
2020,jardin,G_Orbois,2,R1,0.05621
2020,jardin,G_Orbois,2,R2,0.05791
2020,jardin,G_Orbois,2,R3,0.05299
2020,jardin,G_Orbois,3,R1,0.06159
2020,jardin,G_Orbois,3,R2,0.036840000000000005
2020,jardin,G_Orbois,3,R3,0.05627
2020,jardin,G_Patagonia,1,R1,0.04793000000000001
2020,jardin,G_Patagonia,1,R2,0.06981000000000001
2020,jardin,G_Patagonia,1,R3,0.03003
2020,jardin,G_Patagonia,2,R1,0.030080000000000006
2020,jardin,G_Patagonia,2,R2,0.044950000000000004
2020,jardin,G_Patagonia,2,R3,0.052500000000000005
2020,jardin,G_Patagonia,3,R1,0.023030000000000005
2020,jardin,G_Patagonia,3,R2,0.03266
2020,jardin,G_Plant.de.Maroc,1,R1,0.06771
2020,jardin,G_Plant.de.Maroc,1,R2,0.00655
2020,jardin,G_Plant.de.Maroc,1,R3,0.07326
2020,jardin,G_Plant.de.Maroc,2,R1,0.06098
2020,jardin,G_Plant.de.Maroc,3,R1,0.05623
2020,jardin,G_Plant.de.Maroc,3,R2,0.05495
2020,jardin,G_Plant.de.Maroc,3,R3,0.07621000000000001
2020,jardin,G_Autumn.Seedless,1,R1,0.014840000000000002
2020,jardin,G_Autumn.Seedless,1,R2,0.0011300000000000032
2020,jardin,G_Autumn.Seedless,1,R3,0.0066900000000000015
2020,jardin,G_Red.Globe,1,R1,0.10198999999999998
2020,jardin,G_Red.Globe,1,R2,0.09533
2020,jardin,G_Red.Globe,1,R3,0.07603000000000001
2020,jardin,G_Red.Globe,2,R1,0.05743
2020,jardin,G_Red.Globe,2,R2,0.08895
2020,jardin,G_Red.Globe,2,R3,0.06158
2020,jardin,G_Red.Globe,3,R1,0.06496
2020,jardin,G_Red.Globe,3,R2,0.06403
2020,jardin,G_Red.Globe,3,R3,0.050940000000000006
2020,jardin,G_Bogazkere,1,R1,0.057730000000000004
2020,jardin,G_Bogazkere,1,R2,0.06854
2020,jardin,G_Bogazkere,1,R3,0.05793
2020,jardin,G_Bogazkere,2,R1,0.1118
2020,jardin,G_Bogazkere,2,R2,0.04689
2020,jardin,G_Bogazkere,2,R3,0.03300000000000001
2020,jardin,G_Bogazkere,3,R1,0.04675
2020,jardin,G_Bogazkere,3,R2,0.04183
2020,jardin,G_Bogazkere,3,R3,0.044410000000000005
2020,jardin,G_Olivette,1,R1,0.06896
2020,jardin,G_Olivette,1,R2,0.06028
2020,jardin,G_Olivette,1,R3,0.07021000000000001
2020,jardin,G_Olivette,2,R1,0.06388
2020,jardin,G_Olivette,2,R2,0.06568
2020,jardin,G_Olivette,2,R3,0.047740000000000005
2020,jardin,G_Olivette,3,R1,0.03752
2020,jardin,G_Olivette,3,R2,0.06286
2020,jardin,G_Fue.Fuki,1,R1,0.09879000000000002
2020,jardin,G_Fue.Fuki,1,R2,0.08277999999999999
2020,jardin,G_Fue.Fuki,1,R3,0.05734
2020,jardin,G_Fue.Fuki,2,R1,0.07267
2020,jardin,G_Fue.Fuki,2,R2,0.07492
2020,jardin,G_Fue.Fuki,2,R3,0.06538000000000001
2020,jardin,G_Fue.Fuki,3,R1,0.06652
2020,jardin,G_Fue.Fuki,3,R2,0.061750000000000006
2020,jardin,G_Fue.Fuki,3,R3,0.0641
2020,jardin,G_Voskeat,1,R1,0.07478000000000001
2020,jardin,G_Voskeat,1,R2,0.06312
2020,jardin,G_Voskeat,1,R3,0.04603
2020,jardin,G_Voskeat,2,R1,0.07203000000000001
2020,jardin,G_Voskeat,2,R2,0.07649
2020,jardin,G_Voskeat,2,R3,0.07346
2020,jardin,G_Voskeat,3,R1,0.08563
2020,jardin,G_Voskeat,3,R2,0.06724
2020,jardin,G_Voskeat,3,R3,0.0738
2020,jardin,G_Seleccion.5,1,R1,0
2020,jardin,G_Seleccion.5,1,R2,0
2020,jardin,G_Seleccion.5,1,R3,0
2020,jardin,G_Seleccion.5,2,R1,0
2020,jardin,G_Seleccion.5,2,R2,0
2020,jardin,G_Seleccion.5,2,R3,0
2020,jardin,G_Seleccion.5,3,R1,0
2020,jardin,G_Seleccion.5,3,R2,0
2020,jardin,G_Seleccion.5,3,R3,0
2020,jardin,G_Blush,1,R1,0.028580000000000005
2020,jardin,G_Blush,1,R2,0.02481
2020,jardin,G_Blush,1,R3,0.024950000000000007
2020,jardin,G_Blush,2,R1,0.02431
2020,jardin,G_Blush,2,R2,0.020679999999999997
2020,jardin,G_Blush,2,R3,0.02311
2020,jardin,G_Blush,3,R1,0.026180000000000002
2020,jardin,G_Blush,3,R2,0.026600000000000002
2020,jardin,G_Blush,3,R3,0.02683
2020,jardin,G_Medouar,1,R1,0.09764
2020,jardin,G_Medouar,1,R2,0.08336
2020,jardin,G_Medouar,1,R3,0.09561
2020,jardin,G_Medouar,2,R1,0.08821999999999999
2020,jardin,G_Medouar,2,R2,0.10122
2020,jardin,G_Medouar,2,R3,0.07521000000000001
2020,jardin,G_Medouar,3,R1,0.07745
2020,jardin,G_Medouar,3,R2,0.07489
2020,jardin,G_Medouar,3,R3,0.12199
2020,jardin,G_San.Francisco,1,R1,0.07877999999999999
2020,jardin,G_San.Francisco,1,R2,0.09761
2020,jardin,G_San.Francisco,1,R3,0.08904
2020,jardin,G_San.Francisco,2,R1,0.07722000000000001
2020,jardin,G_San.Francisco,2,R2,0.09039
2020,jardin,G_San.Francisco,2,R3,0.11071
2020,jardin,G_San.Francisco,3,R1,0.07184
2020,jardin,G_San.Francisco,3,R2,0.06319
2020,jardin,G_San.Francisco,3,R3,0.07615
2020,jardin,G_Italia.Pirovano,1,R1,0.10276999999999999
2020,jardin,G_Italia.Pirovano,1,R2,0.12633999999999998
2020,jardin,G_Italia.Pirovano,1,R3,0.08096
2020,jardin,G_Italia.Pirovano,2,R1,0.08181999999999999
2020,jardin,G_Italia.Pirovano,2,R2,0.10606
2020,jardin,G_Italia.Pirovano,2,R3,0.10299
2020,jardin,G_Arna.Guirna,1,R1,0.061919999999999996
2020,jardin,G_Arna.Guirna,1,R2,0.062150000000000004
2020,jardin,G_Arna.Guirna,1,R3,0.03878
2020,jardin,G_Arna.Guirna,2,R1,0.05281
2020,jardin,G_Arna.Guirna,2,R2,0.07439000000000001
2020,jardin,G_Arna.Guirna,2,R3,0.06920000000000001
2020,jardin,G_Arna.Guirna,3,R1,0.06839
2020,jardin,G_Arna.Guirna,3,R2,0.08087000000000001
2020,jardin,G_Arna.Guirna,3,R3,0.0615
2020,jardin,G_Uva.Rey,1,R1,0.06326000000000001
2020,jardin,G_Uva.Rey,1,R2,0.05188
2020,jardin,G_Uva.Rey,1,R3,0.06325
2020,jardin,G_Uva.Rey,2,R1,0.06356
2020,jardin,G_Uva.Rey,2,R2,0.05897
2020,jardin,G_Uva.Rey,2,R3,0.0613
2020,jardin,G_Uva.Rey,3,R1,0.055700000000000006
2020,jardin,G_Uva.Rey,3,R2,0.0824
2020,jardin,G_Uva.Rey,3,R3,0.05384
2020,jardin,G_Varadi,1,R1,0.08009000000000001
2020,jardin,G_Varadi,1,R2,0.06442
2020,jardin,G_Varadi,1,R3,0.07074
2020,jardin,G_Varadi,2,R1,0.06883
2020,jardin,G_Varadi,2,R2,0.06733
2020,jardin,G_Varadi,2,R3,0.06676
2020,jardin,G_Varadi,3,R1,0.05752
2020,jardin,G_Varadi,3,R2,0.06477000000000001
2020,jardin,G_Varadi,3,R3,0.062119999999999995
2020,jardin,G_AK.ouziom,1,R1,0.05452
2020,jardin,G_AK.ouziom,1,R2,0.049819999999999996
2020,jardin,G_AK.ouziom,1,R3,0.060809999999999996
2020,jardin,G_AK.ouziom,2,R1,0.03901
2020,jardin,G_AK.ouziom,2,R2,0.06352
2020,jardin,G_AK.ouziom,2,R3,0.05836
2020,jardin,G_AK.ouziom,3,R1,0.04518
2020,jardin,G_AK.ouziom,3,R2,0.055349999999999996
2020,jardin,G_Korithi,1,R1,0.053360000000000005
2020,jardin,G_Korithi,1,R2,0.06235
2020,jardin,G_Korithi,1,R3,0.06636
2020,jardin,G_Korithi,2,R1,0.05084000000000001
2020,jardin,G_Korithi,2,R2,0.056080000000000005
2020,jardin,G_Korithi,2,R3,0.08084000000000001
2020,jardin,G_Emperor,1,R1,0.10969000000000002
2020,jardin,G_Emperor,1,R2,0.10276999999999999
2020,jardin,G_Emperor,1,R3,0.07903000000000002
2020,jardin,G_Emperor,2,R1,0.11798000000000002
2020,jardin,G_Emperor,2,R2,0.12423000000000002
2020,jardin,G_Emperor,2,R3,0.10981
2020,jardin,G_Emperor,3,R1,0.12183999999999999
2020,jardin,G_Emperor,3,R2,0.10236
2020,jardin,G_Emperor,3,R3,0.12523
2020,jardin,G_Orlovi.Nokti,1,R1,0.05349
2020,jardin,G_Orlovi.Nokti,1,R2,0.03907000000000001
2020,jardin,G_Orlovi.Nokti,1,R3,0.03474000000000001
2020,jardin,G_Orlovi.Nokti,2,R1,0.05785
2020,jardin,G_Orlovi.Nokti,2,R2,0.051960000000000006
2020,jardin,G_Orlovi.Nokti,2,R3,0.05199
2020,jardin,G_Orlovi.Nokti,3,R1,0.04476
2020,jardin,G_Orlovi.Nokti,3,R2,0.06418
2020,jardin,G_Orlovi.Nokti,3,R3,0.04157000000000001
2020,jardin,G_K.Belyi,1,R1,0.06334000000000001
2020,jardin,G_K.Belyi,1,R2,0.05939
2020,jardin,G_K.Belyi,1,R3,0.05437000000000001
2020,jardin,G_Autumn.Royal,1,R1,0.00962
2020,jardin,G_Autumn.Royal,1,R2,0.0119
2020,jardin,G_Autumn.Royal,1,R3,0.0142
2020,jardin,G_Autumn.Royal,2,R1,0.028670000000000008
2020,jardin,G_Autumn.Royal,2,R2,0.03134
2020,jardin,G_Autumn.Royal,2,R3,0.03293
2020,jardin,G_Autumn.Royal,3,R1,0.008140000000000003
2020,jardin,G_Autumn.Royal,3,R2,0.006490000000000001
2020,jardin,G_Autumn.Royal,3,R3,0.006040000000000001
2020,jardin,G_Red,1,R1,0.022399999999999996
2020,jardin,G_Red,1,R2,0.009720000000000001
2020,jardin,G_Red,1,R3,0.015990000000000004
2020,jardin,G_Red,2,R1,0.01814
2020,jardin,G_Red,2,R2,0.014900000000000002
2020,jardin,G_Red,2,R3,0.014650000000000002
2020,jardin,G_Red,3,R1,0.014170000000000006
2020,jardin,G_Red,3,R2,0.019590000000000007
2020,jardin,G_Red,3,R3,0.015850000000000003
2020,jardin,G_Espadeiro.Tinto,1,R1,0.06314
2020,jardin,G_Espadeiro.Tinto,1,R2,0.06352
2020,jardin,G_Espadeiro.Tinto,1,R3,0.06219
2020,jardin,G_Espadeiro.Tinto,2,R1,0.07271999999999999
2020,jardin,G_Espadeiro.Tinto,2,R2,0.06161
2020,jardin,G_Espadeiro.Tinto,2,R3,0.06694
2020,jardin,G_Espadeiro.Tinto,3,R1,0.0509
2020,jardin,G_Espadeiro.Tinto,3,R2,0.054459999999999995
2020,jardin,G_Espadeiro.Tinto,3,R3,0.06920000000000001
2020,jardin,G_Tsolikouri,1,R1,0.07335
2020,jardin,G_Tsolikouri,1,R2,0.05967
2020,jardin,G_Tsolikouri,1,R3,0.07268
2020,jardin,G_Tsolikouri,2,R1,0.07565000000000001
2020,jardin,G_Tsolikouri,2,R2,0.06545
2020,jardin,G_Tsolikouri,2,R3,0.07816999999999999
2020,jardin,G_Tsolikouri,3,R1,0.06344000000000001
2020,jardin,G_Tsolikouri,3,R2,0.06774
2020,jardin,G_Tsolikouri,3,R3,0.08309000000000001
2020,jardin,G_Exotic,1,R1,0.07903000000000002
2020,jardin,G_Exotic,1,R2,0.08762
2020,jardin,G_Exotic,1,R3,0.10144000000000002
2020,jardin,G_Exotic,2,R1,0.09940000000000002
2020,jardin,G_Exotic,2,R2,0.09142
2020,jardin,G_Exotic,2,R3,0.08242
2020,jardin,G_Exotic,3,R1,0.12000999999999999
2020,jardin,G_Exotic,3,R2,0.08958
2020,jardin,G_Exotic,3,R3,0.10817999999999998
2020,jardin,G_Sultanina.Monococo,1,R1,0.05798
2020,jardin,G_Sultanina.Monococo,1,R2,0.04525
2020,jardin,G_Sultanina.Monococo,2,R1,0.07253
2020,jardin,G_Sultanina.Monococo,2,R2,0.04448
2020,jardin,G_Sultanina.Monococo,2,R3,0.05271
2020,jardin,G_Sultanina.Monococo,3,R1,0.04539
2020,jardin,G_Sultanina.Monococo,3,R2,0.04938
2020,jardin,G_Maravilla.de.Malaga,1,R1,0.08786999999999999
2020,jardin,G_Maravilla.de.Malaga,1,R2,0.07460000000000001
2020,jardin,G_Maravilla.de.Malaga,1,R3,0.06501
2020,jardin,G_Maravilla.de.Malaga,2,R1,0.07868
2020,jardin,G_Maravilla.de.Malaga,2,R2,0.07646
2020,jardin,G_Maravilla.de.Malaga,2,R3,0.09303
2020,jardin,G_Kapistroni.tetri,1,R1,0.04533
2020,jardin,G_Kapistroni.tetri,1,R2,0.043980000000000005
2020,jardin,G_Kapistroni.tetri,1,R3,0.04816
2020,jardin,G_Kapistroni.tetri,2,R1,0.0496
2020,jardin,G_Kapistroni.tetri,2,R2,0.05056000000000001
2020,jardin,G_Kapistroni.tetri,3,R1,0.04651000000000001
