season,family,gid,plant,replicated,P_cluster_loss,soluble_solids
2020,jardin,G_Duc.Magenta,3,R1,1.604869950193688,14
2020,jardin,G_Duc.Magenta,3,R2,0.8547008547008517,14
2020,jardin,G_Duc.Magenta,3,R3,1.0401188707280937,14
2020,jardin,G_Pletchistik,3,R1,0.58536585365853,16
2020,jardin,G_Pletchistik,3,R2,2.3168908819133236,18
2020,jardin,G_Pletchistik,3,R3,1.9171779141104395,17
2020,jardin,G_Pletchistik,2,R1,3.7017451084082467,18
2020,jardin,G_Pletchistik,2,R2,1.6404647983595453,19
2020,jardin,G_Pletchistik,2,R3,1.9622093023255758,19
2020,jardin,G_Pletchistik,1,R1,3.2183908045977034,17
2020,jardin,G_Pletchistik,1,R2,1.608455882352942,17
2020,jardin,G_Pletchistik,1,R3,1.324289405684766,18
2020,jardin,G_Canner,1,R1,2.7272727272727337,18
2020,jardin,G_Canner,1,R2,1.256168685509195,15
2020,jardin,G_Canner,1,R3,1.767955801104975,15
2020,jardin,G_Ruby.Cabernet,2,R1,1.9289340101522896,14
2020,jardin,G_Ruby.Cabernet,2,R2,1.1904761904761898,10
2020,jardin,G_Ruby.Cabernet,2,R3,1.2931034482758577,14
2020,jardin,G_Iniagrape.one,1,R1,5.326460481099659,18
2020,jardin,G_Iniagrape.one,1,R2,3.795778760323685,20
2020,jardin,G_Iniagrape.one,1,R3,4.006820119352085,17
2020,jardin,G_Portugais.Bleu,1,R1,4.368029739776944,17
2020,jardin,G_Portugais.Bleu,1,R2,4.415094339622641,12
2020,jardin,G_Portugais.Bleu,1,R3,3.7403740374037397,15
2020,jardin,G_23,2,R1,3.748180494905384,19
2020,jardin,G_23,2,R2,2.3764557758892124,18
2020,jardin,G_23,2,R3,4.543821839080451,18
2020,jardin,G_23,3,R1,2.2169903865018625,18
2020,jardin,G_23,3,R2,1.8924188553733217,18
2020,jardin,G_23,3,R3,2.5778210116731515,17
2020,jardin,G_Ruby.Cabernet,3,R1,2.0486555697823263,14
2020,jardin,G_Ruby.Cabernet,3,R2,1.536491677336727,14
2020,jardin,G_July.Muscat,1,R1,0.7820831852115049,19
2020,jardin,G_July.Muscat,1,R2,2.6457213724679605,19
2020,jardin,G_July.Muscat,1,R3,1.7549668874172255,20
2020,jardin,G_Canner,3,R1,3.1209362808842656,15
2020,jardin,G_Canner,3,R2,2.427460648587129,15
2020,jardin,G_Canner,3,R3,3.3144475920679923,14
2020,jardin,G_Ruby.Cabernet,1,R1,5.632653061224488,14
2020,jardin,G_Ruby.Cabernet,1,R2,3.0282174810736535,15
2020,jardin,G_July.Muscat,2,R1,1.432349052446014,18
2020,jardin,G_July.Muscat,2,R2,2.3255813953488342,19
2020,jardin,G_July.Muscat,2,R3,1.2312633832976445,19
2020,jardin,G_Portugais.Bleu,2,R1,1.212611156022632,15
2020,jardin,G_Duc.Magenta,1,R1,1.0130246020260216,14
2020,jardin,G_Duc.Magenta,1,R2,2.0766773162939245,14
2020,jardin,G_Duc.Magenta,1,R3,2.157788267026291,NA
2020,jardin,G_Canner,2,R1,2.4133904242896023,17
2020,jardin,G_Canner,2,R2,1.8846588767433161,19
2020,jardin,G_Flame,1,R1,3.274369589762884,19
2020,jardin,G_Flame,1,R2,2.8012048192771033,16
2020,jardin,G_Flame,1,R3,3.879064460924127,19
2020,jardin,G_Flame,2,R1,3.8187944590041383,17
2020,jardin,G_Flame,2,R2,5.055487053020954,19
2020,jardin,G_Flame,2,R3,1.6553799849511108,19
2020,jardin,G_Flame,3,R1,1.9550342130987275,14
2020,jardin,G_Flame,3,R2,2.725366876310261,14
2020,jardin,G_Flame,3,R3,3.279968762202273,16
2020,jardin,G_Black,1,R1,3.2921810699588576,16
2020,jardin,G_Black,1,R2,4.49438202247191,16
2020,jardin,G_Black,1,R3,3.554502369668242,16
2020,jardin,G_Magdalena,1,R1,2.36194278110446,16
2020,jardin,G_Magdalena,1,R2,1.1828935395814426,15
2020,jardin,G_Magdalena,1,R3,0.3886010362694208,16
2020,jardin,G_Magdalena,2,R1,0.7742461287693629,15
2020,jardin,G_Magdalena,2,R2,1.5462290943515171,16
2020,jardin,G_Magdalena,2,R3,1.0545621274644645,16
2020,jardin,G_Magdalena,3,R1,1.483253588516746,16
2020,jardin,G_Magdalena,3,R2,2.589884216940888,16
2020,jardin,G_Magdalena,3,R3,2.783725910064234,16
2020,jardin,G_Orbois,1,R1,5.234899328859072,17
2020,jardin,G_Orbois,1,R2,3.29501915708812,18
2020,jardin,G_Orbois,1,R3,4.467353951890033,18
2020,jardin,G_Orbois,2,R1,3.4883720930232585,10
2020,jardin,G_Orbois,2,R2,2.401536983669544,17
2020,jardin,G_Orbois,2,R3,1.7123287671232816,15
2020,jardin,G_Orbois,3,R1,2.1341463414634063,20
2020,jardin,G_Orbois,3,R2,4.629629629629619,20
2020,jardin,G_Orbois,3,R3,2.2727272727272805,20
2020,jardin,G_Verdot,1,R1,1.762114537444944,18
2020,jardin,G_Verdot,1,R2,1.6500000000000057,18
2020,jardin,G_Verdot,1,R3,3.264094955489611,17
2020,jardin,G_Verdot,2,R1,3.567567567567565,18
2020,jardin,G_Verdot,2,R2,2.6896551724137936,18
2020,jardin,G_Verdot,2,R3,5.9672762271414825,18
2020,jardin,G_Verdot,3,R1,5.5187637969094965,16
2020,jardin,G_Verdot,3,R2,4.304869442484119,17
2020,jardin,G_Verdot,3,R3,3.080415045395597,19
2020,jardin,G_Lameiro,1,R1,2.612370341913177,16
2020,jardin,G_Lameiro,1,R2,1.069518716577548,18
2020,jardin,G_Lameiro,1,R3,1.4503816793893094,16
2020,jardin,G_Lameiro,2,R1,2.6800670016750416,14
2020,jardin,G_Lameiro,2,R2,2.45310245310246,18
2020,jardin,G_Lameiro,2,R3,1.5612802498048381,18
2020,jardin,G_Lameiro,3,R1,2.564102564102569,19
2020,jardin,G_Lameiro,3,R2,3.495311167945431,19
2020,jardin,G_Lameiro,3,R3,2.285230639018195,19
2020,jardin,G_Kyoho,1,R1,3.1382228490832205,16
2020,jardin,G_Kyoho,1,R2,3.6606967132454287,17
2020,jardin,G_Kyoho,1,R3,2.7696793002915427,18
2020,jardin,G_Kyoho,2,R1,2.1339656194428045,16
2020,jardin,G_Kyoho,2,R2,2.2622345337026815,16
2020,jardin,G_Kyoho,2,R3,1.9636824324324351,17
2020,jardin,G_Kyoho,3,R1,1.8136557610241653,18
2020,jardin,G_Kyoho,3,R2,1.8225039619651398,17
2020,jardin,G_Kyoho,3,R3,2.807133421400266,18
2020,jardin,G_Red.Globe,1,R1,2.410777593949433,10
2020,jardin,G_Red.Globe,1,R2,2.399843275541187,12
2020,jardin,G_Red.Globe,1,R3,2.416254805052162,11
2020,jardin,G_Red.Globe,2,R1,2.983988355167398,15
2020,jardin,G_Red.Globe,2,R2,2.8018942383583294,16
2020,jardin,G_Red.Globe,2,R3,3.6114570361145724,14
2020,jardin,G_Red.Globe,3,R1,3.18352059925094,17
2020,jardin,G_Red.Globe,3,R2,3.3909149072297,16
2020,jardin,G_Red.Globe,3,R3,4.087591240875909,18
2020,jardin,G_Fue.Fuki,1,R1,2.9028290282902844,21
2020,jardin,G_Fue.Fuki,1,R2,3.1141199226305645,19
2020,jardin,G_Fue.Fuki,1,R3,2.8371278458844245,20
2020,jardin,G_Fue.Fuki,2,R1,6.901408450704238,17
2020,jardin,G_Fue.Fuki,2,R2,4.820512820512818,17
2020,jardin,G_Fue.Fuki,2,R3,2.773722627737243,17
2020,jardin,G_Fue.Fuki,3,R1,2.4577572964669656,18
2020,jardin,G_Fue.Fuki,3,R2,2.941176470588246,18
2020,jardin,G_Chouchillon,1,R1,2.7073428420496555,15
2020,jardin,G_Chouchillon,1,R2,2.0907098297083024,14
2020,jardin,G_Chouchillon,1,R3,3.1565103024989014,15
2020,jardin,G_Patagonia,1,R1,3.182374541003682,17
2020,jardin,G_Patagonia,1,R2,3.0426199047729625,16
2020,jardin,G_Patagonia,1,R3,2.479598242310118,17
2020,jardin,G_Patagonia,2,R1,2.249332825009546,18
2020,jardin,G_Patagonia,3,R1,3.7544273907910224,19
2020,jardin,G_Patagonia,3,R2,3,19
2020,jardin,G_Bogazkere,1,R1,3.6219581211092162,16
2020,jardin,G_Bogazkere,1,R2,2.9787234042553195,16
2020,jardin,G_Bogazkere,1,R3,2.8729838709677438,15
2020,jardin,G_Bogazkere,2,R1,2.1170610211706133,16
2020,jardin,G_Bogazkere,2,R2,2.335687126561652,15
2020,jardin,G_Bogazkere,2,R3,1.9772318753744855,19
2020,jardin,G_Bogazkere,3,R1,2.673566192324273,17
2020,jardin,G_Bogazkere,3,R2,2.753977968176258,13
2020,jardin,G_Bogazkere,3,R3,2.6267562614538775,18
2020,jardin,G_Autumn.Seedless,1,R1,3.3767147379528666,18
2020,jardin,G_Autumn.Seedless,1,R2,2.760240786962271,16
2020,jardin,G_Autumn.Seedless,1,R3,2.2708505367464795,17
2020,jardin,G_Delizia.di.Vaprio,1,R1,3.563129357087533,20
2020,jardin,G_Delizia.di.Vaprio,1,R2,2.7777777777777857,20
2020,jardin,G_Delizia.di.Vaprio,1,R3,3.0479896238651065,20
2020,jardin,G_Delizia.di.Vaprio,2,R1,1.644562334217511,20
2020,jardin,G_Delizia.di.Vaprio,2,R2,1.0559249120062475,20
2020,jardin,G_Delizia.di.Vaprio,2,R3,1.0752688172042895,21
2020,jardin,G_Delizia.di.Vaprio,3,R1,1.6090584028605548,20
2020,jardin,G_Voskeat,1,R1,2.2315653298835656,17
2020,jardin,G_Voskeat,1,R2,1.1882426516572906,17
2020,jardin,G_Voskeat,1,R3,2.0215633423180606,16
2020,jardin,G_Voskeat,2,R1,13.94037066881549,18
2020,jardin,G_Voskeat,2,R2,8.698260347930415,19
2020,jardin,G_Voskeat,2,R3,1.75736961451247,19
2020,jardin,G_Voskeat,3,R1,5.605839416058387,19
2020,jardin,G_Voskeat,3,R2,3.4285714285714306,18
2020,jardin,G_Voskeat,3,R3,3.5447026388341953,19
2020,jardin,G_Olivette,1,R1,3.8461538461538396,21
2020,jardin,G_Olivette,1,R2,2.295709210166706,15
2020,jardin,G_Olivette,1,R3,2.7066569129480484,19
2020,jardin,G_Olivette,2,R1,2.0844761382336827,23
2020,jardin,G_Olivette,2,R2,2.3822562979189428,23
2020,jardin,G_Olivette,2,R3,2.207075624797156,21
2020,jardin,G_Olivette,3,R1,5.6999161777032725,14
2020,jardin,G_Olivette,3,R2,4.375231738969234,13
2020,jardin,G_Plant.de.Maroc,1,R1,12.114989733059545,17
2020,jardin,G_Plant.de.Maroc,1,R2,9.9,18
2020,jardin,G_Plant.de.Maroc,1,R3,4.7,17
2020,jardin,G_Plant.de.Maroc,2,R1,3.599280143971214,18
2020,jardin,G_Plant.de.Maroc,2,R2,4.3080098026570255,NA
2020,jardin,G_Plant.de.Maroc,2,R3,2.6818515797207994,NA
2020,jardin,G_Cesar,1,R1,2.5081144880495714,18
2020,jardin,G_Cesar,1,R2,2.5047258979206077,18
2020,jardin,G_Cesar,1,R3,1.776649746192902,17
2020,jardin,G_Cesar,2,R1,2.6651651651651633,17
2020,jardin,G_Cesar,2,R2,1.6630901287553712,17
2020,jardin,G_Cesar,2,R3,2.3441662226957902,17
2020,jardin,G_Cesar,3,R1,3.2493907392363894,18
2020,jardin,G_Cesar,3,R2,3.598971722365036,17
2020,jardin,G_Cesar,3,R3,45.60067681895093,17
2020,jardin,G_Seleccion.5,1,R1,2.139182236663956,22
2020,jardin,G_Seleccion.5,1,R2,2.227298686464877,19
2020,jardin,G_Seleccion.5,1,R3,2.2536057692307736,23
2020,jardin,G_Seleccion.5,2,R1,1.698670605612989,22
2020,jardin,G_Seleccion.5,2,R2,2.1134593993325836,22
2020,jardin,G_Seleccion.5,2,R3,1.3323983169705542,23
2020,jardin,G_Seleccion.5,3,R1,1.27388535031848,22
2020,jardin,G_Seleccion.5,3,R2,1.6581632653061291,23
2020,jardin,G_Seleccion.5,3,R3,2.618480848301232,23
2020,jardin,G_Varadi,1,R1,2.019164955509922,15
2020,jardin,G_Varadi,1,R2,2.02800579430226,14
2020,jardin,G_Varadi,1,R3,3.235053235053229,14
2020,jardin,G_Varadi,2,R1,2.0501753439438914,13
2020,jardin,G_Varadi,2,R2,1.8783068783068728,16
2020,jardin,G_Varadi,2,R3,2.483883200606755,16
2020,jardin,G_Varadi,3,R1,1.7513352378586546,15
2020,jardin,G_Varadi,3,R2,1.784367931641114,14
2020,jardin,G_Varadi,3,R3,2.7559055118110223,14
2020,jardin,G_Arna.Guirna,1,R1,1.9792935444579882,18
2020,jardin,G_Arna.Guirna,1,R2,2.0768200089325575,15
2020,jardin,G_Arna.Guirna,1,R3,2.1643557659790247,12
2020,jardin,G_Arna.Guirna,2,R1,1.5648286140089311,17
2020,jardin,G_Arna.Guirna,2,R2,1.5343562374916644,14
2020,jardin,G_Arna.Guirna,2,R3,1.2527233115468448,16
2020,jardin,G_Arna.Guirna,3,R1,1.9836956521739069,16
2020,jardin,G_Arna.Guirna,3,R2,2.130584192439869,14
2020,jardin,G_Arna.Guirna,3,R3,3.3093053735255467,14
2020,jardin,G_Uva.Rey,1,R1,1.9891008174386968,15
2020,jardin,G_Uva.Rey,1,R2,2.2727272727272663,17
2020,jardin,G_Uva.Rey,1,R3,2.0934388562675537,16
2020,jardin,G_Uva.Rey,2,R1,1.7361111111111,17
2020,jardin,G_Uva.Rey,2,R2,3.7503750375037583,18
2020,jardin,G_Uva.Rey,2,R3,9.75742709185063,17
2020,jardin,G_Uva.Rey,3,R1,2.2807017543859587,17
2020,jardin,G_Uva.Rey,3,R2,2.043906131718387,18
2020,jardin,G_Uva.Rey,3,R3,2.24466891133558,17
2020,jardin,G_Emperor,1,R1,2.62187628021303,13
2020,jardin,G_Emperor,1,R2,2.7866605756052962,14
2020,jardin,G_Emperor,1,R3,2.092050209205013,14
2020,jardin,G_Emperor,2,R1,2.4945431867789125,16
2020,jardin,G_Emperor,2,R2,1.6726403823177947,14
2020,jardin,G_Emperor,2,R3,1.7394158188382107,14
2020,jardin,G_Emperor,3,R1,1.9759450171821413,16
2020,jardin,G_Emperor,3,R2,2.227998514667661,15
2020,jardin,G_Emperor,3,R3,1.8919848641210848,16
2020,jardin,G_Blush,1,R1,2.5482541747993963,13
2020,jardin,G_Blush,1,R2,3.2485465116279073,17
2020,jardin,G_Blush,1,R3,1.9562715765247418,15
2020,jardin,G_Blush,2,R1,3.292383292383292,15
2020,jardin,G_Blush,2,R2,4.201101928374655,15
2020,jardin,G_Blush,2,R3,2.2105742935277988,15
2020,jardin,G_Blush,3,R1,3.1486527399334108,16
2020,jardin,G_Blush,3,R2,2.494394618834079,16
2020,jardin,G_Blush,3,R3,1.7,17
2020,jardin,G_K.Belyi,1,R1,2.602452886628768,16
2020,jardin,G_K.Belyi,1,R2,3.5234899328859086,16
2020,jardin,G_K.Belyi,1,R3,2.726347914547304,15
2020,jardin,G_AK.ouziom,1,R1,2.8885832187070264,20
2020,jardin,G_AK.ouziom,1,R2,3.3435582822085763,19
2020,jardin,G_AK.ouziom,1,R3,4.155313351498663,18
2020,jardin,G_AK.ouziom,2,R1,2.174846186865068,17
2020,jardin,G_AK.ouziom,3,R1,3.191289656467049,20
2020,jardin,G_Orlovi.Nokti,1,R1,2.0426690876078055,16
2020,jardin,G_Orlovi.Nokti,1,R1,2.0426690876078055,20
2020,jardin,G_Orlovi.Nokti,1,R2,4.518752824220513,16
2020,jardin,G_Orlovi.Nokti,1,R2,4.518752824220513,20
2020,jardin,G_Orlovi.Nokti,1,R3,1.9734192509061614,18
2020,jardin,G_Orlovi.Nokti,1,R3,1.9734192509061614,20
2020,jardin,G_Orlovi.Nokti,2,R1,3.016048699501937,17
2020,jardin,G_Orlovi.Nokti,2,R1,3.016048699501937,21
2020,jardin,G_Orlovi.Nokti,2,R2,3.299999999999983,16
2020,jardin,G_Orlovi.Nokti,2,R2,3.299999999999983,20
2020,jardin,G_Orlovi.Nokti,3,R3,3.1170483460559666,18
2020,jardin,G_Orlovi.Nokti,3,R3,3.1170483460559666,21
2020,jardin,G_Orlovi.Nokti,3,R1,3.2719836400817996,18
2020,jardin,G_Orlovi.Nokti,3,R1,3.2719836400817996,20
2020,jardin,G_Orlovi.Nokti,3,R2,1.7487508922198458,16
2020,jardin,G_Orlovi.Nokti,3,R2,1.7487508922198458,20
2020,jardin,G_Orlovi.Nokti,3,R3,3.092783505154628,18
2020,jardin,G_Orlovi.Nokti,3,R3,3.092783505154628,21
2020,jardin,G_Medouar,1,R1,2.3701175578308664,15
2020,jardin,G_Medouar,1,R2,2.932363013698634,15
2020,jardin,G_Medouar,1,R3,3.47874102705687,15
2020,jardin,G_Medouar,2,R1,1.968116512497545,12
2020,jardin,G_Medouar,2,R2,2.400208713801206,14
2020,jardin,G_Medouar,2,R3,2.6509102523155548,13
2020,jardin,G_Medouar,3,R1,2.3800738007380033,13
2020,jardin,G_Medouar,3,R2,2.215189873417728,13
2020,jardin,G_Medouar,3,R3,2.43257535695399,13
2020,jardin,G_Korithi,1,R1,2.97128234290588,19
2020,jardin,G_Korithi,1,R2,3.948942959712795,18
2020,jardin,G_Korithi,1,R3,2.0492610837438434,17
2020,jardin,G_Korithi,2,R1,2.936683075878477,17
2020,jardin,G_Korithi,2,R2,2.4148408763793157,17
2020,jardin,G_Korithi,2,R3,3.099316764036047,15
2020,jardin,G_San.Francisco,1,R1,2.1838770558101857,15
2020,jardin,G_San.Francisco,1,R2,2.695417789757414,16
2020,jardin,G_San.Francisco,1,R3,2.5515210991167834,15
2020,jardin,G_San.Francisco,2,R1,1.469696969696983,17
2020,jardin,G_San.Francisco,2,R2,2.018474170372926,14
2020,jardin,G_San.Francisco,2,R3,1.4107883817427336,14
2020,jardin,G_San.Francisco,3,R1,1.7364076288072852,13
2020,jardin,G_San.Francisco,3,R2,1.5654952076677233,16
2020,jardin,G_San.Francisco,3,R3,1.767814835064712,15
2020,jardin,G_Italia,1,R1,1.6167664670658723,NA
2020,jardin,G_Italia,1,R2,1.5489749430523858,NA
2020,jardin,G_Italia,1,R3,2.378516624040927,NA
2020,jardin,G_Italia,2,R1,1.4141414141414117,NA
2020,jardin,G_Italia,2,R2,1.341853035143771,NA
2020,jardin,G_Italia,2,R3,1.25,NA
2020,jardin,G_Autumn.Royal,1,R1,1.633802816901408,17
2020,jardin,G_Autumn.Royal,1,R2,1.7065390749601335,16
2020,jardin,G_Autumn.Royal,1,R3,2.295760082730098,19
2020,jardin,G_Autumn.Royal,2,R1,3.2291666666666714,20
2020,jardin,G_Autumn.Royal,2,R2,3.3333333333333286,21
2020,jardin,G_Autumn.Royal,2,R3,3.203125,22
2020,jardin,G_Autumn.Royal,3,R1,2.463592233009706,17
2020,jardin,G_Autumn.Royal,3,R2,2.8544243577545245,16
2020,jardin,G_Autumn.Royal,3,R3,2.8485456369107283,16
2020,jardin,G_Red,1,R1,21.95644412709747,10
2020,jardin,G_Red,1,R2,6.407982261640797,10
2020,jardin,G_Red,1,R3,3.687095166915796,10
2020,jardin,G_Red,2,R1,3.564299971485596,10
2020,jardin,G_Red,2,R2,3.5892116182572664,12
2020,jardin,G_Red,2,R3,3.798641136504017,11
2020,jardin,G_Red,3,R1,4.770058708414879,12
2020,jardin,G_Red,3,R2,4.244637151985387,11
2020,jardin,G_Red,3,R3,3.83123181377303,13
2020,jardin,G_Titsa.Kaprei,1,R1,2.4320183837610188,14
2020,jardin,G_Titsa.Kaprei,1,R2,4.006856653096207,14
2020,jardin,G_Titsa.Kaprei,1,R3,3.5301880567469652,14
2020,jardin,G_Titsa.Kaprei,2,R1,1.7808558001484016,15
2020,jardin,G_Titsa.Kaprei,2,R2,2.0185955468558774,13
2020,jardin,G_Titsa.Kaprei,2,R3,2.340644781392598,13
2020,jardin,G_Titsa.Kaprei,3,R1,2.572754112188946,15
2020,jardin,G_Titsa.Kaprei,3,R2,1.8922018348623908,14
2020,jardin,G_Titsa.Kaprei,3,R3,2.4590163934426243,15
2020,jardin,G_Agourane,1,R1,3.5069799114743034,17
2020,jardin,G_Agourane,1,R2,3.001119820828663,15
2020,jardin,G_Agourane,2,R1,4.240282685512369,17
2020,jardin,G_Agourane,2,R2,2.7920845757657844,16
2020,jardin,G_Agourane,2,R3,2.9130087789305605,15
2020,jardin,G_Espadeiro.Tinto,1,R1,3.3366045142296485,19
2020,jardin,G_Espadeiro.Tinto,1,R2,2.544200086244075,19
2020,jardin,G_Espadeiro.Tinto,1,R3,3.026706231454,17
2020,jardin,G_Espadeiro.Tinto,2,R1,2.4624624624624687,17
2020,jardin,G_Espadeiro.Tinto,2,R2,2.3293172690762987,19
2020,jardin,G_Espadeiro.Tinto,2,R3,3.254678600488205,19
2020,jardin,G_Espadeiro.Tinto,3,R1,2.9674988224211063,19
2020,jardin,G_Espadeiro.Tinto,3,R2,2.6720647773279325,20
2020,jardin,G_Espadeiro.Tinto,3,R3,3.7297677691766182,19
2020,jardin,G_Kapistroni.tetri,1,R1,4.182041820418192,15
2020,jardin,G_Kapistroni.tetri,1,R2,4.338842975206617,17
2020,jardin,G_Kapistroni.tetri,1,R3,3.925925925925938,13
2020,jardin,G_Kapistroni.tetri,2,R1,25.79661016949153,16
2020,jardin,G_Kapistroni.tetri,2,R2,5.224999999999994,15
2020,jardin,G_Kapistroni.tetri,3,R1,3,13
2020,jardin,G_Kapistroni.tetri,3,R2,2.5289017341040534,13
2020,jardin,G_Kapistroni.tetri,3,R3,4.0704993705413415,13
2020,jardin,G_Tsolikouri,1,R1,3.0289917784508873,17
2020,jardin,G_Tsolikouri,1,R2,2.729044834308013,21
2020,jardin,G_Tsolikouri,1,R3,2.952842661965633,19
2020,jardin,G_Tsolikouri,2,R1,3.725165562913901,22
