season,family,gid,plant,replicated,P_cluster_loss,soluble_solids
2019,jardin,G_San.Francisco,2,R2,3.1240918337692563,20
2019,jardin,G_San.Francisco,2,R3,2.422104644326865,21
2019,jardin,G_Maravilla.de.Malaga,1,R1,2.702140927042194,14
2019,jardin,G_Maravilla.de.Malaga,1,R2,2.616279069767444,13
2019,jardin,G_Maravilla.de.Malaga,1,R3,4.493835171966239,14
2019,jardin,G_Maravilla.de.Malaga,2,R1,1.7616106154198121,17
2019,jardin,G_Maravilla.de.Malaga,2,R2,1.6283853273911575,18
2019,jardin,G_Maravilla.de.Malaga,2,R3,1.648136036625246,18
2019,jardin,G_Red.Globe,1,R1,2.6914153132250647,13
2019,jardin,G_Red.Globe,1,R2,1.9807113968681875,13
2019,jardin,G_Red.Globe,1,R3,2.52745954883666,12
2019,jardin,G_Red.Globe,2,R1,2.0399549803038752,17
2019,jardin,G_Red.Globe,2,R2,5.858028945554793,15
2019,jardin,G_Red.Globe,2,R3,1.9099099099099135,15
2019,jardin,G_Red.Globe,3,R1,1.8867924528301927,18
2019,jardin,G_Red.Globe,3,R2,2.2606099381531237,16
2019,jardin,G_Red.Globe,3,R3,1.6376921138825793,17
2019,jardin,G_Retagliado.Bianco,1,R1,3.323958066990542,13
2019,jardin,G_Retagliado.Bianco,1,R2,2.8084493518963143,14
2019,jardin,G_Retagliado.Bianco,1,R3,2.942750133761379,18
2019,jardin,G_Retagliado.Bianco,2,R1,3.4709618874773156,15
2019,jardin,G_Retagliado.Bianco,2,R2,1.4720558882235508,14
2019,jardin,G_Retagliado.Bianco,2,R3,1.8297236743838852,20
2019,jardin,G_Retagliado.Bianco,3,R1,2.366609294320142,17
2019,jardin,G_Retagliado.Bianco,3,R2,3.439902873330638,16
2019,jardin,G_Retagliado.Bianco,3,R3,2.3930384336475754,18
2019,jardin,G_Uva.Rey,1,R1,2.782387972273739,17
2019,jardin,G_Uva.Rey,1,R2,1.6886187098952945,17
2019,jardin,G_Uva.Rey,1,R3,3.017305132376876,17
2019,jardin,G_Uva.Rey,2,R1,2.430379746835442,16
2019,jardin,G_Uva.Rey,2,R2,1.7478813559322077,15
2019,jardin,G_Uva.Rey,2,R3,2.9833620195066004,16
2019,jardin,G_Uva.Rey,3,R1,3.9411000433087935,17
2019,jardin,G_Uva.Rey,3,R2,3.3426183844011206,20
2019,jardin,G_Uva.Rey,3,R3,3.1869510664993754,20
2019,jardin,G_Agourane,1,R1,5.480259281084258,16
2019,jardin,G_Agourane,1,R2,4.60251046025104,15
2019,jardin,G_Agourane,1,R3,5.199628597957286,16
2019,jardin,G_Agourane,2,R1,2.948073701842546,17
2019,jardin,G_Agourane,2,R2,3.2394128564197757,16
2019,jardin,G_Agourane,2,R3,4.503216583273769,NA
2019,jardin,G_Alburla,1,R1,1.533694810224631,11
2019,jardin,G_Alburla,1,R2,2.780464216634428,12
2019,jardin,G_Alburla,1,R3,1.6900708338511237,17
2019,jardin,G_Alburla,2,R1,1.6103059581320451,15
2019,jardin,G_Alburla,2,R2,1.2875536480686662,13
2019,jardin,G_Alburla,2,R3,2.890978753047733,14
2019,jardin,G_Alburla,3,R1,2.2264875239923185,17
2019,jardin,G_Alburla,3,R2,2.0152198421645977,17
2019,jardin,G_Alburla,3,R3,2.61531145981931,12
2019,jardin,G_Tandaya,1,R1,7.429212223156711,15
2019,jardin,G_Ribier,1,R1,2.3491478581298963,15
2019,jardin,G_Ribier,1,R2,2.025862068965523,16
2019,jardin,G_Ribier,1,R3,1.7597292724196336,16
2019,jardin,G_Ribier,2,R1,3.1094938802514207,15
2019,jardin,G_Ribier,2,R2,2.38582140422632,15
2019,jardin,G_Ribier,2,R3,1.793721973094165,17
2019,jardin,G_Blush,1,R1,2.836746195754259,15
2019,jardin,G_Blush,1,R2,4.79735318444996,16
2019,jardin,G_Blush,1,R3,2.173913043478251,19
2019,jardin,G_Blush,2,R1,1.9565881993274274,18
2019,jardin,G_Blush,2,R2,7.605633802816897,14
2019,jardin,G_Blush,2,R3,1.915403032721457,15
2019,jardin,G_Blush,3,R1,6.693086745926905,15
2019,jardin,G_Blush,3,R2,3.689040849379154,15
2019,jardin,G_Blush,3,R3,5.3301029678982275,13
2019,jardin,G_Moscatel.Rosada,1,R1,2.35645536010621,17
2019,jardin,G_Moscatel.Rosada,1,R2,2.1987315010570825,15
2019,jardin,G_Moscatel.Rosada,1,R3,4.648812531581612,16
2019,jardin,G_Moscatel.Rosada,2,R1,1.9661636945587446,16
2019,jardin,G_Moscatel.Rosada,2,R2,1.8376366596883003,18
2019,jardin,G_Moscatel.Rosada,2,R3,3.07692307692308,16
2019,jardin,G_Moscatel.Rosada,3,R1,2.5387870239774486,16
2019,jardin,G_Moscatel.Rosada,3,R2,3.0776628997355147,17
2019,jardin,G_Moscatel.Rosada,3,R3,1.469867711905934,17
2019,jardin,G_Espadeiro.Tinto,1,R1,2.3624704691191454,14
2019,jardin,G_Espadeiro.Tinto,1,R2,1.8187942068036307,12
2019,jardin,G_Espadeiro.Tinto,1,R3,2.413019079685739,13
2019,jardin,G_Espadeiro.Tinto,2,R1,2.0618556701030997,13
2019,jardin,G_Espadeiro.Tinto,2,R2,2.1090534979423836,14
2019,jardin,G_Espadeiro.Tinto,2,R3,1.5761094981335475,13
2019,jardin,G_Espadeiro.Tinto,3,R1,2.895595432300155,16
2019,jardin,G_Espadeiro.Tinto,3,R2,3.2695866748920253,15
2019,jardin,G_Espadeiro.Tinto,3,R3,3.2300884955752167,16
2019,jardin,G_Calmeria,1,R1,1.792252842551548,16
2019,jardin,G_Calmeria,1,R2,2.280614774417444,17
2019,jardin,G_Calmeria,1,R3,2.529095792300808,18
2019,jardin,G_Calmeria,2,R1,13.584222177500493,22
2019,jardin,G_Calmeria,2,R2,1.3131648936170137,19
2019,jardin,G_Calmeria,2,R3,1.5732368896925948,20
2019,jardin,G_Calmeria,3,R1,2.806699864191941,20
2019,jardin,G_Calmeria,3,R2,1.9842589513357751,19
2019,jardin,G_Calmeria,3,R3,2.1816698949943856,22
2019,jardin,G_Titsa.Kaprei,1,R1,4.4074892429352275,14
2019,jardin,G_Titsa.Kaprei,1,R2,3.3300844704353523,16
2019,jardin,G_Titsa.Kaprei,1,R3,1.5066255218732891,13
2019,jardin,G_Titsa.Kaprei,2,R1,2.8356964136780647,14
2019,jardin,G_Titsa.Kaprei,2,R2,2.437785678009149,14
2019,jardin,G_Titsa.Kaprei,2,R3,3.7338573834924205,15
2019,jardin,G_Titsa.Kaprei,3,R1,3.3917256802087223,14
2019,jardin,G_Titsa.Kaprei,3,R2,2.178533475026555,14
2019,jardin,G_Titsa.Kaprei,3,R3,3.1263760457947996,15
2019,jardin,G_Gros.Colman,1,R1,4.555533158637374,12
2019,jardin,G_Gros.Colman,1,R2,3.0209552175300587,13
2019,jardin,G_Gros.Colman,1,R3,2.346041055718473,14
2019,jardin,G_Red,1,R1,4.116978989210679,15
2019,jardin,G_Red,1,R2,6.9794290512174655,16
2019,jardin,G_Red,1,R3,3.4300791556728143,13
2019,jardin,G_Red,2,R1,3.4046692607003877,14
2019,jardin,G_Red,2,R2,5.018587360594793,14
2019,jardin,G_Red,2,R3,5.713489409141587,14
2019,jardin,G_Red,3,R1,3.510018473781443,14
2019,jardin,G_Red,3,R2,2.3662551440329196,14
2019,jardin,G_Red,3,R3,4.776221974057208,14
2018,jardin,G_Agourane,1,R1,1.0771992818671454,18.2
2018,jardin,G_Agourane,1,R2,1.079913606911447,19
2018,jardin,G_Agourane,2,R1,1.1686143572621035,18.2
2018,jardin,G_Agourane,2,R2,1.078167115902965,16
2018,jardin,G_Agourane,3,R1,1.21580547112462,15.2
2018,jardin,G_Agourane,3,R2,1.153846153846154,16
2018,jardin,G_AK.ouziom,1,R1,1.4141414141414141,16
2018,jardin,G_AK.ouziom,1,R2,1.1235955056179776,16
2018,jardin,G_AK.ouziom,1,R3,2.127659574468085,NA
2018,jardin,G_AK.ouziom,2,R1,2.5510204081632653,18
2018,jardin,G_AK.ouziom,2,R2,2.2364217252396164,18.1
2018,jardin,G_AK.ouziom,2,R3,1,18
2018,jardin,G_Alburla,1,R1,2.70935960591133,16
2018,jardin,G_Alburla,1,R2,1.5686274509803921,15.6
2018,jardin,G_Alburla,1,R3,1.7766497461928936,14.8
2018,jardin,G_Alburla,2,R1,1.132686084142395,16
2018,jardin,G_Alburla,2,R2,0.9819967266775778,14
2018,jardin,G_Alburla,2,R3,1.2228260869565217,14
2018,jardin,G_Alburla,3,R1,0.966183574879227,14
2018,jardin,G_Alburla,3,R2,0.931098696461825,15
2018,jardin,G_Alburla,3,R3,1.1235955056179776,17
2018,jardin,G_Arna.Guirna,1,R1,2.2408963585434174,19
2018,jardin,G_Arna.Guirna,1,R2,1.953125,19
2018,jardin,G_Arna.Guirna,1,R3,1.6666666666666667,19.3
2018,jardin,G_Arna.Guirna,2,R1,1.532567049808429,20.5
2018,jardin,G_Arna.Guirna,2,R2,2.795698924731183,19
2018,jardin,G_Arna.Guirna,2,R3,2.099737532808399,20
2018,jardin,G_Assyl.Kara,1,R1,1.0666666666666667,15.8
2018,jardin,G_Assyl.Kara,1,R2,0.9419152276295133,17
2018,jardin,G_Assyl.Kara,1,R3,1.347305389221557,15.1
2018,jardin,G_Assyl.Kara,2,R1,1.7064846416382253,15
2018,jardin,G_Assyl.Kara,2,R2,1.580135440180587,16
2018,jardin,G_Assyl.Kara,2,R3,1.3461538461538463,16
2018,jardin,G_Assyl.Kara,3,R1,2.107728337236534,15.2
2018,jardin,G_Assyl.Kara,3,R2,1.1961722488038278,15
2018,jardin,G_Assyl.Kara,3,R3,1.2320328542094456,16.8
2018,jardin,G_Autumn.Royal,1,R1,1.9525801952580195,18
2018,jardin,G_Autumn.Royal,1,R2,2.264808362369338,17
2018,jardin,G_Autumn.Royal,2,R1,1.119023397761953,16
2018,jardin,G_Autumn.Royal,2,R2,1.8140589569160999,19.6
2018,jardin,G_Autumn.Royal,2,R3,1.592920353982301,17
2018,jardin,G_Autumn.Royal,3,R1,1.8214936247723135,16.4
2018,jardin,G_Autumn.Royal,3,R2,1.2626262626262625,18
2018,jardin,G_Autumn.Royal,3,R3,1.791044776119403,18
2018,jardin,G_Autumn.Seedless,1,R1,2.459016393442623,17.2
2018,jardin,G_Autumn.Seedless,1,R2,3.4383954154727796,18
2018,jardin,G_Autumn.Seedless,1,R3,2.727272727272727,16.4
2018,jardin,G_Beauty,1,R1,1.279317697228145,17.6
2018,jardin,G_Beauty,1,R2,1.4598540145985401,17.8
2018,jardin,G_Beauty,1,R3,1.8181818181818181,17.8
2018,jardin,G_Beauty,2,R1,2.4822695035460995,19.4
2018,jardin,G_Beauty,2,R2,2.6687598116169546,17.8
2018,jardin,G_Beauty,2,R3,1.4925373134328357,16.6
2018,jardin,G_Big.Red,1,R1,1.5345268542199488,15.6
2018,jardin,G_Big.Red,1,R2,1.1194029850746268,17
2018,jardin,G_Big.Red,1,R3,1.1235955056179776,18.6
2018,jardin,G_Big.Red,2,R1,2.1241830065359477,16.4
2018,jardin,G_Big.Red,2,R2,2.6132404181184667,16.2
2018,jardin,G_Big.Red,2,R3,2.2556390977443606,17.2
2018,jardin,G_Big.Red,3,R1,0.5873715124816447,17.8
2018,jardin,G_Big.Red,3,R2,2.831858407079646,17.8
2018,jardin,G_Big.Red,3,R3,3.6127167630057806,19.6
2018,jardin,G_Black,1,R1,3.0690537084398977,21
2018,jardin,G_Black,1,R2,3.056768558951965,18.2
2018,jardin,G_Black,1,R3,3.9800995024875623,20
2018,jardin,G_Black,1,R1,2.564102564102564,21
2018,jardin,G_Black,1,R2,6.197183098591549,18.2
2018,jardin,G_Black,2,R1,4.878048780487805,NA
2018,jardin,G_Black,2,R2,3.273809523809524,NA
2018,jardin,G_Bogazkere,1,R1,1.7964071856287425,18
2018,jardin,G_Bogazkere,1,R2,1.6064257028112447,20.4
2018,jardin,G_Bogazkere,1,R3,2.6415094339622645,18
2018,jardin,G_Bogazkere,2,R1,3.6764705882352944,19
2018,jardin,G_Bogazkere,2,R2,1.5527950310559007,17
2018,jardin,G_Bogazkere,2,R3,1.8450184501845017,18
2018,jardin,G_Calmeria,1,R1,3.061224489795918,19
2018,jardin,G_Calmeria,1,R2,2.0689655172413794,20
2018,jardin,G_Calmeria,2,R1,1.7301038062283738,20.2
2018,jardin,G_Calmeria,2,R2,1.89873417721519,22
2018,jardin,G_Calmeria,3,R1,2.557544757033248,16
2018,jardin,G_Calmeria,3,R2,2.0036429872495445,15
2018,jardin,G_Canner,1,R1,1.8276762402088773,19
2018,jardin,G_Canner,1,R2,4.147465437788019,19
2018,jardin,G_Canner,1,R3,3.953488372093023,18.5
2018,jardin,G_Canner,2,R1,2.4193548387096775,16
2018,jardin,G_Canner,2,R2,2.736318407960199,17
2018,jardin,G_Canner,2,R3,1.4732965009208103,16
2018,jardin,G_Cardinal,1,R1,2.368421052631579,15
2018,jardin,G_Cardinal,1,R2,2.842377260981912,19.6
2018,jardin,G_Cardinal,1,R3,7.419354838709677,13.8
2018,jardin,G_Cardinal,2,R1,4.62962962962963,19.2
2018,jardin,G_Cardinal,2,R2,1.9780219780219779,18.2
2018,jardin,G_Cardinal,2,R3,6.91358024691358,16
2018,jardin,G_Cardinal,3,R1,3.089887640449438,16
2018,jardin,G_Cardinal,3,R2,2.0242914979757085,15
2018,jardin,G_Cardinal,3,R3,3.41726618705036,15
2018,jardin,G_Centennial,1,R1,1.9464720194647203,19.8
2018,jardin,G_Centennial,1,R2,2.28310502283105,20
2018,jardin,G_Centennial,2,R1,2.904564315352697,22.6
2018,jardin,G_Centennial,3,R1,3.2128514056224895,19.4
2018,jardin,G_Centennial,3,R2,1.507537688442211,19.6
2018,jardin,G_Centennial,3,R3,2.28310502283105,18.8
2018,jardin,G_Centennial,3,R4,1.2345679012345678,18.8
2018,jardin,G_Cesar,1,R1,1.8633540372670807,19.2
2018,jardin,G_Cesar,1,R2,1.7786561264822136,16.6
2018,jardin,G_Cesar,1,R3,3.2911392405063293,18
2018,jardin,G_Cesar,2,R1,2.75,18
2018,jardin,G_Cesar,2,R2,2.127659574468085,18
2018,jardin,G_Cesar,2,R3,2.307692307692308,16
2018,jardin,G_Cesar,3,R1,3.30188679245283,18.6
2018,jardin,G_Cesar,3,R2,3.722084367245657,17
2018,jardin,G_Cesar,3,R3,2.4615384615384617,17
2018,jardin,G_Chaselas.Musque,1,R1,2.109704641350211,17
2018,jardin,G_Chaselas.Musque,1,R2,1.718213058419244,21
2018,jardin,G_Chaselas.Musque,1,R3,3.2653061224489797,19
2018,jardin,G_Chaselas.Musque,2,R1,1.832460732984293,18.4
2018,jardin,G_Chaselas.Musque,2,R2,3.3333333333333335,18
2018,jardin,G_Chaselas.Musque,2,R3,2.3738872403560833,22
2018,jardin,G_Chaselas.Musque,3,R1,4.239401496259352,20.4
2018,jardin,G_Chaselas.Musque,3,R2,3.3057851239669422,20
2018,jardin,G_Chaselas.Musque,3,R3,5.990783410138248,16
2018,jardin,G_Chirai.Obak,1,R1,2.4344569288389515,19
2018,jardin,G_Chirai.Obak,2,R1,2.146464646464646,16.6
2018,jardin,G_Chirai.Obak,3,R1,1.7241379310344827,17.6
2018,jardin,G_Chirai.Obak,3,R2,1.5990159901599015,16.8
2018,jardin,G_Chouchillon,1,R1,1.2903225806451613,18.9
2018,jardin,G_Chouchillon,1,R2,2.2388059701492535,18
2018,jardin,G_Chouchillon,1,R3,1.7994858611825193,18.4
2018,jardin,G_Crimson,1,R1,2.741935483870968,17.1
2018,jardin,G_Crimson,1,R2,3.298611111111111,18.2
2018,jardin,G_Crimson,1,R3,3.1201248049921997,18.8
2018,jardin,G_Crimson,2,R1,2.5806451612903225,16
2018,jardin,G_Crimson,2,R2,3.3557046979865772,13
2018,jardin,G_Crimson,2,R3,7.054673721340388,14
2018,jardin,G_Csaba.Gyangye,1,R1,3.474903474903475,15.8
2018,jardin,G_Csaba.Gyangye,1,R2,4.145077720207254,17.2
2018,jardin,G_Csaba.Gyangye,1,R3,1.9801980198019802,NA
2018,jardin,G_Csaba.Gyangye,2,R1,2.1621621621621623,17.4
2018,jardin,G_Csaba.Gyangye,2,R2,1.7316017316017316,18.2
2018,jardin,G_Csaba.Gyangye,2,R3,3.2679738562091507,NA
2018,jardin,G_Csaba.Gyangye,3,R1,2.262443438914027,18.8
2018,jardin,G_Csaba.Gyangye,3,R2,3.6458333333333335,NA
2018,jardin,G_Delizia.di.Vaprio,1,R1,2.3961661341853033,19.4
2018,jardin,G_Delizia.di.Vaprio,1,R2,3.003003003003003,17
2018,jardin,G_Delizia.di.Vaprio,1,R3,2.73972602739726,17.4
2018,jardin,G_Delizia.di.Vaprio,2,R1,1.257861635220126,21
2018,jardin,G_Delizia.di.Vaprio,2,R2,1.3245033112582782,20.8
2018,jardin,G_Delizia.di.Vaprio,2,R3,1.400560224089636,20.4
2018,jardin,G_Dawn,1,R1,1.7985611510791366,16.4
2018,jardin,G_Dawn,1,R2,1.8404907975460123,15.4
2018,jardin,G_Dawn,1,R3,2.0895522388059704,15.8
2018,jardin,G_Dawn,2,R1,2.690582959641256,20
2018,jardin,G_Dawn,2,R2,1.4469453376205788,16.8
2018,jardin,G_Dawn,2,R3,1.3605442176870748,19.4
2018,jardin,G_Duc.Magenta,1,R1,2.2792022792022792,14.5
2018,jardin,G_Duc.Magenta,1,R2,1.9672131147540985,17.1
2018,jardin,G_Duc.Magenta,1,R3,3.870967741935484,15
2018,jardin,G_Duc.Magenta,2,R1,2.7559055118110236,14
2018,jardin,G_Duc.Magenta,2,R2,1.6129032258064515,16
2018,jardin,G_Duc.Magenta,2,R3,2.013422818791946,18
2018,jardin,G_Duc.Magenta,3,R1,1.5463917525773196,16.5
2018,jardin,G_Duc.Magenta,3,R2,2.358490566037736,16.7
2018,jardin,G_Duc.Magenta,3,R3,2.681992337164751,15
2018,jardin,G_Emperor,1,R1,1.6920473773265652,16.4
2018,jardin,G_Emperor,1,R2,1.4344262295081966,16.8
2018,jardin,G_Emperor,1,R3,1.4240506329113924,18
2018,jardin,G_Emperor,2,R1,0.9803921568627451,16
2018,jardin,G_Emperor,2,R2,1.768172888015717,16.2
2018,jardin,G_Emperor,2,R3,3.0797101449275366,16
2018,jardin,G_Espadeiro.Tinto,1,R1,1.6877637130801686,17.8
2018,jardin,G_Espadeiro.Tinto,1,R2,1.6216216216216217,16
2018,jardin,G_Espadeiro.Tinto,1,R3,2.734375,18.8
2018,jardin,G_Espadeiro.Tinto,2,R1,2.380952380952381,18
2018,jardin,G_Espadeiro.Tinto,2,R2,1.4760147601476015,18
2018,jardin,G_Espadeiro.Tinto,2,R3,1.1494252873563218,18
2018,jardin,G_Espadeiro.Tinto,3,R1,2.7210884353741496,19
2018,jardin,G_Espadeiro.Tinto,3,R2,2.9268292682926833,17
2018,jardin,G_Espadeiro.Tinto,3,R3,1.8779342723004695,20
2018,jardin,G_Exotic,1,R1,3.413654618473896,17
2018,jardin,G_Exotic,1,R2,2.4263431542461005,16
2018,jardin,G_Exotic,1,R3,3.7825059101654848,14.8
2018,jardin,G_Exotic,2,R1,2.8846153846153846,16
2018,jardin,G_Exotic,2,R2,1.7587939698492463,15
2018,jardin,G_Exotic,2,R3,2.8950542822677927,17
2018,jardin,G_Flame,3,R1,3.6544850498338874,16.8
2018,jardin,G_Flame,3,R2,1.6706443914081146,16.2
2018,jardin,G_Flame,2,R1,19.458128078817737,15.9
2018,jardin,G_Flame,2,R2,1.6494845360824744,14
2018,jardin,G_Flame,2,R3,16.331658291457288,NA
2018,jardin,G_Flame,1,R1,2.197802197802198,15.8
2018,jardin,G_Flame,1,R2,3.0927835051546393,15.3
2018,jardin,G_Flame,1,R3,3.211009174311927,NA
2018,jardin,G_Fue.Fuki,1,R1,2.49609984399376,17
2018,jardin,G_Fue.Fuki,1,R2,2.138157894736842,17
2018,jardin,G_Fue.Fuki,1,R3,2.5454545454545454,17.6
2018,jardin,G_Iniagrape.one,1,R1,1.1345218800648298,22.2
2018,jardin,G_Iniagrape.one,1,R2,1.3959390862944163,19.2
2018,jardin,G_Iniagrape.one,1,R3,1.279317697228145,19.8
2018,jardin,G_Iniagrape.one,2,R1,1.7029328287606436,18
2018,jardin,G_Iniagrape.one,2,R2,3.587443946188341,20.4
2018,jardin,G_Iniagrape.one,2,R3,1.9649122807017545,20.2
2018,jardin,G_Iniagrape.one,3,R1,3.4246575342465753,16.2
2018,jardin,G_Iniagrape.one,3,R2,3.0088495575221237,15.6
2018,jardin,G_Iniagrape.one,3,R3,2.727272727272727,16.8
2018,jardin,G_Gros.Colman,1,R1,2.0408163265306123,17
2018,jardin,G_Gros.Colman,1,R2,1.7374517374517375,16
2018,jardin,G_Gros.Colman,1,R3,2.579365079365079,17
2018,jardin,G_Ilusion,1,R1,0.7246376811594203,19
2018,jardin,G_Ilusion,1,R2,1.58311345646438,19
2018,jardin,G_Ilusion,1,R3,1.5765765765765765,17.8
2018,jardin,G_Ilusion,2,R1,1.9801980198019802,21.2
2018,jardin,G_Ilusion,2,R2,1.6260162601626018,19.8
2018,jardin,G_Ilusion,2,R3,1.9047619047619049,19
2018,jardin,G_Ilusion,3,R1,2.0785219399538106,16.2
2018,jardin,G_Ilusion,3,R2,1.5432098765432098,16
2018,jardin,G_Ilusion,3,R3,2.857142857142857,15.4
2018,jardin,G_Italia,1,R1,1.6317016317016315,19
2018,jardin,G_Italia,1,R2,2.094240837696335,20.4
2018,jardin,G_Italia,1,R3,2.1176470588235294,18.2
2018,jardin,G_Italia,2,R1,1.1574074074074074,20
2018,jardin,G_Italia,2,R2,1.41643059490085,14
2018,jardin,G_Italia,2,R3,1.4705882352941175,17.2
2018,jardin,G_Italia,3,R1,1.2165450121654502,17
2018,jardin,G_Italia,3,R2,2.018633540372671,20
2018,jardin,G_Italia,3,R3,1.5968063872255487,20
2018,jardin,G_Italia.Pirovano,1,R1,2.4657534246575343,15.2
2018,jardin,G_Italia.Pirovano,1,R2,1.951219512195122,16
2018,jardin,G_Italia.Pirovano,1,R3,1.6908212560386473,14
2018,jardin,G_Italia.Pirovano,2,R1,1.7571884984025559,17.8
2018,jardin,G_Italia.Pirovano,2,R2,1.3636363636363635,18
2018,jardin,G_Italia.Pirovano,2,R3,2.7426160337552745,16
2018,jardin,G_July.Muscat,1,R1,2.2556390977443606,20
2018,jardin,G_July.Muscat,1,R2,2.9605263157894735,18.8
2018,jardin,G_July.Muscat,1,R3,2.8350515463917527,20
2018,jardin,G_Kapistroni.tetri,1,R1,0.9302325581395349,16
2018,jardin,G_Kapistroni.tetri,1,R2,2.631578947368421,13
2018,jardin,G_Kapistroni.tetri,1,R3,2.7874564459930316,16.8
2018,jardin,G_Kapistroni.tetri,2,R1,2.3746701846965697,14.8
2018,jardin,G_Kapistroni.tetri,2,R2,3.2448377581120944,16
2018,jardin,G_Kapistroni.tetri,2,R3,2.0491803278688523,19.2
2018,jardin,G_Kyoho,1,R1,0.8908685968819599,18
2018,jardin,G_Kyoho,1,R2,1.1204481792717087,18
2018,jardin,G_Kyoho,2,R1,0.9836065573770493,19.5
2018,jardin,G_Kyoho,2,R2,1.4534883720930232,17
2018,jardin,G_Kyoho,2,R3,3.3333333333333335,19
2018,jardin,G_Korithi,1,R1,0.6696428571428571,18.2
2018,jardin,G_Korithi,1,R2,1.5486725663716814,16
2018,jardin,G_Korithi,1,R3,2.3255813953488373,16.4
2018,jardin,G_Korithi,2,R1,1.0050251256281406,16.4
2018,jardin,G_Korithi,2,R2,2.710843373493976,20
2018,jardin,G_Korithi,2,R3,1.1185682326621924,19.2
2018,jardin,G_K.Belyi,1,R1,3.004291845493562,16.8
2018,jardin,G_K.Belyi,1,R2,1.8867924528301887,13.6
2018,jardin,G_K.Belyi,1,R3,2.242152466367713,16
2018,jardin,G_Lameiro,1,R1,1.6793893129770994,18.2
2018,jardin,G_Lameiro,1,R2,1.2364760432766615,18.4
2018,jardin,G_Lameiro,1,R3,1.6975308641975309,16.2
2018,jardin,G_Lameiro,2,R1,1.6778523489932886,16.6
2018,jardin,G_Lameiro,2,R2,1.1320754716981132,16
2018,jardin,G_Lameiro,2,R3,1.6286644951140066,16
2018,jardin,G_Lameiro,3,R1,2.3880597014925375,20
2018,jardin,G_Lameiro,3,R2,1.3856812933025404,18.2
2018,jardin,G_Lameiro,3,R3,2.083333333333333,18
2018,jardin,G_23,1,R1,1.3435700575815739,21
2018,jardin,G_23,1,R2,1.6574585635359116,20.4
2018,jardin,G_23,1,R3,1.415929203539823,20.4
2018,jardin,G_23,2,R1,1.2195121951219512,17.2
2018,jardin,G_23,2,R2,1.5804597701149428,15
2018,jardin,G_23,2,R3,1.8469656992084433,17.4
2018,jardin,G_23,3,R1,1.4598540145985401,19
2018,jardin,G_23,3,R2,1.0548523206751055,17.1
2018,jardin,G_23,3,R3,1.0869565217391304,15
2018,jardin,G_Magdalena,1,R1,1.465201465201465,18
2018,jardin,G_Magdalena,2,R1,1.2345679012345678,NA
2018,jardin,G_Magdalena,3,R1,3.10077519379845,NA
2018,jardin,G_Maravilla.de.Malaga,1,R1,3.1307550644567224,16.4
2018,jardin,G_Maravilla.de.Malaga,1,R2,2.4896265560165975,17.2
2018,jardin,G_Maravilla.de.Malaga,1,R3,1.762114537444934,16
2018,jardin,G_Maravilla.de.Malaga,2,R1,1.593625498007968,20
2018,jardin,G_Maravilla.de.Malaga,2,R2,1.4644351464435146,16
2018,jardin,G_Maravilla.de.Malaga,2,R3,1,16.8
2018,jardin,G_Medouar,1,R1,1.9769357495881383,16.4
2018,jardin,G_Medouar,1,R2,1.8072289156626504,16
2018,jardin,G_Medouar,1,R3,1.4000000000000001,18
2018,jardin,G_Medouar,2,R1,1.0033444816053512,17
2018,jardin,G_Medouar,2,R2,1.488095238095238,16
2018,jardin,G_Medouar,2,R3,1.6666666666666667,16
2018,jardin,G_Medouar,3,R1,1.383399209486166,17.2
2018,jardin,G_Medouar,3,R2,1.1884550084889642,18
2018,jardin,G_Medouar,3,R3,1.4198782961460445,18.4
2018,jardin,G_Mehdik,2,R1,1.1976047904191618,17
2018,jardin,G_Mehdik,2,R2,2.666666666666667,NA
2018,jardin,G_Melissa,1,R1,1.6666666666666667,21
2018,jardin,G_Melissa,1,R2,0.5780346820809248,19
2018,jardin,G_Melissa,2,R1,1.762114537444934,15
2018,jardin,G_Melissa,2,R2,1.644736842105263,17.6
2018,jardin,G_Melissa,3,R1,2.82258064516129,18.4
2018,jardin,G_Melissa,3,R2,1.3850415512465373,17
2018,jardin,G_Monukka,1,R1,3.6956521739130435,13.4
2018,jardin,G_Monukka,1,R2,6.181818181818182,16
2018,jardin,G_Monukka,1,R3,3.6821705426356592,18
2018,jardin,G_Monukka,2,R1,1.9471488178025034,15
2018,jardin,G_Monukka,2,R2,2.7210884353741496,17
2018,jardin,G_Monukka,2,R3,3.131115459882583,20.4
2018,jardin,G_Moscatel.Oeiras.Faux,1,R1,3.9215686274509802,19
2018,jardin,G_Moscatel.Oeiras.Faux,1,R2,1.9867549668874174,17.2
2018,jardin,G_Moscatel.Oeiras.Faux,1,R3,2.3346303501945527,16.2
2018,jardin,G_Moscatel.Oeiras.Faux,2,R1,2.564102564102564,16
2018,jardin,G_Moscatel.Oeiras.Faux,2,R2,2.7777777777777777,16.2
2018,jardin,G_Moscatel.Oeiras.Faux,2,R3,1.3888888888888888,16.2
2018,jardin,G_Moscatel.Oeiras.Faux,3,R1,0.38022813688212925,21
2018,jardin,G_Moscatel.Oeiras.Faux,3,R2,3.7593984962406015,21.2
2018,jardin,G_Moscatel.Oeiras.Faux,3,R3,2.3696682464454977,21
2018,jardin,G_Moscatel.Rosada,1,R1,4.089219330855019,23
